"","db","query","kingdom","phylum","class","order","family","genus","species"
"277","itis","Heteroptera","Animalia","Arthropoda","Insecta","Hemiptera",NA,NA,NA
"278","ncbi","Heteroptera","Metazoa","Arthropoda","Insecta","Hemiptera",NA,NA,NA
"279","itis","Hippodamia variegata","Animalia","Arthropoda","Insecta","Coleoptera","Coccinellidae","Hippodamia","Hippodamia variegata"
"280","ncbi","Hippodamia variegata","Metazoa","Arthropoda","Insecta","Coleoptera","Coccinellidae","Hippodamia","Hippodamia variegata"
"281","itis","Hister quadrimaculatus","Animalia","Arthropoda","Insecta","Coleoptera","Histeridae","Hister","Hister quadrimaculatus"
"282","ncbi","Hister quadrimaculatus","Metazoa","Arthropoda","Insecta","Coleoptera","Histeridae","Hister","Hister quadrimaculatus"
"283","itis","Hister unicolor","Animalia","Arthropoda","Insecta","Coleoptera","Histeridae","Hister","Hister unicolor"
"284","ncbi","Hister unicolor","Metazoa","Arthropoda","Insecta","Coleoptera","Histeridae","Hister","Hister unicolor"
"285","itis","Hylaeus","Animalia","Arthropoda","Insecta","Hymenoptera","Colletidae","Hylaeus",NA
"286","ncbi","Hylaeus",NA,NA,NA,NA,NA,NA,NA
"287","itis","Hymenoptera","Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA
"288","ncbi","Hymenoptera","Metazoa","Arthropoda","Insecta","Hymenoptera",NA,NA,NA
"289","itis","Ichneumonidae","Animalia","Arthropoda","Insecta","Hymenoptera","Ichneumonidae",NA,NA
"290","ncbi","Ichneumonidae","Metazoa","Arthropoda","Insecta","Hymenoptera","Ichneumonidae",NA,NA
"291","itis","Ichneumonoidea","Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA
"292","ncbi","Ichneumonoidea","Metazoa","Arthropoda","Insecta","Hymenoptera",NA,NA,NA
"293","itis","Kleidotoma",NA,NA,NA,NA,NA,NA,NA
"294","ncbi","Kleidotoma","Metazoa","Arthropoda","Insecta","Hymenoptera","Figitidae","Kleidotoma",NA
"295","itis","Lasioglossum","Animalia","Arthropoda","Insecta","Hymenoptera","Halictidae","Lasioglossum",NA
"296","ncbi","Lasioglossum",NA,NA,NA,NA,NA,NA,NA
"297","itis","Lepidoptera","Animalia","Arthropoda","Insecta","Lepidoptera",NA,NA,NA
"298","ncbi","Lepidoptera","Metazoa","Arthropoda","Insecta","Lepidoptera",NA,NA,NA
"299","itis","Linyphiidae","Animalia","Arthropoda","Euchelicerata","Araneae","Linyphiidae",NA,NA
"300","ncbi","Linyphiidae","Metazoa","Arthropoda","Arachnida","Araneae","Linyphiidae",NA,NA
"301","itis","Lixini",NA,NA,NA,NA,NA,NA,"Cobubatha lixinites"
"302","ncbi","Lixini","Metazoa","Arthropoda","Insecta","Coleoptera","Curculionidae",NA,NA
"303","itis","Lygaeosoma sardeum",NA,NA,NA,NA,NA,NA,NA
"304","ncbi","Lygaeosoma sardeum","Metazoa","Arthropoda","Insecta","Hemiptera","Lygaeidae","Lygaeosoma","Lygaeosoma sardeum"
"305","itis","Lygaeus equestris","Animalia","Arthropoda","Insecta","Hemiptera","Lygaeidae","Lygaeus","Lygaeus equestris"
"306","ncbi","Lygaeus equestris","Metazoa","Arthropoda","Insecta","Hemiptera","Lygaeidae","Lygaeus","Lygaeus equestris"
"307","itis","Macrophya montana",NA,NA,NA,NA,NA,NA,NA
"308","ncbi","Macrophya montana","Metazoa","Arthropoda","Insecta","Hymenoptera","Tenthredinidae","Macrophya","Macrophya montana"
"309","itis","Macrosaccus robiniella",NA,NA,NA,NA,NA,NA,NA
"310","ncbi","Macrosaccus robiniella","Metazoa","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Macrosaccus","Macrosaccus robiniella"
"311","itis","Mecinus pyraster","Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Mecinus","Mecinus pyraster"
"312","ncbi","Mecinus pyraster","Metazoa","Arthropoda","Insecta","Coleoptera","Curculionidae","Mecinus","Mecinus pyraster"
"313","itis","Megachilinae","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae",NA,NA
"314","ncbi","Megachilinae","Metazoa","Arthropoda","Insecta","Hymenoptera","Megachilidae",NA,NA
"315","itis","Megaspilinae","Animalia","Arthropoda","Insecta","Hymenoptera","Megaspilidae",NA,NA
"316","ncbi","Megaspilinae",NA,NA,NA,NA,NA,NA,NA
"317","itis","Melanophthalma",NA,NA,NA,NA,NA,NA,NA
"318","ncbi","Melanophthalma","Metazoa","Arthropoda","Insecta","Coleoptera","Latridiidae","Melanophthalma",NA
"319","itis","Meligethinae","Animalia","Arthropoda","Insecta","Coleoptera","Nitidulidae",NA,NA
"320","ncbi","Meligethinae","Metazoa","Arthropoda","Insecta","Coleoptera","Nitidulidae",NA,NA
"321","itis","Meraporus graminicola",NA,NA,NA,NA,NA,NA,NA
"322","ncbi","Meraporus graminicola","Metazoa","Arthropoda","Insecta","Hymenoptera","Pteromalidae","Meraporus","Meraporus graminicola"
"323","itis","Metaphycus",NA,NA,NA,NA,NA,NA,NA
"324","ncbi","Metaphycus","Metazoa","Arthropoda","Insecta","Hymenoptera","Encyrtidae","Metaphycus",NA
"325","itis","Microlestes","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Microlestes",NA
"326","ncbi","Microlestes","Metazoa","Arthropoda","Insecta","Coleoptera","Carabidae","Microlestes",NA
"327","itis","Mordellidae","Animalia","Arthropoda","Insecta","Coleoptera","Mordellidae",NA,NA
"328","ncbi","Mordellidae","Metazoa","Arthropoda","Insecta","Coleoptera","Mordellidae",NA,NA
"329","itis","Mymar",NA,NA,NA,NA,NA,NA,NA
"330","ncbi","Mymar","Metazoa","Arthropoda","Insecta","Hymenoptera","Mymaridae","Mymar",NA
"331","itis","Mymaridae","Animalia","Arthropoda","Insecta","Hymenoptera","Mymaridae",NA,NA
"332","ncbi","Mymaridae","Metazoa","Arthropoda","Insecta","Hymenoptera","Mymaridae",NA,NA
"333","itis","Noctuoidea","Animalia","Arthropoda","Insecta","Lepidoptera",NA,NA,NA
"334","ncbi","Noctuoidea","Metazoa","Arthropoda","Insecta","Lepidoptera",NA,NA,NA
"335","itis","Nomada","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Nomada",NA
"336","ncbi","Nomada","Metazoa","Arthropoda","Insecta","Hymenoptera","Apidae","Nomada",NA
"337","itis","Nomada agrestis","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Nomada","Nomada agrestis"
"338","ncbi","Nomada agrestis","Metazoa","Arthropoda","Insecta","Hymenoptera","Apidae","Nomada","Nomada agrestis"
"339","itis","Nurscia","Animalia","Arthropoda","Euchelicerata","Araneae","Titanoecidae","Nurscia",NA
"340","ncbi","Nurscia","Metazoa","Arthropoda","Arachnida","Araneae","Titanoecidae","Nurscia",NA
"341","itis","Nysius","Animalia","Arthropoda","Insecta","Hemiptera","Lygaeidae","Nysius",NA
"342","ncbi","Nysius","Metazoa","Arthropoda","Insecta","Hemiptera","Lygaeidae","Nysius",NA
"343","itis","Ochetostethus",NA,NA,NA,NA,NA,NA,NA
"344","ncbi","Ochetostethus","Metazoa","Arthropoda","Insecta","Hemiptera","Cydnidae","Ochetostethus",NA
"345","itis","Olibrus",NA,NA,NA,NA,NA,NA,NA
"346","ncbi","Olibrus","Metazoa","Arthropoda","Insecta","Coleoptera","Phalacridae","Olibrus",NA
"347","itis","Onthophagus emarginatus",NA,NA,NA,NA,NA,NA,NA
"348","ncbi","Onthophagus emarginatus",NA,NA,NA,NA,NA,NA,NA
"349","itis","Ophion",NA,NA,NA,NA,NA,NA,NA
"350","ncbi","Ophion","Metazoa","Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Ophion",NA
"351","itis","Orius","Animalia","Arthropoda","Insecta","Hemiptera","Anthocoridae","Orius",NA
"352","ncbi","Orius","Metazoa","Arthropoda","Insecta","Hemiptera","Anthocoridae","Orius",NA
"353","itis","Osmia","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Osmia",NA
"354","ncbi","Osmia","Metazoa","Arthropoda","Insecta","Hymenoptera","Megachilidae","Osmia",NA
"355","itis","Oulema","Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Oulema",NA
"356","ncbi","Oulema","Metazoa","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Oulema",NA
"357","itis","Oulema melanopus","Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Oulema","Oulema melanopus"
"358","ncbi","Oulema melanopus","Metazoa","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Oulema","Oulema melanopus"
"359","itis","Oxybelus","Animalia","Arthropoda","Insecta","Hymenoptera","Crabronidae","Oxybelus",NA
"360","ncbi","Oxybelus","Metazoa","Arthropoda","Insecta","Hymenoptera","Crabronidae","Oxybelus",NA
"361","itis","Oxyopes","Animalia","Arthropoda","Euchelicerata","Araneae","Oxyopidae","Oxyopes",NA
"362","ncbi","Oxyopes","Metazoa","Arthropoda","Arachnida","Araneae","Oxyopidae","Oxyopes",NA
"363","itis","Oxythyrea funesta",NA,NA,NA,NA,NA,NA,NA
"364","ncbi","Oxythyrea funesta","Metazoa","Arthropoda","Insecta","Coleoptera","Scarabaeidae","Oxythyrea","Oxythyrea funesta"
"365","itis","Pachyneuron",NA,NA,NA,NA,NA,NA,NA
"366","ncbi","Pachyneuron","Metazoa","Arthropoda","Insecta","Hymenoptera","Pteromalidae","Pachyneuron",NA
"367","itis","Pantoclis",NA,NA,NA,NA,NA,NA,NA
"368","ncbi","Pantoclis","Metazoa","Arthropoda","Insecta","Hymenoptera","Diapriidae","Pantoclis",NA
"369","itis","Parectopa robiniella",NA,NA,NA,NA,NA,NA,NA
"370","ncbi","Parectopa robiniella","Metazoa","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Parectopa","Parectopa robiniella"
"371","itis","Parmulini","Animalia","Arthropoda","Insecta","Coleoptera","Corylophidae",NA,NA
"372","ncbi","Parmulini",NA,NA,NA,NA,NA,NA,NA
"373","itis","Paromius gracilis","Animalia","Arthropoda","Insecta","Hemiptera","Rhyparochromidae","Paromius","Paromius gracilis"
"374","ncbi","Paromius gracilis",NA,NA,NA,NA,NA,NA,NA
"375","itis","Passaloecus","Animalia","Arthropoda","Insecta","Hymenoptera","Crabronidae","Passaloecus",NA
"376","ncbi","Passaloecus","Metazoa","Arthropoda","Insecta","Hymenoptera","Crabronidae","Passaloecus",NA
"377","itis","Peirates stridulus","Animalia","Arthropoda","Insecta","Hemiptera","Reduviidae","Peirates","Peirates stridulus"
"378","ncbi","Peirates stridulus",NA,NA,NA,NA,NA,NA,NA
"379","itis","Pellenes","Animalia","Arthropoda","Euchelicerata","Araneae","Salticidae","Pellenes",NA
"380","ncbi","Pellenes","Metazoa","Arthropoda","Arachnida","Araneae","Salticidae","Pellenes",NA
"381","itis","Pemphredon","Animalia","Arthropoda","Insecta","Hymenoptera","Crabronidae","Pemphredon",NA
"382","ncbi","Pemphredon","Metazoa","Arthropoda","Insecta","Hymenoptera","Crabronidae","Pemphredon",NA
"383","itis","Pemphredonina","Animalia","Arthropoda","Insecta","Hymenoptera","Crabronidae",NA,NA
"384","ncbi","Pemphredonina","Metazoa","Arthropoda","Insecta","Hymenoptera","Crabronidae",NA,NA
"385","itis","Pezotettix",NA,NA,NA,NA,NA,NA,NA
"386","ncbi","Pezotettix","Metazoa","Arthropoda","Insecta","Orthoptera","Acrididae","Pezotettix",NA
"387","itis","Philodromidae","Animalia","Arthropoda","Euchelicerata","Araneae","Philodromidae",NA,NA
"388","ncbi","Philodromidae","Metazoa","Arthropoda","Arachnida","Araneae","Philodromidae",NA,NA
"389","itis","Philodromus","Animalia","Arthropoda","Euchelicerata","Araneae","Philodromidae","Philodromus",NA
"390","ncbi","Philodromus","Metazoa","Arthropoda","Arachnida","Araneae","Philodromidae","Philodromus",NA
"391","itis","Phyllotreta","Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Phyllotreta",NA
"392","ncbi","Phyllotreta","Metazoa","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Phyllotreta",NA
"393","itis","Pieris",NA,NA,NA,NA,NA,NA,NA
"394","ncbi","Pieris",NA,NA,NA,NA,NA,NA,NA
"395","itis","Piezodorus lituratus","Animalia","Arthropoda","Insecta","Hemiptera","Pentatomidae","Piezodorus","Piezodorus lituratus"
"396","ncbi","Piezodorus lituratus","Metazoa","Arthropoda","Insecta","Hemiptera","Pentatomidae","Piezodorus","Piezodorus lituratus"
"397","itis","Pimplini",NA,NA,NA,NA,NA,NA,NA
"398","ncbi","Pimplini","Metazoa","Arthropoda","Insecta","Hymenoptera","Ichneumonidae",NA,NA
"399","itis","Platygastroidea","Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA
"400","ncbi","Platygastroidea","Metazoa","Arthropoda","Insecta","Hymenoptera",NA,NA,NA
"401","itis","Platynaspis luteorubra",NA,NA,NA,NA,NA,NA,NA
"402","ncbi","Platynaspis luteorubra","Metazoa","Arthropoda","Insecta","Coleoptera","Coccinellidae","Platynaspis","Platynaspis luteorubra"
"403","itis","Pleurophorus","Animalia","Arthropoda","Insecta","Coleoptera","Scarabaeidae","Pleurophorus",NA
"404","ncbi","Pleurophorus","Metazoa","Arthropoda","Insecta","Coleoptera","Scarabaeidae","Pleurophorus",NA
"405","itis","Polistes","Animalia","Arthropoda","Insecta","Hymenoptera","Vespidae","Polistes",NA
"406","ncbi","Polistes","Metazoa","Arthropoda","Insecta","Hymenoptera","Vespidae","Polistes",NA
"407","itis","Polistes dominula",NA,NA,NA,NA,NA,NA,NA
"408","ncbi","Polistes dominula","Metazoa","Arthropoda","Insecta","Hymenoptera","Vespidae","Polistes","Polistes dominula"
"409","itis","Polynema","Animalia","Arthropoda","Insecta","Hymenoptera","Mymaridae","Polynema",NA
"410","ncbi","Polynema",NA,NA,NA,NA,NA,NA,NA
"411","itis","Praini","Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae",NA,NA
"412","ncbi","Praini",NA,NA,NA,NA,NA,NA,NA
"413","itis","Proctotrupomorpha",NA,NA,NA,NA,NA,NA,NA
"414","ncbi","Proctotrupomorpha","Metazoa","Arthropoda","Insecta","Hymenoptera",NA,NA,NA
"415","itis","Propylea quatuordecimpunctata",NA,NA,NA,NA,NA,NA,NA
"416","ncbi","Propylea quatuordecimpunctata","Metazoa","Arthropoda","Insecta","Coleoptera","Coccinellidae","Propylea","Propylea quattuordecimpunctata"
"417","itis","Protapion",NA,NA,NA,NA,NA,NA,NA
"418","ncbi","Protapion","Metazoa","Arthropoda","Insecta","Coleoptera","Apionidae","Protapion",NA
"419","itis","Protapion fulvipes",NA,NA,NA,NA,NA,NA,NA
"420","ncbi","Protapion fulvipes","Metazoa","Arthropoda","Insecta","Coleoptera","Apionidae","Protapion","Protapion fulvipes"
"421","itis","Pseudomalus",NA,NA,NA,NA,NA,NA,NA
"422","ncbi","Pseudomalus","Metazoa","Arthropoda","Insecta","Hymenoptera","Chrysididae","Pseudomalus",NA
"423","itis","Psilothrix viridicoerulea",NA,NA,NA,NA,NA,NA,NA
"424","ncbi","Psilothrix viridicoerulea",NA,NA,NA,NA,NA,NA,NA
"425","itis","Psocodea","Animalia","Arthropoda","Insecta","Psocodea",NA,NA,NA
"426","ncbi","Psocodea","Metazoa","Arthropoda","Insecta",NA,NA,NA,NA
"427","itis","Psyllobora vigintiduopunctata",NA,NA,NA,NA,NA,NA,NA
"428","ncbi","Psyllobora vigintiduopunctata","Metazoa","Arthropoda","Insecta","Coleoptera","Coccinellidae","Psyllobora","Psyllobora vigintiduopunctata"
"429","itis","Psylloidea","Animalia","Arthropoda","Insecta","Hemiptera",NA,NA,NA
"430","ncbi","Psylloidea","Metazoa","Arthropoda","Insecta","Hemiptera",NA,NA,NA
"431","itis","Pteromalidae","Animalia","Arthropoda","Insecta","Hymenoptera","Pteromalidae",NA,NA
"432","ncbi","Pteromalidae","Metazoa","Arthropoda","Insecta","Hymenoptera","Pteromalidae",NA,NA
"433","itis","Pteromalini",NA,NA,NA,NA,NA,NA,NA
"434","ncbi","Pteromalini",NA,NA,NA,NA,NA,NA,NA
"435","itis","Ptiliidae","Animalia","Arthropoda","Insecta","Coleoptera","Ptiliidae",NA,NA
"436","ncbi","Ptiliidae","Metazoa","Arthropoda","Insecta","Coleoptera","Ptiliidae",NA,NA
"437","itis","Rhinocyllus conicus","Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Rhinocyllus","Rhinocyllus conicus"
"438","ncbi","Rhinocyllus conicus","Metazoa","Arthropoda","Insecta","Coleoptera","Curculionidae","Rhinocyllus","Rhinocyllus conicus"
"439","itis","Rhodanthidium septemdentatum","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Rhodanthidium","Rhodanthidium septemdentatum"
"440","ncbi","Rhodanthidium septemdentatum","Metazoa","Arthropoda","Insecta","Hymenoptera","Megachilidae","Rhodanthidium","Rhodanthidium septemdentatum"
"441","itis","Rhyzobius","Animalia","Arthropoda","Insecta","Coleoptera","Coccinellidae","Rhyzobius",NA
"442","ncbi","Rhyzobius","Metazoa","Arthropoda","Insecta","Coleoptera","Coccinellidae","Rhyzobius",NA
"443","itis","Runcinia grammica","Animalia","Arthropoda","Euchelicerata","Araneae","Thomisidae","Runcinia","Runcinia grammica"
"444","ncbi","Runcinia grammica","Metazoa","Arthropoda","Arachnida","Araneae","Thomisidae","Runcinia","Runcinia grammica"
"445","itis","Salticus","Animalia","Arthropoda","Euchelicerata","Araneae","Salticidae","Salticus",NA
"446","ncbi","Salticus","Metazoa","Arthropoda","Arachnida","Araneae","Salticidae","Salticus",NA
"447","itis","Saprinus","Animalia","Arthropoda","Insecta","Coleoptera","Histeridae","Saprinus",NA
"448","ncbi","Saprinus","Metazoa","Arthropoda","Insecta","Coleoptera","Histeridae","Saprinus",NA
"449","itis","Scelionidae","Animalia","Arthropoda","Insecta","Hymenoptera","Scelionidae",NA,NA
"450","ncbi","Scelionidae","Metazoa","Arthropoda","Insecta","Hymenoptera","Scelionidae",NA,NA
"451","itis","Scelioninae","Animalia","Arthropoda","Insecta","Hymenoptera","Scelionidae",NA,NA
"452","ncbi","Scelioninae","Metazoa","Arthropoda","Insecta","Hymenoptera","Scelionidae",NA,NA
"453","itis","Scymninae","Animalia","Arthropoda","Insecta","Coleoptera","Coccinellidae",NA,NA
"454","ncbi","Scymninae","Metazoa","Arthropoda","Insecta","Coleoptera","Coccinellidae",NA,NA
"455","itis","Scymnus",NA,NA,NA,NA,NA,NA,NA
"456","ncbi","Scymnus","Metazoa","Arthropoda","Insecta","Coleoptera","Coccinellidae","Scymnus",NA
"457","itis","Scymnus frontalis",NA,NA,NA,NA,NA,NA,NA
"458","ncbi","Scymnus frontalis","Metazoa","Arthropoda","Insecta","Coleoptera","Coccinellidae","Scymnus","Scymnus frontalis"
"459","itis","Scymnus interruptus",NA,NA,NA,NA,NA,NA,NA
"460","ncbi","Scymnus interruptus","Metazoa","Arthropoda","Insecta","Coleoptera","Coccinellidae","Scymnus","Scymnus interruptus"
"461","itis","Scymnus rubromaculatus",NA,NA,NA,NA,NA,NA,NA
"462","ncbi","Scymnus rubromaculatus","Metazoa","Arthropoda","Insecta","Coleoptera","Coccinellidae","Scymnus","Scymnus rubromaculatus"
"463","itis","Sitona","Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Sitona",NA
"464","ncbi","Sitona","Metazoa","Arthropoda","Insecta","Coleoptera","Curculionidae","Sitona",NA
"465","itis","Spalangia",NA,NA,NA,NA,NA,NA,NA
"466","ncbi","Spalangia","Metazoa","Arthropoda","Insecta","Hymenoptera","Pteromalidae","Spalangia",NA
"467","itis","Spermophagus",NA,NA,NA,NA,NA,NA,NA
"468","ncbi","Spermophagus","Metazoa","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Spermophagus",NA
"469","itis","Sphaerophoria scripta","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Sphaerophoria","Sphaerophoria scripta"
"470","ncbi","Sphaerophoria scripta","Metazoa","Arthropoda","Insecta","Diptera","Syrphidae","Sphaerophoria","Sphaerophoria scripta"
"471","itis","Sphecodes","Animalia","Arthropoda","Insecta","Hymenoptera","Halictidae","Sphecodes",NA
"472","ncbi","Sphecodes","Metazoa","Arthropoda","Insecta","Hymenoptera","Halictidae","Sphecodes",NA
"473","itis","Staphylinidae","Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae",NA,NA
"474","ncbi","Staphylinidae","Metazoa","Arthropoda","Insecta","Coleoptera","Staphylinidae",NA,NA
"475","itis","Stenodema","Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Stenodema",NA
"476","ncbi","Stenodema","Metazoa","Arthropoda","Insecta","Hemiptera","Miridae","Stenodema",NA
"477","itis","Stethorus","Animalia","Arthropoda","Insecta","Coleoptera","Coccinellidae","Stethorus",NA
"478","ncbi","Stethorus","Metazoa","Arthropoda","Insecta","Coleoptera","Coccinellidae","Stethorus",NA
"479","itis","Symphyta","Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA
"480","ncbi","Symphyta","Metazoa","Arthropoda","Insecta","Lepidoptera","Lasiocampidae","Symphyta",NA
"481","itis","Synema globosum","Animalia","Arthropoda","Euchelicerata","Araneae","Thomisidae","Synema","Synema globosum"
"482","ncbi","Synema globosum","Metazoa","Arthropoda","Arachnida","Araneae","Thomisidae","Synema","Synema globosum"
"483","itis","Syrphidae","Animalia","Arthropoda","Insecta","Diptera","Syrphidae",NA,NA
"484","ncbi","Syrphidae","Metazoa","Arthropoda","Insecta","Diptera","Syrphidae",NA,NA
"485","itis","Syrphus","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Syrphus",NA
"486","ncbi","Syrphus","Metazoa","Arthropoda","Insecta","Diptera","Syrphidae","Syrphus",NA
"487","itis","Teleasinae","Animalia","Arthropoda","Insecta","Hymenoptera","Scelionidae",NA,NA
"488","ncbi","Teleasinae","Metazoa","Arthropoda","Insecta","Hymenoptera","Scelionidae",NA,NA
"489","itis","Telenominae","Animalia","Arthropoda","Insecta","Hymenoptera","Scelionidae",NA,NA
"490","ncbi","Telenominae","Metazoa","Arthropoda","Insecta","Hymenoptera","Scelionidae",NA,NA
"491","itis","Tenthredinidae","Animalia","Arthropoda","Insecta","Hymenoptera","Tenthredinidae",NA,NA
"492","ncbi","Tenthredinidae","Metazoa","Arthropoda","Insecta","Hymenoptera","Tenthredinidae",NA,NA
"493","itis","Tenthredo baetica",NA,NA,NA,NA,NA,NA,NA
"494","ncbi","Tenthredo baetica","Metazoa","Arthropoda","Insecta","Hymenoptera","Tenthredinidae","Tenthredo","Tenthredo baetica"
"495","itis","Tenthredo baetica dominiquei",NA,NA,NA,NA,NA,NA,NA
"496","ncbi","Tenthredo baetica dominiquei","Metazoa","Arthropoda","Insecta","Hymenoptera","Tenthredinidae","Tenthredo","Tenthredo baetica"
"497","itis","Tenthredo bifasciata",NA,NA,NA,NA,NA,NA,NA
"498","ncbi","Tenthredo bifasciata","Metazoa","Arthropoda","Insecta","Hymenoptera","Tenthredinidae","Tenthredo","Tenthredo bifasciata"
"499","itis","Tenthredo meridiana",NA,NA,NA,NA,NA,NA,NA
"500","ncbi","Tenthredo meridiana","Metazoa","Arthropoda","Insecta","Hymenoptera","Tenthredinidae","Tenthredo","Tenthredo meridiana"
"501","itis","Tenthredopsis",NA,NA,NA,NA,NA,NA,NA
"502","ncbi","Tenthredopsis","Metazoa","Arthropoda","Insecta","Hymenoptera","Tenthredinidae","Tenthredopsis",NA
"503","itis","Tetracampinae",NA,NA,NA,NA,NA,NA,NA
"504","ncbi","Tetracampinae","Metazoa","Arthropoda","Insecta","Hymenoptera","Tetracampidae",NA,NA
"505","itis","Tetramesa","Animalia","Arthropoda","Insecta","Hymenoptera","Eurytomidae","Tetramesa",NA
"506","ncbi","Tetramesa","Metazoa","Arthropoda","Insecta","Hymenoptera","Eurytomidae","Tetramesa",NA
"507","itis","Tetrastichinae",NA,NA,NA,NA,NA,NA,NA
"508","ncbi","Tetrastichinae","Metazoa","Arthropoda","Insecta","Hymenoptera","Eulophidae",NA,NA
"509","itis","Tettigoniidae","Animalia","Arthropoda","Insecta","Orthoptera","Tettigoniidae",NA,NA
"510","ncbi","Tettigoniidae","Metazoa","Arthropoda","Insecta","Orthoptera","Tettigoniidae",NA,NA
"511","itis","Tettigoniinae","Animalia","Arthropoda","Insecta","Orthoptera","Tettigoniidae",NA,NA
"512","ncbi","Tettigoniinae","Metazoa","Arthropoda","Insecta","Orthoptera","Tettigoniidae",NA,NA
"513","itis","Thysanoptera","Animalia","Arthropoda","Insecta","Thysanoptera",NA,NA,NA
"514","ncbi","Thysanoptera","Metazoa","Arthropoda","Insecta","Thysanoptera",NA,NA,NA
"515","itis","Tingis cardui","Animalia","Arthropoda","Insecta","Hemiptera","Tingidae","Tingis","Tingis cardui"
"516","ncbi","Tingis cardui","Metazoa","Arthropoda","Insecta","Hemiptera","Tingidae","Tingis","Tingis cardui"
"517","itis","Torymidae","Animalia","Arthropoda","Insecta","Hymenoptera","Torymidae",NA,NA
"518","ncbi","Torymidae","Metazoa","Arthropoda","Insecta","Hymenoptera","Torymidae",NA,NA
"519","itis","Trachys troglodytiformis","Animalia","Arthropoda","Insecta","Coleoptera","Buprestidae","Trachys","Trachys troglodytiformis"
"520","ncbi","Trachys troglodytiformis","Metazoa","Arthropoda","Insecta","Coleoptera","Buprestidae","Trachys","Trachys troglodytiformis"
"521","itis","Trechinae","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae",NA,NA
"522","ncbi","Trechinae","Metazoa","Arthropoda","Insecta","Coleoptera","Carabidae",NA,NA
"523","itis","Trichopria","Animalia","Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Trichopria",NA
"524","ncbi","Trichopria","Metazoa","Arthropoda","Insecta","Hymenoptera","Diapriidae","Trichopria",NA
"525","itis","Tropinota",NA,NA,NA,NA,NA,NA,NA
"526","ncbi","Tropinota","Metazoa","Arthropoda","Insecta","Coleoptera","Scarabaeidae","Tropinota",NA
"527","itis","Tryphonini",NA,NA,NA,NA,NA,NA,NA
"528","ncbi","Tryphonini","Metazoa","Arthropoda","Insecta","Hymenoptera","Ichneumonidae",NA,NA
"529","itis","Trypoxylon","Animalia","Arthropoda","Insecta","Hymenoptera","Crabronidae","Trypoxylon",NA
"530","ncbi","Trypoxylon","Metazoa","Arthropoda","Insecta","Hymenoptera","Crabronidae","Trypoxylon",NA
"531","itis","Tychius","Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Tychius",NA
"532","ncbi","Tychius","Metazoa","Arthropoda","Insecta","Coleoptera","Curculionidae","Tychius",NA
"533","itis","Tytthaspis sedecimpunctata",NA,NA,NA,NA,NA,NA,NA
"534","ncbi","Tytthaspis sedecimpunctata","Metazoa","Arthropoda","Insecta","Coleoptera","Coccinellidae","Tytthaspis","Tytthaspis sedecimpunctata"
"535","itis","Vespidae","Animalia","Arthropoda","Insecta","Hymenoptera","Vespidae",NA,NA
"536","ncbi","Vespidae","Metazoa","Arthropoda","Insecta","Hymenoptera","Vespidae",NA,NA
"537","itis","Xenomerus",NA,NA,NA,NA,NA,NA,NA
"538","ncbi","Xenomerus",NA,NA,NA,NA,NA,NA,NA
