"code_uhbr","finest_name","date","method","community","abundance"
"AF_C_B3_R4","Bryobacter::Cluster_267","17/04/2023","metabarcoding","bacteria",83
"MC_C_B2_R1","Bryobacter::Cluster_267","17/04/2023","metabarcoding","bacteria",63
"MC_C_B2_R2","Bryobacter::Cluster_267","17/04/2023","metabarcoding","bacteria",73
"MC_C_B2_R3","Bryobacter::Cluster_267","17/04/2023","metabarcoding","bacteria",79
"MC_C_B2_R4","Bryobacter::Cluster_267","17/04/2023","metabarcoding","bacteria",75
"AF_C_B2_R4","Bryobacter::Cluster_278","17/04/2023","metabarcoding","bacteria",174
"AF_C_B2_R5","Bryobacter::Cluster_278","17/04/2023","metabarcoding","bacteria",148
"MC_C_B2_R4","Bryobacter::Cluster_278","17/04/2023","metabarcoding","bacteria",72
"AF_C_B3_R1","Bryobacter::Cluster_284","17/04/2023","metabarcoding","bacteria",70
"AF_C_B3_R2","Bryobacter::Cluster_284","17/04/2023","metabarcoding","bacteria",57
"AF_C_B3_R3","Bryobacter::Cluster_284","17/04/2023","metabarcoding","bacteria",77
"AF_C_B3_R4","Bryobacter::Cluster_284","17/04/2023","metabarcoding","bacteria",99
"AF_T_B3_R3","Bryobacter::Cluster_284","17/04/2023","metabarcoding","bacteria",81
"AF_T_B3_R5","Bryobacter::Cluster_284","17/04/2023","metabarcoding","bacteria",74
"MC_C_B2_R1","Bryobacter::Cluster_284","17/04/2023","metabarcoding","bacteria",109
"MC_C_B2_R2","Bryobacter::Cluster_284","17/04/2023","metabarcoding","bacteria",118
"MC_C_B2_R3","Bryobacter::Cluster_284","17/04/2023","metabarcoding","bacteria",103
"MC_C_B2_R5","Bryobacter::Cluster_284","17/04/2023","metabarcoding","bacteria",84
"AF_C_B1_R1","Bryobacter::Cluster_289","17/04/2023","metabarcoding","bacteria",70
"AF_C_B1_R3","Bryobacter::Cluster_289","17/04/2023","metabarcoding","bacteria",86
"TP_T_B2_R2","Bryobacter::Cluster_289","17/04/2023","metabarcoding","bacteria",89
"TP_T_B2_R4","Bryobacter::Cluster_289","17/04/2023","metabarcoding","bacteria",78
"AF_T_B3_R5","Bryobacter::Cluster_3085","17/04/2023","metabarcoding","bacteria",52
"AF_C_B2_R4","Bryobacter::Cluster_3114","17/04/2023","metabarcoding","bacteria",86
"TP_T_B3_R3","Bryobacter::Cluster_3224","17/04/2023","metabarcoding","bacteria",91
"AF_C_B2_R4","Bryobacter::Cluster_436","17/04/2023","metabarcoding","bacteria",76
"AF_C_B2_R5","Bryobacter::Cluster_436","17/04/2023","metabarcoding","bacteria",76
"AF_C_B3_R1","Bryobacter::Cluster_477","17/04/2023","metabarcoding","bacteria",67
"MC_C_B2_R1","Bryobacter::Cluster_477","17/04/2023","metabarcoding","bacteria",54
"MC_C_B2_R3","Bryobacter::Cluster_477","17/04/2023","metabarcoding","bacteria",66
"MC_C_B2_R4","Bryobacter::Cluster_477","17/04/2023","metabarcoding","bacteria",99
"AF_C_B2_R2","Bryobacter::Cluster_488","17/04/2023","metabarcoding","bacteria",67
"AF_C_B2_R4","Bryobacter::Cluster_488","17/04/2023","metabarcoding","bacteria",84
"AF_C_B2_R2","Bryobacter::Cluster_534","17/04/2023","metabarcoding","bacteria",178
"AF_C_B3_R3","Bryobacter::Cluster_534","17/04/2023","metabarcoding","bacteria",75
"MC_C_B2_R3","Bryobacter::Cluster_534","17/04/2023","metabarcoding","bacteria",64
"AF_C_B2_R4","Bryobacter::Cluster_628","17/04/2023","metabarcoding","bacteria",82
"AF_T_B2_R4","Bryobacter::Cluster_628","17/04/2023","metabarcoding","bacteria",129
"TP_T_B3_R5","Bryobacter::Cluster_660","17/04/2023","metabarcoding","bacteria",76
"AF_T_B3_R1","Bryobacter::Cluster_706","17/04/2023","metabarcoding","bacteria",74
"AF_T_B3_R3","Bryobacter::Cluster_706","17/04/2023","metabarcoding","bacteria",74
"AF_T_B3_R4","Bryobacter::Cluster_706","17/04/2023","metabarcoding","bacteria",68
"AF_T_B3_R5","Bryobacter::Cluster_706","17/04/2023","metabarcoding","bacteria",55
"AF_C_B3_R2","Bryobacter::Cluster_811","17/04/2023","metabarcoding","bacteria",70
"AF_C_B3_R3","Bryobacter::Cluster_811","17/04/2023","metabarcoding","bacteria",68
"AF_C_B3_R5","Bryobacter::Cluster_811","17/04/2023","metabarcoding","bacteria",77
"AF_C_B3_R1","Bryobacter::Cluster_83","17/04/2023","metabarcoding","bacteria",349
"AF_C_B3_R2","Bryobacter::Cluster_83","17/04/2023","metabarcoding","bacteria",288
"AF_C_B3_R3","Bryobacter::Cluster_83","17/04/2023","metabarcoding","bacteria",289
"AF_C_B3_R4","Bryobacter::Cluster_83","17/04/2023","metabarcoding","bacteria",253
"AF_C_B3_R5","Bryobacter::Cluster_83","17/04/2023","metabarcoding","bacteria",321
"AF_T_B3_R1","Bryobacter::Cluster_83","17/04/2023","metabarcoding","bacteria",123
"AF_T_B3_R2","Bryobacter::Cluster_83","17/04/2023","metabarcoding","bacteria",64
"AF_T_B3_R3","Bryobacter::Cluster_83","17/04/2023","metabarcoding","bacteria",198
"AF_T_B3_R5","Bryobacter::Cluster_83","17/04/2023","metabarcoding","bacteria",87
"MC_C_B2_R4","Bryobacter::Cluster_83","17/04/2023","metabarcoding","bacteria",65
"TP_T_B3_R2","Bryobacter::Cluster_83","17/04/2023","metabarcoding","bacteria",62
"TP_T_B3_R4","Bryobacter::Cluster_83","17/04/2023","metabarcoding","bacteria",64
"AF_C_B3_R1","Bryobacter::Cluster_836","17/04/2023","metabarcoding","bacteria",75
"AF_C_B3_R2","Bryobacter::Cluster_836","17/04/2023","metabarcoding","bacteria",70
"AF_C_B3_R5","Bryobacter::Cluster_836","17/04/2023","metabarcoding","bacteria",70
"AF_C_B2_R4","Bryobacter::Cluster_853","17/04/2023","metabarcoding","bacteria",153
"AF_C_B1_R1","Bryobacter::Cluster_87","17/04/2023","metabarcoding","bacteria",119
"AF_C_B1_R2","Bryobacter::Cluster_87","17/04/2023","metabarcoding","bacteria",107
"AF_C_B2_R1","Bryobacter::Cluster_87","17/04/2023","metabarcoding","bacteria",63
"AF_C_B2_R4","Bryobacter::Cluster_87","17/04/2023","metabarcoding","bacteria",77
"AF_T_B1_R1","Bryobacter::Cluster_87","17/04/2023","metabarcoding","bacteria",77
"AF_T_B1_R2","Bryobacter::Cluster_87","17/04/2023","metabarcoding","bacteria",69
"AF_T_B2_R4","Bryobacter::Cluster_87","17/04/2023","metabarcoding","bacteria",87
"MC_C_B1_R1","Bryobacter::Cluster_87","17/04/2023","metabarcoding","bacteria",127
"MC_C_B1_R2","Bryobacter::Cluster_87","17/04/2023","metabarcoding","bacteria",136
"MC_C_B1_R3","Bryobacter::Cluster_87","17/04/2023","metabarcoding","bacteria",93
"MC_C_B1_R4","Bryobacter::Cluster_87","17/04/2023","metabarcoding","bacteria",100
"MC_C_B1_R5","Bryobacter::Cluster_87","17/04/2023","metabarcoding","bacteria",102
"MC_C_B3_R5","Bryobacter::Cluster_87","17/04/2023","metabarcoding","bacteria",60
"TP_T_B1_R1","Bryobacter::Cluster_87","17/04/2023","metabarcoding","bacteria",85
"TP_T_B1_R5","Bryobacter::Cluster_87","17/04/2023","metabarcoding","bacteria",93
"TP_T_B2_R5","Bryobacter::Cluster_87","17/04/2023","metabarcoding","bacteria",56
"AF_C_B3_R5","Bryobacter::Cluster_909","17/04/2023","metabarcoding","bacteria",310
"AF_T_B3_R5","Bryobacter::Cluster_909","17/04/2023","metabarcoding","bacteria",73
"AF_C_B1_R1","Bryobacter::Cluster_98","17/04/2023","metabarcoding","bacteria",134
"AF_C_B1_R2","Bryobacter::Cluster_98","17/04/2023","metabarcoding","bacteria",121
"AF_C_B1_R3","Bryobacter::Cluster_98","17/04/2023","metabarcoding","bacteria",96
"AF_C_B1_R4","Bryobacter::Cluster_98","17/04/2023","metabarcoding","bacteria",93
"AF_C_B1_R5","Bryobacter::Cluster_98","17/04/2023","metabarcoding","bacteria",85
"AF_C_B2_R1","Bryobacter::Cluster_98","17/04/2023","metabarcoding","bacteria",75
"AF_C_B2_R4","Bryobacter::Cluster_98","17/04/2023","metabarcoding","bacteria",74
"AF_T_B1_R1","Bryobacter::Cluster_98","17/04/2023","metabarcoding","bacteria",137
"AF_T_B1_R2","Bryobacter::Cluster_98","17/04/2023","metabarcoding","bacteria",97
"AF_T_B1_R5","Bryobacter::Cluster_98","17/04/2023","metabarcoding","bacteria",76
"AF_T_B2_R1","Bryobacter::Cluster_98","17/04/2023","metabarcoding","bacteria",73
"AF_T_B2_R4","Bryobacter::Cluster_98","17/04/2023","metabarcoding","bacteria",79
"MC_C_B1_R1","Bryobacter::Cluster_98","17/04/2023","metabarcoding","bacteria",126
"MC_C_B1_R2","Bryobacter::Cluster_98","17/04/2023","metabarcoding","bacteria",120
"MC_C_B1_R3","Bryobacter::Cluster_98","17/04/2023","metabarcoding","bacteria",77
"MC_C_B1_R4","Bryobacter::Cluster_98","17/04/2023","metabarcoding","bacteria",161
"MC_C_B1_R5","Bryobacter::Cluster_98","17/04/2023","metabarcoding","bacteria",137
"MC_C_B3_R1","Bryobacter::Cluster_98","17/04/2023","metabarcoding","bacteria",79
"MC_C_B3_R2","Bryobacter::Cluster_98","17/04/2023","metabarcoding","bacteria",90
"MC_C_B3_R3","Bryobacter::Cluster_98","17/04/2023","metabarcoding","bacteria",100
"MC_C_B3_R4","Bryobacter::Cluster_98","17/04/2023","metabarcoding","bacteria",92
"MC_C_B3_R5","Bryobacter::Cluster_98","17/04/2023","metabarcoding","bacteria",115
"TP_T_B1_R5","Bryobacter::Cluster_98","17/04/2023","metabarcoding","bacteria",73
"TP_T_B2_R1","Bryobacter::Cluster_98","17/04/2023","metabarcoding","bacteria",154
"TP_T_B2_R3","Bryobacter::Cluster_98","17/04/2023","metabarcoding","bacteria",80
"TP_T_B2_R4","Bryobacter::Cluster_98","17/04/2023","metabarcoding","bacteria",79
"TP_T_B2_R5","Bryobacter::Cluster_98","17/04/2023","metabarcoding","bacteria",68
"TP_T_B3_R1","Buchnera::Cluster_3381","17/04/2023","metabarcoding","bacteria",152
"TP_T_B3_R5","Burkholderia-Caballeronia-Paraburkholderia::Cluster_1010","17/04/2023","metabarcoding","bacteria",326
"AF_C_B1_R3","Burkholderia-Caballeronia-Paraburkholderia::Cluster_136","17/04/2023","metabarcoding","bacteria",77
"AF_C_B3_R1","Burkholderia-Caballeronia-Paraburkholderia::Cluster_136","17/04/2023","metabarcoding","bacteria",174
"AF_C_B3_R2","Burkholderia-Caballeronia-Paraburkholderia::Cluster_136","17/04/2023","metabarcoding","bacteria",204
"AF_C_B3_R3","Burkholderia-Caballeronia-Paraburkholderia::Cluster_136","17/04/2023","metabarcoding","bacteria",99
"AF_C_B3_R4","Burkholderia-Caballeronia-Paraburkholderia::Cluster_136","17/04/2023","metabarcoding","bacteria",147
"AF_C_B3_R5","Burkholderia-Caballeronia-Paraburkholderia::Cluster_136","17/04/2023","metabarcoding","bacteria",256
"AF_T_B2_R2","Burkholderia-Caballeronia-Paraburkholderia::Cluster_136","17/04/2023","metabarcoding","bacteria",177
"AF_T_B3_R1","Burkholderia-Caballeronia-Paraburkholderia::Cluster_136","17/04/2023","metabarcoding","bacteria",88
"AF_T_B3_R2","Burkholderia-Caballeronia-Paraburkholderia::Cluster_136","17/04/2023","metabarcoding","bacteria",57
"AF_T_B3_R5","Burkholderia-Caballeronia-Paraburkholderia::Cluster_136","17/04/2023","metabarcoding","bacteria",111
"MC_C_B2_R1","Burkholderia-Caballeronia-Paraburkholderia::Cluster_136","17/04/2023","metabarcoding","bacteria",79
"MC_C_B2_R2","Burkholderia-Caballeronia-Paraburkholderia::Cluster_136","17/04/2023","metabarcoding","bacteria",111
"MC_C_B2_R3","Burkholderia-Caballeronia-Paraburkholderia::Cluster_136","17/04/2023","metabarcoding","bacteria",116
"MC_C_B2_R4","Burkholderia-Caballeronia-Paraburkholderia::Cluster_136","17/04/2023","metabarcoding","bacteria",172
"MC_C_B2_R5","Burkholderia-Caballeronia-Paraburkholderia::Cluster_136","17/04/2023","metabarcoding","bacteria",82
"TP_T_B3_R2","Burkholderia-Caballeronia-Paraburkholderia::Cluster_136","17/04/2023","metabarcoding","bacteria",63
"AF_C_B3_R1","Burkholderia-Caballeronia-Paraburkholderia::Cluster_387","17/04/2023","metabarcoding","bacteria",82
"AF_C_B3_R4","Burkholderia-Caballeronia-Paraburkholderia::Cluster_387","17/04/2023","metabarcoding","bacteria",100
"AF_C_B3_R5","Burkholderia-Caballeronia-Paraburkholderia::Cluster_387","17/04/2023","metabarcoding","bacteria",72
"AF_T_B2_R2","Burkholderia-Caballeronia-Paraburkholderia::Cluster_387","17/04/2023","metabarcoding","bacteria",97
"AF_T_B3_R3","Burkholderia-Caballeronia-Paraburkholderia::Cluster_387","17/04/2023","metabarcoding","bacteria",78
"AF_C_B3_R5","Burkholderia-Caballeronia-Paraburkholderia::Cluster_5086","17/04/2023","metabarcoding","bacteria",71
"AF_T_B1_R3","Burkholderia-Caballeronia-Paraburkholderia::Cluster_550","17/04/2023","metabarcoding","bacteria",110
"AF_T_B2_R2","Burkholderia-Caballeronia-Paraburkholderia::Cluster_550","17/04/2023","metabarcoding","bacteria",315
"AF_T_B3_R1","Burkholderia-Caballeronia-Paraburkholderia::Cluster_550","17/04/2023","metabarcoding","bacteria",69
"AF_T_B2_R2","Burkholderia-Caballeronia-Paraburkholderia::Cluster_576","17/04/2023","metabarcoding","bacteria",77
"AF_T_B2_R3","Buttiauxella brennerae::Cluster_2341","17/04/2023","metabarcoding","bacteria",224
"TP_T_B2_R5","Buttiauxella brennerae::Cluster_2341","17/04/2023","metabarcoding","bacteria",73
"TP_T_B2_R5","Buttiauxella::Cluster_6695","17/04/2023","metabarcoding","bacteria",83
"AF_T_B3_R2","C0119::Cluster_1042","17/04/2023","metabarcoding","bacteria",58
"AF_T_B3_R4","C0119::Cluster_1042","17/04/2023","metabarcoding","bacteria",86
"AF_C_B3_R1","C0119::Cluster_1082","17/04/2023","metabarcoding","bacteria",77
"AF_C_B3_R2","C0119::Cluster_1082","17/04/2023","metabarcoding","bacteria",75
"AF_C_B3_R3","C0119::Cluster_1082","17/04/2023","metabarcoding","bacteria",101
"AF_C_B3_R5","C0119::Cluster_1082","17/04/2023","metabarcoding","bacteria",93
"AF_C_B2_R4","C0119::Cluster_3538","17/04/2023","metabarcoding","bacteria",77
"AF_T_B3_R1","C0119::Cluster_4307","17/04/2023","metabarcoding","bacteria",70
"AF_C_B2_R1","C0119::Cluster_537","17/04/2023","metabarcoding","bacteria",120
"AF_C_B2_R3","C0119::Cluster_537","17/04/2023","metabarcoding","bacteria",104
"AF_C_B2_R4","C0119::Cluster_537","17/04/2023","metabarcoding","bacteria",73
"AF_C_B3_R1","C0119::Cluster_570","17/04/2023","metabarcoding","bacteria",120
"AF_C_B3_R2","C0119::Cluster_570","17/04/2023","metabarcoding","bacteria",85
"AF_C_B3_R3","C0119::Cluster_570","17/04/2023","metabarcoding","bacteria",99
"AF_C_B3_R4","C0119::Cluster_570","17/04/2023","metabarcoding","bacteria",85
"AF_C_B3_R5","C0119::Cluster_570","17/04/2023","metabarcoding","bacteria",62
"AF_T_B3_R1","C0119::Cluster_570","17/04/2023","metabarcoding","bacteria",91
"MC_C_B2_R1","C0119::Cluster_570","17/04/2023","metabarcoding","bacteria",80
"MC_C_B2_R2","C0119::Cluster_570","17/04/2023","metabarcoding","bacteria",74
"MC_C_B2_R3","C0119::Cluster_570","17/04/2023","metabarcoding","bacteria",111
"MC_C_B2_R4","C0119::Cluster_570","17/04/2023","metabarcoding","bacteria",101
"AF_C_B3_R1","C0119::Cluster_742","17/04/2023","metabarcoding","bacteria",94
"AF_C_B3_R3","C0119::Cluster_742","17/04/2023","metabarcoding","bacteria",67
"AF_C_B3_R1","C0119::Cluster_990","17/04/2023","metabarcoding","bacteria",72
"AF_C_B1_R2","Caenimonas::Cluster_409","17/04/2023","metabarcoding","bacteria",88
"AF_T_B2_R1","Caldilineaceae::Cluster_184","17/04/2023","metabarcoding","bacteria",90
"TP_T_B1_R1","Caldilineaceae::Cluster_184","17/04/2023","metabarcoding","bacteria",87
"TP_T_B1_R2","Caldilineaceae::Cluster_184","17/04/2023","metabarcoding","bacteria",75
"TP_T_B1_R4","Caldilineaceae::Cluster_184","17/04/2023","metabarcoding","bacteria",87
"TP_T_B1_R5","Caldilineaceae::Cluster_184","17/04/2023","metabarcoding","bacteria",69
"TP_T_B2_R1","Caldilineaceae::Cluster_184","17/04/2023","metabarcoding","bacteria",107
"TP_T_B2_R2","Caldilineaceae::Cluster_184","17/04/2023","metabarcoding","bacteria",117
"TP_T_B2_R4","Caldilineaceae::Cluster_184","17/04/2023","metabarcoding","bacteria",86
"TP_T_B3_R1","Caldilineaceae::Cluster_184","17/04/2023","metabarcoding","bacteria",67
"TP_T_B3_R2","Caldilineaceae::Cluster_184","17/04/2023","metabarcoding","bacteria",74
"TP_T_B3_R3","Caldilineaceae::Cluster_184","17/04/2023","metabarcoding","bacteria",77
"TP_T_B3_R4","Caldilineaceae::Cluster_184","17/04/2023","metabarcoding","bacteria",108
"TP_T_B3_R5","Caldilineaceae::Cluster_184","17/04/2023","metabarcoding","bacteria",81
"MC_C_B3_R3","Candidatus Entotheonella::Cluster_2454","17/04/2023","metabarcoding","bacteria",73
"MC_C_B3_R4","Candidatus Entotheonella::Cluster_2454","17/04/2023","metabarcoding","bacteria",59
"MC_C_B3_R5","Candidatus Entotheonella::Cluster_2454","17/04/2023","metabarcoding","bacteria",65
"AF_C_B3_R3","Candidatus Koribacter::Cluster_1283","17/04/2023","metabarcoding","bacteria",75
"AF_C_B3_R1","Candidatus Koribacter::Cluster_197","17/04/2023","metabarcoding","bacteria",82
"AF_C_B3_R2","Candidatus Koribacter::Cluster_197","17/04/2023","metabarcoding","bacteria",93
"AF_C_B3_R3","Candidatus Koribacter::Cluster_197","17/04/2023","metabarcoding","bacteria",120
"AF_C_B3_R4","Candidatus Koribacter::Cluster_197","17/04/2023","metabarcoding","bacteria",147
"AF_T_B3_R1","Candidatus Koribacter::Cluster_197","17/04/2023","metabarcoding","bacteria",70
"AF_T_B3_R2","Candidatus Koribacter::Cluster_197","17/04/2023","metabarcoding","bacteria",122
"AF_T_B3_R3","Candidatus Koribacter::Cluster_197","17/04/2023","metabarcoding","bacteria",232
"AF_T_B3_R4","Candidatus Koribacter::Cluster_197","17/04/2023","metabarcoding","bacteria",181
"AF_T_B3_R5","Candidatus Koribacter::Cluster_197","17/04/2023","metabarcoding","bacteria",99
"MC_C_B2_R1","Candidatus Koribacter::Cluster_197","17/04/2023","metabarcoding","bacteria",100
"MC_C_B2_R2","Candidatus Koribacter::Cluster_197","17/04/2023","metabarcoding","bacteria",63
"MC_C_B2_R3","Candidatus Koribacter::Cluster_197","17/04/2023","metabarcoding","bacteria",68
"TP_T_B3_R4","Candidatus Koribacter::Cluster_197","17/04/2023","metabarcoding","bacteria",77
"TP_T_B3_R5","Candidatus Koribacter::Cluster_197","17/04/2023","metabarcoding","bacteria",68
"AF_C_B3_R5","Candidatus Koribacter::Cluster_2232","17/04/2023","metabarcoding","bacteria",68
"AF_C_B3_R3","Candidatus Koribacter::Cluster_494","17/04/2023","metabarcoding","bacteria",85
"AF_C_B3_R5","Candidatus Koribacter::Cluster_494","17/04/2023","metabarcoding","bacteria",108
"AF_C_B3_R1","Candidatus Paracaedibacter::Cluster_649","17/04/2023","metabarcoding","bacteria",70
"AF_C_B3_R2","Candidatus Paracaedibacter::Cluster_649","17/04/2023","metabarcoding","bacteria",67
"AF_C_B3_R3","Candidatus Paracaedibacter::Cluster_649","17/04/2023","metabarcoding","bacteria",98
"AF_C_B3_R4","Candidatus Paracaedibacter::Cluster_649","17/04/2023","metabarcoding","bacteria",91
"AF_T_B2_R2","Candidatus Solibacter::Cluster_1150","17/04/2023","metabarcoding","bacteria",328
"AF_C_B3_R1","Candidatus Solibacter::Cluster_1278","17/04/2023","metabarcoding","bacteria",106
"AF_C_B3_R2","Candidatus Solibacter::Cluster_1278","17/04/2023","metabarcoding","bacteria",94
"AF_C_B3_R3","Candidatus Solibacter::Cluster_1278","17/04/2023","metabarcoding","bacteria",103
"AF_C_B3_R4","Candidatus Solibacter::Cluster_1278","17/04/2023","metabarcoding","bacteria",92
"AF_C_B3_R5","Candidatus Solibacter::Cluster_1278","17/04/2023","metabarcoding","bacteria",108
"AF_C_B3_R5","Candidatus Solibacter::Cluster_1369","17/04/2023","metabarcoding","bacteria",218
"AF_T_B3_R2","Candidatus Solibacter::Cluster_1425","17/04/2023","metabarcoding","bacteria",57
"AF_T_B3_R3","Candidatus Solibacter::Cluster_1425","17/04/2023","metabarcoding","bacteria",84
"AF_C_B3_R5","Candidatus Solibacter::Cluster_1460","17/04/2023","metabarcoding","bacteria",379
"AF_T_B3_R3","Candidatus Solibacter::Cluster_1502","17/04/2023","metabarcoding","bacteria",73
"AF_T_B3_R4","Candidatus Solibacter::Cluster_1502","17/04/2023","metabarcoding","bacteria",70
"TP_T_B3_R5","Candidatus Solibacter::Cluster_1502","17/04/2023","metabarcoding","bacteria",88
"AF_T_B1_R5","Candidatus Solibacter::Cluster_1815","17/04/2023","metabarcoding","bacteria",81
"AF_C_B3_R5","Candidatus Solibacter::Cluster_2016","17/04/2023","metabarcoding","bacteria",80
"AF_C_B3_R5","Candidatus Solibacter::Cluster_2590","17/04/2023","metabarcoding","bacteria",62
"AF_T_B2_R2","Candidatus Solibacter::Cluster_2590","17/04/2023","metabarcoding","bacteria",214
"AF_C_B3_R1","Candidatus Solibacter::Cluster_305","17/04/2023","metabarcoding","bacteria",113
"AF_C_B3_R2","Candidatus Solibacter::Cluster_305","17/04/2023","metabarcoding","bacteria",162
"AF_C_B3_R3","Candidatus Solibacter::Cluster_305","17/04/2023","metabarcoding","bacteria",144
"AF_C_B3_R4","Candidatus Solibacter::Cluster_305","17/04/2023","metabarcoding","bacteria",125
"AF_C_B3_R5","Candidatus Solibacter::Cluster_305","17/04/2023","metabarcoding","bacteria",352
"MC_C_B2_R1","Candidatus Solibacter::Cluster_305","17/04/2023","metabarcoding","bacteria",57
"MC_C_B2_R3","Candidatus Solibacter::Cluster_305","17/04/2023","metabarcoding","bacteria",68
"MC_C_B2_R4","Candidatus Solibacter::Cluster_305","17/04/2023","metabarcoding","bacteria",92
"AF_C_B3_R5","Candidatus Solibacter::Cluster_3073","17/04/2023","metabarcoding","bacteria",72
"TP_T_B3_R4","Candidatus Solibacter::Cluster_3111","17/04/2023","metabarcoding","bacteria",103
"AF_C_B2_R2","Candidatus Solibacter::Cluster_340","17/04/2023","metabarcoding","bacteria",92
"AF_C_B2_R3","Candidatus Solibacter::Cluster_340","17/04/2023","metabarcoding","bacteria",85
"AF_C_B2_R5","Candidatus Solibacter::Cluster_340","17/04/2023","metabarcoding","bacteria",121
"AF_C_B3_R1","Candidatus Solibacter::Cluster_340","17/04/2023","metabarcoding","bacteria",89
"AF_T_B1_R3","Candidatus Solibacter::Cluster_340","17/04/2023","metabarcoding","bacteria",129
"AF_T_B1_R4","Candidatus Solibacter::Cluster_340","17/04/2023","metabarcoding","bacteria",133
"AF_T_B1_R5","Candidatus Solibacter::Cluster_340","17/04/2023","metabarcoding","bacteria",61
"AF_T_B2_R2","Candidatus Solibacter::Cluster_340","17/04/2023","metabarcoding","bacteria",109
"AF_T_B2_R5","Candidatus Solibacter::Cluster_340","17/04/2023","metabarcoding","bacteria",150
"AF_T_B3_R1","Candidatus Solibacter::Cluster_340","17/04/2023","metabarcoding","bacteria",113
"AF_T_B3_R2","Candidatus Solibacter::Cluster_340","17/04/2023","metabarcoding","bacteria",127
"AF_T_B3_R3","Candidatus Solibacter::Cluster_340","17/04/2023","metabarcoding","bacteria",132
"AF_T_B3_R4","Candidatus Solibacter::Cluster_340","17/04/2023","metabarcoding","bacteria",137
"AF_T_B3_R5","Candidatus Solibacter::Cluster_340","17/04/2023","metabarcoding","bacteria",63
"MC_C_B2_R1","Candidatus Solibacter::Cluster_340","17/04/2023","metabarcoding","bacteria",68
"MC_C_B2_R2","Candidatus Solibacter::Cluster_340","17/04/2023","metabarcoding","bacteria",97
"TP_T_B3_R1","Candidatus Solibacter::Cluster_340","17/04/2023","metabarcoding","bacteria",90
"TP_T_B3_R2","Candidatus Solibacter::Cluster_340","17/04/2023","metabarcoding","bacteria",73
"TP_T_B3_R3","Candidatus Solibacter::Cluster_340","17/04/2023","metabarcoding","bacteria",115
"TP_T_B3_R4","Candidatus Solibacter::Cluster_340","17/04/2023","metabarcoding","bacteria",115
"TP_T_B3_R5","Candidatus Solibacter::Cluster_340","17/04/2023","metabarcoding","bacteria",77
"AF_C_B2_R3","Candidatus Solibacter::Cluster_435","17/04/2023","metabarcoding","bacteria",94
"AF_C_B2_R4","Candidatus Solibacter::Cluster_435","17/04/2023","metabarcoding","bacteria",101
"AF_C_B2_R5","Candidatus Solibacter::Cluster_435","17/04/2023","metabarcoding","bacteria",151
"AF_C_B3_R1","Candidatus Solibacter::Cluster_435","17/04/2023","metabarcoding","bacteria",86
"AF_C_B3_R2","Candidatus Solibacter::Cluster_435","17/04/2023","metabarcoding","bacteria",131
"AF_C_B3_R3","Candidatus Solibacter::Cluster_435","17/04/2023","metabarcoding","bacteria",77
"AF_T_B2_R5","Candidatus Solibacter::Cluster_435","17/04/2023","metabarcoding","bacteria",157
"AF_T_B3_R1","Candidatus Solibacter::Cluster_435","17/04/2023","metabarcoding","bacteria",138
"AF_T_B3_R2","Candidatus Solibacter::Cluster_435","17/04/2023","metabarcoding","bacteria",132
"AF_T_B3_R3","Candidatus Solibacter::Cluster_435","17/04/2023","metabarcoding","bacteria",157
"AF_T_B3_R4","Candidatus Solibacter::Cluster_435","17/04/2023","metabarcoding","bacteria",122
"AF_T_B3_R5","Candidatus Solibacter::Cluster_435","17/04/2023","metabarcoding","bacteria",96
"TP_T_B3_R1","Candidatus Solibacter::Cluster_435","17/04/2023","metabarcoding","bacteria",66
"TP_T_B3_R2","Candidatus Solibacter::Cluster_435","17/04/2023","metabarcoding","bacteria",77
"TP_T_B3_R3","Candidatus Solibacter::Cluster_435","17/04/2023","metabarcoding","bacteria",74
"TP_T_B3_R4","Candidatus Solibacter::Cluster_435","17/04/2023","metabarcoding","bacteria",76
"AF_C_B3_R2","Candidatus Solibacter::Cluster_627","17/04/2023","metabarcoding","bacteria",60
"AF_C_B3_R4","Candidatus Solibacter::Cluster_627","17/04/2023","metabarcoding","bacteria",114
"AF_C_B3_R5","Candidatus Solibacter::Cluster_627","17/04/2023","metabarcoding","bacteria",109
"AF_C_B3_R3","Candidatus Solibacter::Cluster_629","17/04/2023","metabarcoding","bacteria",73
"AF_C_B3_R4","Candidatus Solibacter::Cluster_629","17/04/2023","metabarcoding","bacteria",112
"AF_C_B3_R5","Candidatus Solibacter::Cluster_629","17/04/2023","metabarcoding","bacteria",98
"MC_C_B2_R1","Candidatus Solibacter::Cluster_629","17/04/2023","metabarcoding","bacteria",55
"MC_C_B2_R3","Candidatus Solibacter::Cluster_629","17/04/2023","metabarcoding","bacteria",73
"AF_C_B3_R2","Candidatus Solibacter::Cluster_631","17/04/2023","metabarcoding","bacteria",69
"AF_C_B3_R5","Candidatus Solibacter::Cluster_631","17/04/2023","metabarcoding","bacteria",110
"AF_T_B3_R5","Candidatus Solibacter::Cluster_631","17/04/2023","metabarcoding","bacteria",83
"TP_T_B3_R5","Candidatus Solibacter::Cluster_631","17/04/2023","metabarcoding","bacteria",70
"AF_T_B3_R1","Candidatus Solibacter::Cluster_655","17/04/2023","metabarcoding","bacteria",71
