"","query","kingdom","phylum","class","order","family","genus","species","community"
"2835","M03493:516:000000000-L4LRP:1:1114:26768:23695","Eukaryota","Cercozoa","unassigned","unassigned","unassigned","unassigned","unassigned","protists"
"2836","M03493:516:000000000-L4LRP:1:2101:24431:19353","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2837","M03493:516:000000000-L4LRP:1:1105:9259:9579","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2838","M03493:516:000000000-L4LRP:1:1106:7624:7968","Eukaryota","Cercozoa","Imbricatea","unassigned","Euglyphida","unassigned","unassigned","protists"
"2839","M03493:516:000000000-L4LRP:1:1109:21763:25728","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2840","M03493:516:000000000-L4LRP:1:1101:11623:7090","Eukaryota","Cercozoa","Granofilosea","unassigned","unassigned","Massisteria","Massisteria marina","protists"
"2841","M03493:516:000000000-L4LRP:1:1104:24678:8969","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2842","M03493:516:000000000-L4LRP:1:1106:12597:3514","Eukaryota","Cercozoa","unassigned","unassigned","unassigned","unassigned","unassigned","protists"
"2843","M03493:516:000000000-L4LRP:1:1104:9360:7189","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2844","M03493:516:000000000-L4LRP:1:1105:19994:17321","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2845","M03493:516:000000000-L4LRP:1:1106:23934:22850","Eukaryota","Cercozoa","Imbricatea","unassigned","Euglyphida","unassigned","unassigned","protists"
"2846","M03493:516:000000000-L4LRP:1:1101:26943:20999","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2847","M03493:516:000000000-L4LRP:1:1105:25845:6344","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2848","M03493:516:000000000-L4LRP:1:1104:6879:9859","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2849","M03493:516:000000000-L4LRP:1:1103:17122:10609","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2850","M03493:516:000000000-L4LRP:1:1110:25106:10888","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2851","M03493:516:000000000-L4LRP:1:1101:13016:21918","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2852","M03493:516:000000000-L4LRP:1:1102:16173:22741","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2853","M03493:516:000000000-L4LRP:1:2101:14307:22891","Eukaryota","Cercozoa","Imbricatea","unassigned","Thaumatomonadida","unassigned","unassigned","protists"
"2854","M03493:516:000000000-L4LRP:1:1108:14551:20228","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2855","M03493:516:000000000-L4LRP:1:1111:10678:24428","Eukaryota","Cercozoa","Cercomonadidae","unassigned","unassigned","unassigned","unassigned","protists"
"2856","M03493:516:000000000-L4LRP:1:1102:17140:1680","Eukaryota","Cercozoa","Imbricatea","unassigned","Euglyphida","Trinema","unassigned","protists"
"2857","M03493:516:000000000-L4LRP:1:1103:22380:12703","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2858","M03493:516:000000000-L4LRP:1:1104:10772:2975","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2859","M03493:516:000000000-L4LRP:1:1106:19694:26018","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2860","M03493:516:000000000-L4LRP:1:1107:9405:25153","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2861","M03493:516:000000000-L4LRP:1:1105:24416:16980","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2862","M03493:516:000000000-L4LRP:1:1102:11480:17756","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2863","M03493:516:000000000-L4LRP:1:2102:13580:10842","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2864","M03493:516:000000000-L4LRP:1:1104:17281:3184","Eukaryota","Cercozoa","Thecofilosea","Cryomonadida","Rhizaspididae","Rhogostoma","invertebrate environmental sample","protists"
"2865","M03493:516:000000000-L4LRP:1:1106:19833:5593","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2866","M03493:516:000000000-L4LRP:1:1114:13225:5029","Eukaryota","Cercozoa","unassigned","unassigned","unassigned","unassigned","unassigned","protists"
"2867","M03493:516:000000000-L4LRP:1:1105:26933:21649","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2868","M03493:516:000000000-L4LRP:1:1101:10788:7302","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2869","M03493:516:000000000-L4LRP:1:2110:22926:13835","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2870","M03493:516:000000000-L4LRP:1:1101:14897:5759","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2871","M03493:516:000000000-L4LRP:1:1101:15642:28011","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2872","M03493:516:000000000-L4LRP:1:1104:24585:13167","Eukaryota","Cercozoa","unassigned","unassigned","unassigned","unassigned","unassigned","protists"
"2873","M03493:516:000000000-L4LRP:1:1104:22274:4016","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2874","M03493:516:000000000-L4LRP:1:2104:27338:15776","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2875","M03493:516:000000000-L4LRP:1:1111:11870:15450","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2876","M03493:516:000000000-L4LRP:1:1101:24254:10678","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2877","M03493:516:000000000-L4LRP:1:1104:4459:21016","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2878","M03493:516:000000000-L4LRP:1:1108:10350:2634","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2879","M03493:516:000000000-L4LRP:1:1114:4627:14762","Eukaryota","Cercozoa","Vampyrellidae","unassigned","unassigned","unassigned","Platyreta germanica","protists"
"2880","M03493:516:000000000-L4LRP:1:1101:9512:9622","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2881","M03493:516:000000000-L4LRP:1:1112:9026:13164","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2882","M03493:516:000000000-L4LRP:1:1110:23101:7347","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2883","M03493:516:000000000-L4LRP:1:1105:12386:27827","Eukaryota","Cercozoa","Imbricatea","unassigned","Euglyphida","Trinema","unassigned","protists"
"2884","M03493:516:000000000-L4LRP:1:1106:23009:17573","Eukaryota","Cercozoa","Imbricatea","unassigned","Euglyphida","unassigned","unassigned","protists"
"2885","M03493:516:000000000-L4LRP:1:2113:5892:19337","Eukaryota","Cercozoa","Imbricatea","unassigned","Thaumatomonadida","unassigned","unassigned","protists"
"2886","M03493:516:000000000-L4LRP:1:1103:7804:15070","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2887","M03493:516:000000000-L4LRP:1:2110:19433:26943","Eukaryota","Cercozoa","Imbricatea","unassigned","Euglyphida","Trinema","Trinema lineare","protists"
"2888","M03493:516:000000000-L4LRP:1:1102:20631:21053","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2889","M03493:516:000000000-L4LRP:1:2109:20951:5229","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2890","M03493:516:000000000-L4LRP:1:1106:23161:12658","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2891","M03493:516:000000000-L4LRP:1:1103:9381:9516","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2892","M03493:516:000000000-L4LRP:1:1106:27653:13393","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2893","M03493:516:000000000-L4LRP:1:1105:20099:7882","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2894","M03493:516:000000000-L4LRP:1:1110:8823:14556","Eukaryota","Cercozoa","Glissomonadida","unassigned","unassigned","unassigned","unassigned","protists"
"2895","M03493:516:000000000-L4LRP:1:1103:15612:9115","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2896","M03493:516:000000000-L4LRP:1:1111:17410:26830","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2897","M03493:516:000000000-L4LRP:1:2103:23547:11207","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2898","M03493:516:000000000-L4LRP:1:2102:17996:10976","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2899","M03493:516:000000000-L4LRP:1:1107:25844:19629","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2900","M03493:516:000000000-L4LRP:1:1103:23810:20463","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2901","M03493:516:000000000-L4LRP:1:1104:20347:20401","Eukaryota","Cercozoa","Glissomonadida","unassigned","unassigned","unassigned","unassigned","protists"
"2902","M03493:516:000000000-L4LRP:1:1104:10723:27956","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2903","M03493:516:000000000-L4LRP:1:1103:18075:2154","Eukaryota","Nematozoa","Enoplea","Triplonchida","unassigned","unassigned","Prismatolaimus intermedius","protists"
"2904","M03493:516:000000000-L4LRP:1:1101:18041:16161","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2905","M03493:516:000000000-L4LRP:1:1110:27442:12508","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2906","M03493:516:000000000-L4LRP:1:1111:23112:19258","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2907","M03493:516:000000000-L4LRP:1:1106:5989:6212","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2908","M03493:516:000000000-L4LRP:1:1101:25522:6814","Eukaryota","Cercozoa","Glissomonadida","unassigned","unassigned","Heteromita","unassigned","protists"
"2909","M03493:516:000000000-L4LRP:1:1102:16237:28107","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2910","M03493:516:000000000-L4LRP:1:1103:3747:22160","Eukaryota","Cercozoa","Glissomonadida","unassigned","unassigned","Heteromita","unassigned","protists"
"2911","M03493:516:000000000-L4LRP:1:1104:9216:4214","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2912","M03493:516:000000000-L4LRP:1:1102:23732:24744","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2913","M03493:516:000000000-L4LRP:1:1102:21123:22022","Eukaryota","Cercozoa","Thecofilosea","Cryomonadida","Rhizaspididae","Rhogostoma","unassigned","protists"
"2914","M03493:516:000000000-L4LRP:1:1105:10981:3244","Eukaryota","Cercozoa","Imbricatea","unassigned","Euglyphida","Trinema","unassigned","protists"
"2915","M03493:516:000000000-L4LRP:1:1101:18635:7210","Eukaryota","Cercozoa","Imbricatea","Marimonadida","unassigned","unassigned","unassigned","protists"
"2916","M03493:516:000000000-L4LRP:1:1101:20706:8874","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2917","M03493:516:000000000-L4LRP:1:1110:9680:24348","Eukaryota","Cercozoa","Cercomonadidae","unassigned","unassigned","Cercomonas","unassigned","protists"
"2918","M03493:516:000000000-L4LRP:1:1103:2910:10033","Eukaryota","Cercozoa","Vampyrellidae","unassigned","unassigned","Vampyrella","unassigned","protists"
"2919","M03493:516:000000000-L4LRP:1:2108:15609:2153","Eukaryota","Cercozoa","Vampyrellidae","unassigned","unassigned","unassigned","unassigned","protists"
"2920","M03493:516:000000000-L4LRP:1:1101:20621:23835","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2921","M03493:516:000000000-L4LRP:1:1105:19356:4238","Eukaryota","Cercozoa","unassigned","unassigned","unassigned","Gymnophrys","Cercozoa sp.","protists"
"2922","M03493:516:000000000-L4LRP:1:1103:13344:18183","Eukaryota","Cercozoa","Imbricatea","unassigned","Euglyphida","unassigned","unassigned","protists"
"2923","M03493:516:000000000-L4LRP:1:1109:17784:25201","Eukaryota","Cercozoa","Thecofilosea","Cryomonadida","Rhizaspididae","Rhogostoma","unassigned","protists"
"2924","M03493:516:000000000-L4LRP:1:1105:12531:11452","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2925","M03493:516:000000000-L4LRP:1:1102:17043:15760","Eukaryota","Cercozoa","Cercomonadidae","unassigned","unassigned","unassigned","unassigned","protists"
"2926","M03493:516:000000000-L4LRP:1:1109:22633:5772","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2927","M03493:516:000000000-L4LRP:1:1103:16879:24724","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2928","M03493:516:000000000-L4LRP:1:1103:22557:22602","Eukaryota","Cercozoa","Glissomonadida","unassigned","unassigned","unassigned","unassigned","protists"
"2929","M03493:516:000000000-L4LRP:1:2108:20312:20296","Eukaryota","Cercozoa","unassigned","unassigned","unassigned","unassigned","unassigned","protists"
"2930","M03493:516:000000000-L4LRP:1:2113:18824:16818","Eukaryota","Cercozoa","Cercomonadidae","unassigned","unassigned","unassigned","unassigned","protists"
"2931","M03493:516:000000000-L4LRP:1:1110:12755:6173","Eukaryota","Cercozoa","Cercomonadidae","unassigned","unassigned","unassigned","unassigned","protists"
"2932","M03493:516:000000000-L4LRP:1:1101:10806:4294","Eukaryota","Cercozoa","Cercomonadidae","unassigned","unassigned","unassigned","Nucleocercomonas sp.","protists"
"2933","M03493:516:000000000-L4LRP:1:1107:21154:9770","Eukaryota","Cercozoa","Cercomonadidae","unassigned","unassigned","Paracercomonas","Paracercomonas elongata","protists"
"2934","M03493:516:000000000-L4LRP:1:1113:8531:20466","Eukaryota","Cercozoa","Cercomonadidae","unassigned","unassigned","Cercomonas","Cercomonas sp.","protists"
"2935","M03493:516:000000000-L4LRP:1:2107:25090:7075","Eukaryota","Cercozoa","Cercomonadidae","unassigned","unassigned","unassigned","unassigned","protists"
"2936","M03493:516:000000000-L4LRP:1:1101:18104:20388","Eukaryota","Cercozoa","Cercomonadidae","unassigned","unassigned","Cercomonas","Cercomonas directa","protists"
"2937","M03493:516:000000000-L4LRP:1:2109:16587:20177","Eukaryota","Cercozoa","Cercomonadidae","unassigned","unassigned","Paracercomonas","Paracercomonas oxoniensis","protists"
"2938","M03493:516:000000000-L4LRP:1:1103:23741:7477","Eukaryota","Cercozoa","Imbricatea","unassigned","Euglyphida","Trinema","Trinema lineare","protists"
"2939","M03493:516:000000000-L4LRP:1:1112:24136:6113","Eukaryota","Cercozoa","Vampyrellidae","unassigned","unassigned","unassigned","unassigned","protists"
"2940","M03493:516:000000000-L4LRP:1:1103:24892:15896","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2941","M03493:516:000000000-L4LRP:1:2101:10800:2900","Eukaryota","Cercozoa","unassigned","unassigned","unassigned","unassigned","unassigned","protists"
"2942","M03493:516:000000000-L4LRP:1:2101:25878:16433","Eukaryota","Cercozoa","Cercomonadidae","unassigned","unassigned","Paracercomonas","unassigned","protists"
"2943","M03493:516:000000000-L4LRP:1:1104:27286:21813","Eukaryota","Cercozoa","Imbricatea","unassigned","Euglyphida","unassigned","unassigned","protists"
"2944","M03493:516:000000000-L4LRP:1:2107:23711:25704","Eukaryota","Cercozoa","Cercomonadidae","unassigned","unassigned","Metabolomonas","Metabolomonas insania","protists"
"2945","M03493:516:000000000-L4LRP:1:1107:25088:7172","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2946","M03493:516:000000000-L4LRP:1:2112:15659:8810","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2947","M03493:516:000000000-L4LRP:1:1112:14340:11575","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2948","M03493:516:000000000-L4LRP:1:1103:16881:9186","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2949","M03493:516:000000000-L4LRP:1:2106:13112:14476","Eukaryota","Cercozoa","Vampyrellidae","unassigned","unassigned","unassigned","Thalassomyxa sp.","protists"
"2950","M03493:516:000000000-L4LRP:1:1113:14682:13361","Eukaryota","Cercozoa","Vampyrellidae","unassigned","unassigned","Vampyrella","unassigned","protists"
"2951","M03493:516:000000000-L4LRP:1:1110:24901:18137","Eukaryota","Cercozoa","Vampyrellidae","unassigned","unassigned","unassigned","Leptophryidae sp.","protists"
"2952","M03493:516:000000000-L4LRP:1:1101:25962:7701","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2953","M03493:516:000000000-L4LRP:1:1107:9450:3898","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2954","M03493:516:000000000-L4LRP:1:1102:5579:10005","Eukaryota","Cercozoa","Glissomonadida","unassigned","unassigned","unassigned","unassigned","protists"
"2955","M03493:516:000000000-L4LRP:1:1104:18606:26409","Eukaryota","Cercozoa","unassigned","unassigned","unassigned","Gymnophrys","unassigned","protists"
"2956","M03493:516:000000000-L4LRP:1:2114:7650:16347","Eukaryota","Cercozoa","Cercomonadidae","unassigned","unassigned","Metabolomonas","Metabolomonas insania","protists"
"2957","M03493:516:000000000-L4LRP:1:2107:10414:2465","Eukaryota","Cercozoa","Glissomonadida","unassigned","unassigned","unassigned","unassigned","protists"
"2958","M03493:516:000000000-L4LRP:1:1102:21987:11333","Eukaryota","Cercozoa","Glissomonadida","unassigned","unassigned","unassigned","unassigned","protists"
"2959","M03493:516:000000000-L4LRP:1:1110:9067:21825","Eukaryota","Cercozoa","Glissomonadida","unassigned","unassigned","Heteromita","unassigned","protists"
"2960","M03493:516:000000000-L4LRP:1:1104:20221:19363","Eukaryota","Cercozoa","Imbricatea","unassigned","Thaumatomonadida","unassigned","unassigned","protists"
"2961","M03493:516:000000000-L4LRP:1:2114:16186:25624","Eukaryota","Cercozoa","Cercomonadidae","unassigned","unassigned","Cercomonas","Cercomonas sp.","protists"
"2962","M03493:516:000000000-L4LRP:1:1106:15421:23038","Eukaryota","Cercozoa","Cercomonadidae","unassigned","unassigned","Cercomonas","unassigned","protists"
"2963","M03493:516:000000000-L4LRP:1:1108:14346:7586","Eukaryota","Cercozoa","Cercomonadidae","unassigned","unassigned","Cercomonas","unassigned","protists"
"2964","M03493:516:000000000-L4LRP:1:1103:19729:12169","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2965","M03493:516:000000000-L4LRP:1:1103:9241:4452","Eukaryota","Cercozoa","Cercomonadidae","unassigned","unassigned","Cercomonas","Cercomonas parincurva","protists"
"2966","M03493:516:000000000-L4LRP:1:1105:23001:11005","Eukaryota","Cercozoa","Cercomonadidae","unassigned","unassigned","Paracercomonas","Paracercomonas oxoniensis","protists"
"2967","M03493:516:000000000-L4LRP:1:1104:22590:10131","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2968","M03493:516:000000000-L4LRP:1:1107:16169:12730","Eukaryota","Cercozoa","Vampyrellidae","unassigned","unassigned","unassigned","Arachnula impatiens","protists"
"2969","M03493:516:000000000-L4LRP:1:1104:8179:18692","Eukaryota","Cercozoa","Vampyrellidae","unassigned","unassigned","unassigned","Arachnula impatiens","protists"
"2970","M03493:516:000000000-L4LRP:1:2106:13119:22728","Eukaryota","Cercozoa","unassigned","unassigned","unassigned","unassigned","unassigned","protists"
"2971","M03493:516:000000000-L4LRP:1:1110:20107:7471","Eukaryota","Cercozoa","unassigned","unassigned","unassigned","unassigned","unassigned","protists"
"2972","M03493:516:000000000-L4LRP:1:1107:3197:18030","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","protists"
"2973","M03493:516:000000000-L4LRP:1:1108:10171:25280","Eukaryota","Cercozoa","Glissomonadida","unassigned","unassigned","Heteromita","Cercozoa sp.","protists"
"2974","M03493:516:000000000-L4LRP:1:1101:21940:24688","Eukaryota","Cercozoa","Glissomonadida","unassigned","unassigned","Heteromita","Cercozoa sp.","protists"
"2975","M03493:516:000000000-L4LRP:1:1105:14807:11159","Eukaryota","Cercozoa","Imbricatea","Spongomonadida","unassigned","Spongomonas","unassigned","protists"
"2976","M03493:516:000000000-L4LRP:1:1101:13391:16836","Eukaryota","Cercozoa","Glissomonadida","unassigned","unassigned","unassigned","unassigned","protists"
"2977","M03493:516:000000000-L4LRP:1:1103:13593:28624","Eukaryota","Cercozoa","Imbricatea","unassigned","Thaumatomonadida","unassigned","unassigned","protists"
"2978","M03493:516:000000000-L4LRP:1:1114:17715:4732","Eukaryota","Cercozoa","unassigned","unassigned","unassigned","unassigned","unassigned","protists"
"2979","M03493:516:000000000-L4LRP:1:1102:10103:6184","Eukaryota","Cercozoa","Glissomonadida","unassigned","unassigned","Heteromita","unassigned","protists"
"2980","M03493:516:000000000-L4LRP:1:1113:23244:12540","Eukaryota","Cercozoa","Glissomonadida","unassigned","unassigned","Heteromita","unassigned","protists"
"2981","M03493:516:000000000-L4LRP:1:1110:12526:27157","Eukaryota","Cercozoa","Cercomonadidae","unassigned","unassigned","unassigned","unassigned","protists"
"2982","M03493:516:000000000-L4LRP:1:1108:16993:6947","Eukaryota","Cercozoa","Cercomonadidae","unassigned","unassigned","Cercomonas","unassigned","protists"
"2983","M03493:516:000000000-L4LRP:1:2110:16593:21537","Eukaryota","Cercozoa","Glissomonadida","unassigned","unassigned","unassigned","unassigned","protists"
"2984","M03493:516:000000000-L4LRP:1:1109:28813:11903","Eukaryota","Cercozoa","Cercomonadidae","unassigned","unassigned","Cercomonas","Cercomonas sp.","protists"
"2985","M03493:516:000000000-L4LRP:1:1104:15041:4161","Eukaryota","Cercozoa","Cercomonadidae","unassigned","unassigned","Cercomonas","Cercomonas sp.","protists"
"2986","M03493:516:000000000-L4LRP:1:1101:7324:10478","Eukaryota","Cercozoa","Thecofilosea","Cryomonadida","Rhizaspididae","Rhogostoma","Rhogostoma schuessleri","protists"
"2987","M03493:516:000000000-L4LRP:1:1105:10926:19308","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2988","M03493:516:000000000-L4LRP:1:2114:27402:16436","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2989","M03493:516:000000000-L4LRP:1:1114:1907:16910","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2990","M03493:516:000000000-L4LRP:1:1102:17156:4653","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2991","M03493:516:000000000-L4LRP:1:1101:12069:17855","Eukaryota","Cercozoa","unassigned","unassigned","unassigned","Kraken","unassigned","protists"
"2992","M03493:516:000000000-L4LRP:1:1106:8314:23504","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2993","M03493:516:000000000-L4LRP:1:1112:20383:18109","Eukaryota","Cercozoa","Thecofilosea","Cryomonadida","Rhizaspididae","Rhogostoma","unassigned","protists"
"2994","M03493:516:000000000-L4LRP:1:1104:21182:16357","Eukaryota","Cercozoa","Vampyrellidae","unassigned","unassigned","unassigned","Thalassomyxa sp.","protists"
"2995","M03493:516:000000000-L4LRP:1:1103:3913:20203","Eukaryota","Cercozoa","Vampyrellidae","unassigned","unassigned","unassigned","Vampyrellida sp.","protists"
"2996","M03493:516:000000000-L4LRP:1:2101:22835:19699","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2997","M03493:516:000000000-L4LRP:1:2101:13114:7245","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2998","M03493:516:000000000-L4LRP:1:2113:21936:26055","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"2999","M03493:516:000000000-L4LRP:1:1105:2065:18003","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"3000","M03493:516:000000000-L4LRP:1:2103:11629:21518","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"3001","M03493:516:000000000-L4LRP:1:2107:28092:15166","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"3002","M03493:516:000000000-L4LRP:1:1103:26176:19380","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"3003","M03493:516:000000000-L4LRP:1:1108:6744:23118","Eukaryota","Cercozoa","unassigned","unassigned","unassigned","Gymnophrys","unassigned","protists"
"3004","M03493:516:000000000-L4LRP:1:2108:22448:15587","Eukaryota","Cercozoa","Imbricatea","Spongomonadida","unassigned","Spongomonas","Spongomonas minima","protists"
"3005","M03493:516:000000000-L4LRP:1:1108:23803:12595","Eukaryota","Cercozoa","Imbricatea","Spongomonadida","unassigned","Spongomonas","Spongomonas minima","protists"
"3006","M03493:516:000000000-L4LRP:1:2112:11231:16206","Eukaryota","Cercozoa","unassigned","unassigned","unassigned","unassigned","unassigned","protists"
"3007","M03493:516:000000000-L4LRP:1:1103:19405:2625","Eukaryota","Cercozoa","Glissomonadida","unassigned","unassigned","unassigned","unassigned","protists"
"3008","M03493:516:000000000-L4LRP:1:1114:6540:7876","Eukaryota","Cercozoa","Glissomonadida","unassigned","unassigned","Heteromita","unassigned","protists"
"3009","M03493:516:000000000-L4LRP:1:2102:4734:22283","Eukaryota","Cercozoa","Imbricatea","unassigned","Euglyphida","unassigned","unassigned","protists"
"3010","M03493:516:000000000-L4LRP:1:1104:16235:27068","Eukaryota","Cercozoa","Glissomonadida","unassigned","unassigned","Heteromita","unassigned","protists"
"3011","M03493:516:000000000-L4LRP:1:1109:19528:21497","Eukaryota","Cercozoa","Glissomonadida","unassigned","unassigned","Heteromita","unassigned","protists"
