;usage;bloc;treatment;habitat;rep;Year;id_sample;abundance;Species;Family;Class;stade;mass;name;rankName;fullName;genusName;familyName;orderName;className;phylumName
456;AF;3;C;cult;1;2023;ANI-23-0270;1;NA;NA;Insecta;NA;NA;Hymenoptera;Ordre;Hymenoptera Linnaeus, 1758;NA;NA;Hymenoptera;Insecta;Arthropoda
457;AF;3;C;cult;2;2023;ANI-23-0272;5;NA;NA;Insecta;NA;NA;Hymenoptera;Ordre;Hymenoptera Linnaeus, 1758;NA;NA;Hymenoptera;Insecta;Arthropoda
458;AF;3;C;cult;2;2023;ANI-23-0272;1;NA;Formicidae;Insecta;adulte;NA;Messor;Genre;Messor Forel, 1890;Messor;Formicidae;Hymenoptera;Insecta;Arthropoda
459;AF;3;C;cult;2;2023;ANI-23-0272;1;NA;Staphylinidae;Insecta;adulte;NA;Atheta;Genre;Atheta C.G.Thomson, 1858;Atheta;Staphylinidae;Coleoptera;Insecta;Arthropoda
460;AF;3;C;cult;2;2023;ANI-23-0272;1;NA;NA;Arachnida;NA;NA;Linyphiidae;Famille;Linyphiidae Blackwall, 1859;NA;Linyphiidae;Araneae;Arachnida;Arthropoda
461;AF;3;C;cult;2;2023;ANI-23-0272;1;NA;NA;Insecta;adulte;NA;Corticariinae;Sous-Famille;Corticariinae Curtis, 1829;NA;Latridiidae;Coleoptera;Insecta;Arthropoda
462;AF;3;C;cult;3;2023;ANI-23-0274;1;NA;NA;Insecta;larve;NA;Coleoptera;Ordre;Coleoptera;NA;NA;Coleoptera;Insecta;Arthropoda
463;AF;3;C;cult;3;2023;ANI-23-0274;1;NA;Formicidae;Insecta;adulte;NA;Messor;Genre;Messor Forel, 1890;Messor;Formicidae;Hymenoptera;Insecta;Arthropoda
464;AF;3;C;cult;3;2023;ANI-23-0274;1;NA;Scarabeidae;Insecta;adulte;NA;Onthophagus;Genre;Onthophagus Latreille, 1802;Onthophagus;Scarabaeidae;Coleoptera;Insecta;Arthropoda
465;AF;3;C;cult;3;2023;ANI-23-0274;1;NA;Staphylinidae;Insecta;adulte;NA;Staphylinidae;Famille;Staphylinidae Latreille, 1802;NA;Staphylinidae;Coleoptera;Insecta;Arthropoda
466;AF;3;C;cult;3;2023;ANI-23-0274;1;NA;NA;Arachnida;NA;NA;Lycosidae;Famille;Lycosidae Sundevall, 1833;NA;Lycosidae;Araneae;Arachnida;Arthropoda
467;AF;3;C;cult;3;2023;ANI-23-0274;1;NA;NA;Arachnida;NA;NA;Linyphiidae;Famille;Linyphiidae Blackwall, 1859;NA;Linyphiidae;Araneae;Arachnida;Arthropoda
468;AF;3;C;cult;3;2023;ANI-23-0274;1;NA;Julidae;Diplopoda;NA;NA;Julidae;Famille;Julidae Leach, 1814;NA;Julidae;Julida;Diplopoda;Arthropoda
469;AF;3;C;cult;3;2023;ANI-23-0274;1;NA;NA;Arachnida;NA;NA;Araneae;Ordre;Araneae;NA;NA;Araneae;Arachnida;Arthropoda
470;AF;3;C;cult;4;2023;ANI-23-0276;1;NA;NA;Insecta;NA;NA;Hymenoptera;Ordre;Hymenoptera Linnaeus, 1758;NA;NA;Hymenoptera;Insecta;Arthropoda
471;AF;3;C;cult;4;2023;ANI-23-0276;1;NA;Formicidae;Insecta;adulte;NA;Messor;Genre;Messor Forel, 1890;Messor;Formicidae;Hymenoptera;Insecta;Arthropoda
472;AF;3;C;cult;4;2023;ANI-23-0276;1;NA;Scarabeidae;Insecta;adulte;NA;Onthophagus;Genre;Onthophagus Latreille, 1802;Onthophagus;Scarabaeidae;Coleoptera;Insecta;Arthropoda
473;AF;3;C;cult;4;2023;ANI-23-0276;1;sericeus;Carabidae;Insecta;adulte;0.10966;Poecilus sericeus;Espèce;Poecilus sericeus Fischer von Waldheim, 1824;Poecilus;Carabidae;Coleoptera;Insecta;Arthropoda
474;AF;3;C;cult;4;2023;ANI-23-0276;1;NA;Staphylinidae;Insecta;adulte;NA;Coprochara;Sous-Genre;Coprochara Mulsant & Rey, 1874;Aleochara;Staphylinidae;Coleoptera;Insecta;Arthropoda
475;AF;3;C;cult;4;2023;ANI-23-0276;4;NA;NA;Arachnida;NA;NA;Linyphiidae;Famille;Linyphiidae Blackwall, 1859;NA;Linyphiidae;Araneae;Arachnida;Arthropoda
476;AF;3;C;cult;4;2023;ANI-23-0276;2;NA;Staphylinidae;Insecta;adulte;NA;Aleocharinae;Sous-Famille;Aleocharinae Fleming, 1821;NA;Staphylinidae;Coleoptera;Insecta;Arthropoda
477;AF;3;C;cult;4;2023;ANI-23-0276;1;NA;NA;Arachnida;adulte;NA;Araneae;Ordre;Araneae;NA;NA;Araneae;Arachnida;Arthropoda
478;AF;3;C;cult;5;2023;ANI-23-0278;1;NA;NA;Insecta;NA;NA;Hymenoptera;Ordre;Hymenoptera Linnaeus, 1758;NA;NA;Hymenoptera;Insecta;Arthropoda
479;AF;3;C;cult;5;2023;ANI-23-0278;2;NA;Formicidae;Insecta;adulte;NA;Messor;Genre;Messor Forel, 1890;Messor;Formicidae;Hymenoptera;Insecta;Arthropoda
480;AF;3;C;cult;5;2023;ANI-23-0278;1;NA;Staphylinidae;Insecta;adulte;NA;Oxytelini;Tribu;Oxytelini Fleming, 1821;NA;Staphylinidae;Coleoptera;Insecta;Arthropoda
481;AF;3;C;cult;5;2023;ANI-23-0278;1;NA;Staphylinidae;Insecta;adulte;NA;Coprochara;Sous-Genre;Coprochara Mulsant & Rey, 1874;Aleochara;Staphylinidae;Coleoptera;Insecta;Arthropoda
482;AF;3;C;cult;5;2023;ANI-23-0278;1;NA;NA;Arachnida;NA;NA;Salticidae;Famille;Salticidae Blackwall, 1841;NA;Salticidae;Araneae;Arachnida;Arthropoda
483;AF;3;C;cult;5;2023;ANI-23-0278;4;NA;NA;Arachnida;NA;NA;Linyphiidae;Famille;Linyphiidae Blackwall, 1859;NA;Linyphiidae;Araneae;Arachnida;Arthropoda
484;C;1;C;Cult;1;2023;ANI-23-0364;2;NA;NA;Insecta;adulte;NA;Diptera;Ordre;Diptera;NA;NA;Diptera;Insecta;Arthropoda
485;C;1;C;Cult;1;2023;ANI-23-0364;1;NA;NA;Insecta;NA;NA;Hymenoptera;Ordre;Hymenoptera Linnaeus, 1758;NA;NA;Hymenoptera;Insecta;Arthropoda
486;C;1;C;Cult;1;2023;ANI-23-0364;1;pallidula;Formicidae;Insecta;adulte;NA;Pheidole pallidula;Espèce;Pheidole pallidula (Nylander, 1849);Pheidole;Formicidae;Hymenoptera;Insecta;Arthropoda
487;C;1;C;Cult;1;2023;ANI-23-0364;2;NA;Formicidae;Insecta;NA;NA;Solenopsis;NA;NA;NA;NA;NA;NA;NA
488;C;1;C;Cult;1;2023;ANI-23-0364;1;NA;thripidae;Insecta;NA;NA;thripidae;NA;NA;NA;NA;NA;NA;NA
489;C;1;C;Cult;1;2023;ANI-23-0364;1;NA;NA;Arachnida;NA;NA;Linyphiidae;Famille;Linyphiidae Blackwall, 1859;NA;Linyphiidae;Araneae;Arachnida;Arthropoda
490;C;1;C;Cult;1;2023;ANI-23-0364;3;NA;Thomisidae;Arachnida;NA;NA;Xysticus;Genre;Xysticus Koch, 1834-35;Xysticus;Thomisidae;Araneae;Arachnida;Arthropoda
491;C;1;C;Cult;1;2023;ANI-23-0364;1;NA;Staphylinidae;Insecta;adulte;NA;Aleocharinae;Sous-Famille;Aleocharinae Fleming, 1821;NA;Staphylinidae;Coleoptera;Insecta;Arthropoda
492;C;1;C;Cult;1;2023;ANI-23-0364;1;NA;NA;Arachnida;NA;NA;Araneae;Ordre;Araneae;NA;NA;Araneae;Arachnida;Arthropoda
493;C;1;C;Cult;2;2023;ANI-23-0365;1;NA;NA;Arachnida;NA;NA;Araneae;Ordre;Araneae;NA;NA;Araneae;Arachnida;Arthropoda
494;C;1;C;Cult;2;2023;ANI-23-0365;2;NA;Formicidae;Insecta;adulte;NA;Cataglyphis pallidula;Espèce;Cataglyphis pallidus Mayr, 1877;Cataglyphis;Formicidae;Hymenoptera;Insecta;Arthropoda
495;C;1;C;Cult;2;2023;ANI-23-0365;1;7punctata;Coccinellidae;Insecta;adulte;NA;Coccinella septempunctata;Espèce;Coccinella septempunctata Linnaeus, 1758;Coccinella;Coccinellidae;Coleoptera;Insecta;Arthropoda
496;C;1;C;Cult;2;2023;ANI-23-0365;5;NA;NA;Insecta;adulte;NA;Diptera;Ordre;Diptera;NA;NA;Diptera;Insecta;Arthropoda
497;C;1;C;Cult;2;2023;ANI-23-0365;1;distinguendus;Carabidae;Insecta;adulte;NA;Harpalus distinguendus;Espèce;Harpalus distinguendus (Duftschmid, 1812);Harpalus;Carabidae;Coleoptera;Insecta;Arthropoda
498;C;1;C;Cult;2;2023;ANI-23-0365;3;pallidula;Formicidae;Insecta;adulte;NA;Pheidole pallidula;Espèce;Pheidole pallidula (Nylander, 1849);Pheidole;Formicidae;Hymenoptera;Insecta;Arthropoda
499;C;1;C;Cult;2;2023;ANI-23-0365;1;NA;Formicidae;Insecta;NA;NA;Solenopsis;NA;NA;NA;NA;NA;NA;NA
500;C;1;C;Cult;2;2023;ANI-23-0365;1;NA;thripidae;Insecta;NA;NA;thripidae;NA;NA;NA;NA;NA;NA;NA
501;C;1;C;Cult;2;2023;ANI-23-0365;3;NA;Thomisidae;Arachnida;NA;NA;Xysticus;Genre;Xysticus Koch, 1834-35;Xysticus;Thomisidae;Araneae;Arachnida;Arthropoda
502;C;1;C;Cult;2;2023;ANI-23-0365;2;NA;Staphylinidae;Insecta;NA;NA;Oxypoda;Genre;Oxypoda Mannerheim, 1830;Oxypoda;Staphylinidae;Coleoptera;Insecta;Arthropoda
503;C;1;C;Cult;2;2023;ANI-23-0365;2;NA;Staphylinidae;Insecta;adulte;NA;Aleocharinae;Sous-Famille;Aleocharinae Fleming, 1821;NA;Staphylinidae;Coleoptera;Insecta;Arthropoda
504;C;1;C;Cult;3;2023;ANI-23-0366;3;NA;Formicidae;Insecta;adulte;NA;Messor;Genre;Messor Forel, 1890;Messor;Formicidae;Hymenoptera;Insecta;Arthropoda
505;C;1;C;Cult;3;2023;ANI-23-0366;2;pallidula;Formicidae;Insecta;adulte;NA;Pheidole pallidula;Espèce;Pheidole pallidula (Nylander, 1849);Pheidole;Formicidae;Hymenoptera;Insecta;Arthropoda
506;C;1;C;Cult;3;2023;ANI-23-0366;1;NA;NA;Insecta;NA;NA;Psocoptera;Ordre;Psocoptera;NA;NA;Psocodea;Insecta;Arthropoda
507;C;1;C;Cult;3;2023;ANI-23-0366;2;NA;Linyphiidae;Arachnida;NA;NA;Linyphiidae;Famille;Linyphiidae Blackwall, 1859;NA;Linyphiidae;Araneae;Arachnida;Arthropoda
508;C;1;C;Cult;3;2023;ANI-23-0366;1;NA;Thomisidae;Arachnida;NA;NA;Xysticus;Genre;Xysticus Koch, 1834-35;Xysticus;Thomisidae;Araneae;Arachnida;Arthropoda
509;C;1;C;Cult;3;2023;ANI-23-0366;1;NA;NA;Arachnida;NA;NA;Zodarion;Genre;Zodarion Walckenaer, 1826;Zodarion;Zodariidae;Araneae;Arachnida;Arthropoda
510;C;1;C;Cult;3;2023;ANI-23-0366;1;NA;NA;Arachnida;NA;NA;Araneae;Ordre;Araneae;NA;NA;Araneae;Arachnida;Arthropoda
511;C;1;C;Cult;3;2023;ANI-23-0366;1;NA;Thomisidae;Arachnida;NA;NA;Thomisidae;Famille;Thomisidae Sundevall, 1833;NA;Thomisidae;Araneae;Arachnida;Arthropoda
512;C;1;C;Cult;4;2023;ANI-23-0367;1;NA;NA;Insecta;larve;NA;Coleoptera;Ordre;Coleoptera;NA;NA;Coleoptera;Insecta;Arthropoda
513;C;1;C;Cult;4;2023;ANI-23-0367;3;NA;Dermestidae;Insecta;larve;NA;Dermestidae;Famille;Dermestidae Latreille, 1804;NA;Dermestidae;Coleoptera;Insecta;Arthropoda
514;C;1;C;Cult;4;2023;ANI-23-0367;5;NA;Formicidae;Insecta;adulte;NA;Messor;Genre;Messor Forel, 1890;Messor;Formicidae;Hymenoptera;Insecta;Arthropoda
515;C;1;C;Cult;4;2023;ANI-23-0367;1;pallidula;Formicidae;Insecta;adulte;NA;Pheidole pallidula;Espèce;Pheidole pallidula (Nylander, 1849);Pheidole;Formicidae;Hymenoptera;Insecta;Arthropoda
516;C;1;C;Cult;4;2023;ANI-23-0367;4;NA;Linyphiidae;Arachnida;NA;NA;Linyphiidae;Famille;Linyphiidae Blackwall, 1859;NA;Linyphiidae;Araneae;Arachnida;Arthropoda
517;C;1;C;Cult;4;2023;ANI-23-0367;5;NA;Thomisidae;Arachnida;NA;NA;Xysticus;Genre;Xysticus Koch, 1834-35;Xysticus;Thomisidae;Araneae;Arachnida;Arthropoda
518;C;1;C;Cult;4;2023;ANI-23-0367;1;NA;Zodariidae;Arachnida;NA;NA;Zodarion;Genre;Zodarion Walckenaer, 1826;Zodarion;Zodariidae;Araneae;Arachnida;Arthropoda
519;C;1;C;Cult;4;2023;ANI-23-0367;3;NA;Staphylinidae;Insecta;adulte;NA;Oxypoda;Genre;Oxypoda Mannerheim, 1830;Oxypoda;Staphylinidae;Coleoptera;Insecta;Arthropoda
520;C;1;C;Cult;4;2023;ANI-23-0367;1;NA;Staphylinidae;Insecta;adulte;NA;Oxytelini;Tribu;Oxytelini Fleming, 1821;NA;Staphylinidae;Coleoptera;Insecta;Arthropoda
521;C;1;C;Cult;5;2023;ANI-23-0368;1;NA;Formicidae;Insecta;adulte;NA;Cataglyphis pallidula;Espèce;Cataglyphis pallidus Mayr, 1877;Cataglyphis;Formicidae;Hymenoptera;Insecta;Arthropoda
522;C;1;C;Cult;5;2023;ANI-23-0368;1;7punctata;Coccinellidae;Insecta;adulte;NA;Coccinella septempunctata;Espèce;Coccinella septempunctata Linnaeus, 1758;Coccinella;Coccinellidae;Coleoptera;Insecta;Arthropoda
523;C;1;C;Cult;5;2023;ANI-23-0368;3;NA;NA;Insecta;adulte;NA;Diptera;Ordre;Diptera;NA;NA;Diptera;Insecta;Arthropoda
524;C;1;C;Cult;5;2023;ANI-23-0368;1;NA;NA;Insecta;larve;NA;Lepidoptera;Ordre;Lepidoptera;NA;NA;Lepidoptera;Insecta;Arthropoda
525;C;1;C;Cult;5;2023;ANI-23-0368;5;pallidula;Formicidae;Insecta;adulte;NA;Pheidole pallidula;Espèce;Pheidole pallidula (Nylander, 1849);Pheidole;Formicidae;Hymenoptera;Insecta;Arthropoda
526;C;1;C;Cult;5;2023;ANI-23-0368;1;NA;Anthicidae;Insecta;adulte;NA;Leptaleus rodriguesi;Espèce;Leptaleus rodriguesi (Latreille, 1804);Leptaleus;Anthicidae;Coleoptera;Insecta;Arthropoda
527;C;1;C;Cult;5;2023;ANI-23-0368;4;NA;NA;Arachnida;NA;NA;Linyphiidae;Famille;Linyphiidae Blackwall, 1859;NA;Linyphiidae;Araneae;Arachnida;Arthropoda
528;C;1;C;Cult;5;2023;ANI-23-0368;1;NA;Staphylinidae;Insecta;adulte;NA;Aleocharinae;Sous-Famille;Aleocharinae Fleming, 1821;NA;Staphylinidae;Coleoptera;Insecta;Arthropoda
529;C;1;C;Cult;5;2023;ANI-23-0368;1;NA;Nitidulidae;Insecta;adulte;NA;Carpophilus;Genre;Carpophilus Stephens, 1829;Carpophilus;Nitidulidae;Coleoptera;Insecta;Arthropoda
530;C;2;C;Cult;1;2023;ANI-23-0384;5;NA;Formicidae;Insecta;adulte;NA;Messor;Genre;Messor Forel, 1890;Messor;Formicidae;Hymenoptera;Insecta;Arthropoda
531;C;2;C;Cult;1;2023;ANI-23-0384;14;pallidula;Formicidae;Insecta;adulte;NA;Pheidole pallidula;Espèce;Pheidole pallidula (Nylander, 1849);Pheidole;Formicidae;Hymenoptera;Insecta;Arthropoda
532;C;2;C;Cult;1;2023;ANI-23-0384;1;NA;Linyphiidae;Arachnida;NA;NA;Linyphiidae;Famille;Linyphiidae Blackwall, 1859;NA;Linyphiidae;Araneae;Arachnida;Arthropoda
533;C;2;C;Cult;1;2023;ANI-23-0384;1;NA;Zodariidae;Arachnida;NA;NA;Zodarion;Genre;Zodarion Walckenaer, 1826;Zodarion;Zodariidae;Araneae;Arachnida;Arthropoda
534;C;2;C;Cult;2;2023;ANI-23-0385;1;NA;NA;Insecta;NA;NA;Aphidoidea;Super-Famille;Aphidoidea Latreille, 1802;NA;NA;Hemiptera;Insecta;Arthropoda
535;C;2;C;Cult;2;2023;ANI-23-0385;1;NA;Formicidae;Insecta;adulte;NA;Cataglyphis pallidula;Espèce;Cataglyphis pallidus Mayr, 1877;Cataglyphis;Formicidae;Hymenoptera;Insecta;Arthropoda
536;C;2;C;Cult;2;2023;ANI-23-0385;1;distinguendus;Carabidae;Insecta;adulte;0.02762;Harpalus distinguendus;Espèce;Harpalus distinguendus (Duftschmid, 1812);Harpalus;Carabidae;Coleoptera;Insecta;Arthropoda
537;C;2;C;Cult;2;2023;ANI-23-0385;1;distinguendus;Carabidae;Insecta;adulte;0.02887;Harpalus distinguendus;Espèce;Harpalus distinguendus (Duftschmid, 1812);Harpalus;Carabidae;Coleoptera;Insecta;Arthropoda
538;C;2;C;Cult;2;2023;ANI-23-0385;1;distinguendus;Carabidae;Insecta;adulte;0.02913;Harpalus distinguendus;Espèce;Harpalus distinguendus (Duftschmid, 1812);Harpalus;Carabidae;Coleoptera;Insecta;Arthropoda
539;C;2;C;Cult;2;2023;ANI-23-0385;1;NA;NA;Insecta;NA;NA;Hymenoptera;Ordre;Hymenoptera Linnaeus, 1758;NA;NA;Hymenoptera;Insecta;Arthropoda
540;C;2;C;Cult;2;2023;ANI-23-0385;43;pallidula;Formicidae;Insecta;adulte;NA;Pheidole pallidula;Espèce;Pheidole pallidula (Nylander, 1849);Pheidole;Formicidae;Hymenoptera;Insecta;Arthropoda
541;C;2;C;Cult;2;2023;ANI-23-0385;1;NA;Anthicidae;Insecta;adulte;NA;Leptaleus rodriguesi;Espèce;Leptaleus rodriguesi (Latreille, 1804);Leptaleus;Anthicidae;Coleoptera;Insecta;Arthropoda
542;C;2;C;Cult;2;2023;ANI-23-0385;4;NA;Linyphiidae;Arachnida;NA;NA;Linyphiidae;Famille;Linyphiidae Blackwall, 1859;NA;Linyphiidae;Araneae;Arachnida;Arthropoda
543;C;2;C;Cult;2;2023;ANI-23-0385;1;NA;Staphylinidae;Insecta;adulte;NA;Oxytelini;Tribu;Oxytelini Fleming, 1821;NA;Staphylinidae;Coleoptera;Insecta;Arthropoda
544;C;2;C;Cult;3;2023;ANI-23-0386;1;NA;Coccinellidae;Insecta;larve;NA;Coccinellidae;Famille;Coccinellidae Latreille, 1807;NA;Coccinellidae;Coleoptera;Insecta;Arthropoda
545;C;2;C;Cult;3;2023;ANI-23-0386;1;distinguendus;Carabidae;Insecta;adulte;0.03212;Harpalus distinguendus;Espèce;Harpalus distinguendus (Duftschmid, 1812);Harpalus;Carabidae;Coleoptera;Insecta;Arthropoda
546;C;2;C;Cult;3;2023;ANI-23-0386;2;NA;Formicidae;Insecta;adulte;NA;Messor;Genre;Messor Forel, 1890;Messor;Formicidae;Hymenoptera;Insecta;Arthropoda
547;C;2;C;Cult;3;2023;ANI-23-0386;12;pallidula;Formicidae;Insecta;adulte;NA;Pheidole pallidula;Espèce;Pheidole pallidula (Nylander, 1849);Pheidole;Formicidae;Hymenoptera;Insecta;Arthropoda
548;C;2;C;Cult;3;2023;ANI-23-0386;1;NA;NA;Arachnida;NA;NA;Linyphiidae;Famille;Linyphiidae Blackwall, 1859;NA;Linyphiidae;Araneae;Arachnida;Arthropoda
549;C;2;C;Cult;3;2023;ANI-23-0386;1;NA;Thomisidae;Arachnida;NA;NA;Xysticus;Genre;Xysticus Koch, 1834-35;Xysticus;Thomisidae;Araneae;Arachnida;Arthropoda
550;C;2;C;Cult;3;2023;ANI-23-0386;2;NA;Staphylinidae;Insecta;adulte;NA;Aleocharinae;Sous-Famille;Aleocharinae Fleming, 1821;NA;Staphylinidae;Coleoptera;Insecta;Arthropoda
551;C;2;C;Cult;3;2023;ANI-23-0386;1;NA;Nitidulidae;Insecta;adulte;NA;Carpophilus;Genre;Carpophilus Stephens, 1829;Carpophilus;Nitidulidae;Coleoptera;Insecta;Arthropoda
552;C;2;C;Cult;4;2023;ANI-23-0387;1;NA;NA;Insecta;NA;NA;Aphidoidea;Super-Famille;Aphidoidea Latreille, 1802;NA;NA;Hemiptera;Insecta;Arthropoda
553;C;2;C;Cult;4;2023;ANI-23-0387;2;NA;NA;Arachnida;NA;NA;Araneae;Ordre;Araneae;NA;NA;Araneae;Arachnida;Arthropoda
554;C;2;C;Cult;4;2023;ANI-23-0387;1;NA;Formicidae;Insecta;adulte;NA;Cataglyphis pallidula;Espèce;Cataglyphis pallidus Mayr, 1877;Cataglyphis;Formicidae;Hymenoptera;Insecta;Arthropoda
555;C;2;C;Cult;4;2023;ANI-23-0387;1;distinguendus;Carabidae;Insecta;adulte;0.034;Harpalus distinguendus;Espèce;Harpalus distinguendus (Duftschmid, 1812);Harpalus;Carabidae;Coleoptera;Insecta;Arthropoda
556;C;2;C;Cult;4;2023;ANI-23-0387;6;NA;Formicidae;Insecta;adulte;NA;Messor;Genre;Messor Forel, 1890;Messor;Formicidae;Hymenoptera;Insecta;Arthropoda
557;C;2;C;Cult;4;2023;ANI-23-0387;9;pallidula;Formicidae;Insecta;adulte;NA;Pheidole pallidula;Espèce;Pheidole pallidula (Nylander, 1849);Pheidole;Formicidae;Hymenoptera;Insecta;Arthropoda
558;C;2;C;Cult;4;2023;ANI-23-0387;1;NA;Anthicidae;Insecta;adulte;NA;Leptaleus rodriguesi;Espèce;Leptaleus rodriguesi (Latreille, 1804);Leptaleus;Anthicidae;Coleoptera;Insecta;Arthropoda
559;C;2;C;Cult;4;2023;ANI-23-0387;1;NA;Histeridae;Insecta;adulte;NA;Histeridae;Famille;Histeridae Gyllenhal, 1808;NA;Histeridae;Coleoptera;Insecta;Arthropoda
560;C;2;C;Cult;4;2023;ANI-23-0387;2;NA;Thomisidae;Arachnida;NA;NA;Xysticus;Genre;Xysticus Koch, 1834-35;Xysticus;Thomisidae;Araneae;Arachnida;Arthropoda
561;C;2;C;Cult;4;2023;ANI-23-0387;1;crepitans;Carabidae;Insecta;adulte;0.04731;Brachinus crepitans;Espèce;Brachinus crepitans (Linnaeus, 1758);Brachinus;Carabidae;Coleoptera;Insecta;Arthropoda
562;C;2;C;Cult;4;2023;ANI-23-0387;1;NA;Staphylinidae;Insecta;adulte;NA;Oxytelini;Tribu;Oxytelini Fleming, 1821;NA;Staphylinidae;Coleoptera;Insecta;Arthropoda
563;C;2;C;Cult;5;2023;ANI-23-0388;2;NA;NA;Insecta;NA;NA;Aphidoidea;Super-Famille;Aphidoidea Latreille, 1802;NA;NA;Hemiptera;Insecta;Arthropoda
564;C;2;C;Cult;5;2023;ANI-23-0388;1;NA;NA;Arachnida;NA;NA;Araneae;Ordre;Araneae;NA;NA;Araneae;Arachnida;Arthropoda
565;C;2;C;Cult;5;2023;ANI-23-0388;2;NA;Coccinellidae;Insecta;larve;NA;Coccinellidae;Famille;Coccinellidae Latreille, 1807;NA;Coccinellidae;Coleoptera;Insecta;Arthropoda
566;C;2;C;Cult;5;2023;ANI-23-0388;1;distinguendus;Carabidae;Insecta;adulte;0.03298;Harpalus distinguendus;Espèce;Harpalus distinguendus (Duftschmid, 1812);Harpalus;Carabidae;Coleoptera;Insecta;Arthropoda
567;C;2;C;Cult;5;2023;ANI-23-0388;1;NA;NA;Insecta;NA;NA;Hymenoptera;Ordre;Hymenoptera Linnaeus, 1758;NA;NA;Hymenoptera;Insecta;Arthropoda
568;C;2;C;Cult;5;2023;ANI-23-0388;14;NA;Formicidae;Insecta;adulte;NA;Messor;Genre;Messor Forel, 1890;Messor;Formicidae;Hymenoptera;Insecta;Arthropoda
569;C;2;C;Cult;5;2023;ANI-23-0388;3;pallidula;Formicidae;Insecta;adulte;NA;Pheidole pallidula;Espèce;Pheidole pallidula (Nylander, 1849);Pheidole;Formicidae;Hymenoptera;Insecta;Arthropoda
570;C;2;C;Cult;5;2023;ANI-23-0388;2;NA;Thomisidae;Arachnida;NA;NA;Xysticus;Genre;Xysticus Koch, 1834-35;Xysticus;Thomisidae;Araneae;Arachnida;Arthropoda
571;C;2;C;Cult;5;2023;ANI-23-0388;2;NA;Staphylinidae;Insecta;adulte;NA;Aleocharinae;Sous-Famille;Aleocharinae Fleming, 1821;NA;Staphylinidae;Coleoptera;Insecta;Arthropoda
572;C;3;C;Cult;1;2023;ANI-23-0404;6;NA;NA;Insecta;NA;NA;Aphidoidea;Super-Famille;Aphidoidea Latreille, 1802;NA;NA;Hemiptera;Insecta;Arthropoda
573;C;3;C;Cult;1;2023;ANI-23-0404;3;NA;Apidae;Insecta;adulte;NA;Apidae;Famille;Apidae Latreille, 1802;NA;Apidae;Hymenoptera;Insecta;Arthropoda
574;C;3;C;Cult;1;2023;ANI-23-0404;1;7punctata;Coccinellidae;Insecta;adulte;NA;Coccinella septempunctata;Espèce;Coccinella septempunctata Linnaeus, 1758;Coccinella;Coccinellidae;Coleoptera;Insecta;Arthropoda
575;C;3;C;Cult;1;2023;ANI-23-0404;1;NA;NA;Insecta;NA;NA;Hymenoptera;Ordre;Hymenoptera Linnaeus, 1758;NA;NA;Hymenoptera;Insecta;Arthropoda
576;C;3;C;Cult;1;2023;ANI-23-0404;18;pallidula;Formicidae;Insecta;adulte;NA;Pheidole pallidula;Espèce;Pheidole pallidula (Nylander, 1849);Pheidole;Formicidae;Hymenoptera;Insecta;Arthropoda
577;C;3;C;Cult;1;2023;ANI-23-0404;6;NA;NA;Arachnida;NA;NA;Linyphiidae;Famille;Linyphiidae Blackwall, 1859;NA;Linyphiidae;Araneae;Arachnida;Arthropoda
578;C;3;C;Cult;1;2023;ANI-23-0404;2;NA;Dermestidae;Insecta;adulte;NA;Dermestidae;Famille;Dermestidae Latreille, 1804;NA;Dermestidae;Coleoptera;Insecta;Arthropoda
579;C;3;C;Cult;1;2023;ANI-23-0404;1;NA;NA;Arachnida;NA;NA;Gnaphosidae;Famille;Gnaphosidae Pocock, 1898;NA;Gnaphosidae;Araneae;Arachnida;Arthropoda
580;C;3;C;Cult;2;2023;ANI-23-0405;2;NA;NA;Insecta;NA;NA;Aphidoidea;Super-Famille;Aphidoidea Latreille, 1802;NA;NA;Hemiptera;Insecta;Arthropoda
581;C;3;C;Cult;2;2023;ANI-23-0405;1;NA;Formicidae;Insecta;adulte;NA;Messor;Genre;Messor Forel, 1890;Messor;Formicidae;Hymenoptera;Insecta;Arthropoda
582;C;3;C;Cult;2;2023;ANI-23-0405;8;pallidula;Formicidae;Insecta;adulte;NA;Pheidole pallidula;Espèce;Pheidole pallidula (Nylander, 1849);Pheidole;Formicidae;Hymenoptera;Insecta;Arthropoda
583;C;3;C;Cult;2;2023;ANI-23-0405;1;NA;NA;Arachnida;NA;NA;Linyphiidae;Famille;Linyphiidae Blackwall, 1859;NA;Linyphiidae;Araneae;Arachnida;Arthropoda
584;C;3;C;Cult;2;2023;ANI-23-0405;1;NA;NA;Insecta;adulte;NA;Corylophidae;Famille;Corylophidae LeConte, 1852;NA;Corylophidae;Coleoptera;Insecta;Arthropoda
585;C;3;C;Cult;3;2023;ANI-23-0406;1;NA;NA;Insecta;NA;NA;Aphidoidea;Super-Famille;Aphidoidea Latreille, 1802;NA;NA;Hemiptera;Insecta;Arthropoda
586;C;3;C;Cult;3;2023;ANI-23-0406;1;fuscipes;Carabidae;Insecta;adulte;0.077;Calathus fuscipes;Espèce;Calathus fuscipes (Goeze, 1777);Calathus;Carabidae;Coleoptera;Insecta;Arthropoda
