"","name","year","usage","bloc","treatment","habitat","rep","id_sample","INat","abundance","stade","genusName","modalite","month","code","rankName","fullName","familyName","orderName","className","phylumName"
"571","Cephus pygmeus",2023,"C",2,"C","Cult",1,"ANI-23-0324","ANI-23-0304-hymeno1",1,"Ad","Cephus","C","04/23","2C1","Espèce","Cephus pygmeus (Linnaeus, 1767)","Cephidae","Hymenoptera","Insecta","Arthropoda"
"572","Cephus pygmeus",2023,"C",2,"C","Cult",3,"ANI-23-0326","ANI-23-0304-hymeno1",1,"Ad","Cephus","C","04/23","2C3","Espèce","Cephus pygmeus (Linnaeus, 1767)","Cephidae","Hymenoptera","Insecta","Arthropoda"
"573","Cephus pygmeus",2023,"C",2,"C","Cult",4,"ANI-23-0327","ANI-23-0304-hymeno1",1,"Ad","Cephus","C","04/23","2C4","Espèce","Cephus pygmeus (Linnaeus, 1767)","Cephidae","Hymenoptera","Insecta","Arthropoda"
"574","Cephus pygmeus",2023,"C",3,"C","Cult",4,"ANI-23-0347","ANI-23-0304-hymeno1",1,"Ad","Cephus","C","04/23","3C4","Espèce","Cephus pygmeus (Linnaeus, 1767)","Cephidae","Hymenoptera","Insecta","Arthropoda"
"575","Cephus pygmeus",2023,"AF",1,"C","LSA",1,"ANI-23-0289","ANI-23-0304-hymeno1",1,"Ad","Cephus","AF_LSA","04/23","1AF_LSA1","Espèce","Cephus pygmeus (Linnaeus, 1767)","Cephidae","Hymenoptera","Insecta","Arthropoda"
"576","Cephus pygmeus",2023,"AF",1,"C","cult",1,"ANI-23-0290","ANI-23-0304-hymeno1",1,"Ad","Cephus","AF_C","04/23","1AF_C1","Espèce","Cephus pygmeus (Linnaeus, 1767)","Cephidae","Hymenoptera","Insecta","Arthropoda"
"577","Cephus pygmeus",2023,"AF",3,"C","cult",2,"ANI-23-0332","ANI-23-0304-hymeno1",1,"Ad","Cephus","AF_C","04/23","3AF_C2","Espèce","Cephus pygmeus (Linnaeus, 1767)","Cephidae","Hymenoptera","Insecta","Arthropoda"
"578","Ceraphronidae",2023,"F",2,"C","Forest",3,"ANI-23-0201","ANI-23-0201-hym7",1,"Ad",NA,"F","03/23","2F3","Famille","Ceraphronidae Haliday, 1833","Ceraphronidae","Hymenoptera","Insecta","Arthropoda"
"579","Ceraphronidae",2023,"AF",2,"C","LSA",1,"ANI-23-0189","ANI-23-0189-hym1",1,"Ad",NA,"AF_LSA","03/23","2AF_LSA1","Famille","Ceraphronidae Haliday, 1833","Ceraphronidae","Hymenoptera","Insecta","Arthropoda"
"580","Ceraphronidae",2023,"AF",3,"C","cult",5,"ANI-23-0218","ANI-23-0218-hym1",1,"Ad",NA,"AF_C","03/23","3AF_C5","Famille","Ceraphronidae Haliday, 1833","Ceraphronidae","Hymenoptera","Insecta","Arthropoda"
"581","Ceraphronidae",2023,"C",1,"C","Cult",4,"ANI-23-0307","ANI-23-0307-hymeno4",1,"Ad",NA,"C","04/23","1C4","Famille","Ceraphronidae Haliday, 1833","Ceraphronidae","Hymenoptera","Insecta","Arthropoda"
"582","Ceraphronidae",2023,"C",3,"C","Cult",1,"ANI-23-0344","ANI-23-0344-hym9",1,"Ad",NA,"C","04/23","3C1","Famille","Ceraphronidae Haliday, 1833","Ceraphronidae","Hymenoptera","Insecta","Arthropoda"
"583","Ceraphronidae",2023,"C",3,"C","Cult",2,"ANI-23-0345","ANI-23-0345-hym4",1,"Ad",NA,"C","04/23","3C2","Famille","Ceraphronidae Haliday, 1833","Ceraphronidae","Hymenoptera","Insecta","Arthropoda"
"584","Ceraphronidae",2023,"F",1,"C","Forest",5,"ANI-23-0303","ANI-23-0303-hymeno9",1,"Ad",NA,"F","04/23","1F5","Famille","Ceraphronidae Haliday, 1833","Ceraphronidae","Hymenoptera","Insecta","Arthropoda"
"585","Ceraphronidae",2023,"AF",2,"C","cult",2,"ANI-23-0312","ANI-23-0312-hymeno8",1,"Ad",NA,"AF_C","04/23","2AF_C2","Famille","Ceraphronidae Haliday, 1833","Ceraphronidae","Hymenoptera","Insecta","Arthropoda"
"586","Ceraphronoidea",2023,"F",2,"C","Forest",4,"ANI-23-0202","ANI-23-0202-hym5",1,"Ad",NA,"F","03/23","2F4","Super-Famille","Ceraphronoidea Haliday, 1833",NA,"Hymenoptera","Insecta","Arthropoda"
"587","Ceraphronoidea",2023,"AF",3,"C","cult",2,"ANI-23-0212","ANI-23-0212-hym1",1,"Ad",NA,"AF_C","03/23","3AF_C2","Super-Famille","Ceraphronoidea Haliday, 1833",NA,"Hymenoptera","Insecta","Arthropoda"
"588","Ceraphronoidea",2023,"C",2,"C","Cult",2,"ANI-23-0325","ANI-23-0325-hymeno1",1,"Ad",NA,"C","04/23","2C2","Super-Famille","Ceraphronoidea Haliday, 1833",NA,"Hymenoptera","Insecta","Arthropoda"
"589","Ceraphronoidea",2023,"F",3,"C","Forest",1,"ANI-23-0339","ANI-23-0339-hym7",1,"Ad",NA,"F","04/23","3F1","Super-Famille","Ceraphronoidea Haliday, 1833",NA,"Hymenoptera","Insecta","Arthropoda"
"590","Ceraphronoidea",2023,"AF",1,"C","LSA",1,"ANI-23-0289","ANI-23-0289-hymeno2",1,"Ad",NA,"AF_LSA","04/23","1AF_LSA1","Super-Famille","Ceraphronoidea Haliday, 1833",NA,"Hymenoptera","Insecta","Arthropoda"
"591","Ceraphronoidea",2023,"AF",2,"C","LSA",5,"ANI-23-0317","ANI-23-0317-hymeno4",1,"Ad",NA,"AF_LSA","04/23","2AF_LSA5","Super-Famille","Ceraphronoidea Haliday, 1833",NA,"Hymenoptera","Insecta","Arthropoda"
"592","Ceraphronoidea",2023,"AF",2,"C","LSA",5,"ANI-23-0317","ANI-23-0317-hymeno6",1,"Ad",NA,"AF_LSA","04/23","2AF_LSA5","Super-Famille","Ceraphronoidea Haliday, 1833",NA,"Hymenoptera","Insecta","Arthropoda"
"593","Ceraphronoidea",2023,"AF",3,"C","LSA",3,"ANI-23-0333","ANI-23-0333-hym11",1,"Ad",NA,"AF_LSA","04/23","3AF_LSA3","Super-Famille","Ceraphronoidea Haliday, 1833",NA,"Hymenoptera","Insecta","Arthropoda"
"594","Ceraphronoidea",2023,"AF",3,"C","LSA",3,"ANI-23-0333","ANI-23-0333-hym7",1,"Ad",NA,"AF_LSA","04/23","3AF_LSA3","Super-Famille","Ceraphronoidea Haliday, 1833",NA,"Hymenoptera","Insecta","Arthropoda"
"595","Ceutorhynchinae",2023,"C",2,"C","Cult",4,"ANI-23-0207","ANI-23-0327-cur1",1,"Ad",NA,"C","03/23","2C4","Sous-Famille","Ceutorhynchinae Gistel, 1848","Curculionidae","Coleoptera","Insecta","Arthropoda"
"596","Ceutorhynchinae",2023,"C",3,"C","Cult",1,"ANI-23-0224","ANI-23-0224-cur1",1,"Ad",NA,"C","03/23","3C1","Sous-Famille","Ceutorhynchinae Gistel, 1848","Curculionidae","Coleoptera","Insecta","Arthropoda"
"597","Ceutorhynchinae",2023,"C",3,"C","Cult",5,"ANI-23-0228","ANI-23-0327-cur1",1,"Ad",NA,"C","03/23","3C5","Sous-Famille","Ceutorhynchinae Gistel, 1848","Curculionidae","Coleoptera","Insecta","Arthropoda"
"598","Ceutorhynchinae",2023,"AF",3,"C","LSA",2,"ANI-23-0211","ANI-23-0327-cur1",1,"Ad",NA,"AF_LSA","03/23","3AF_LSA2","Sous-Famille","Ceutorhynchinae Gistel, 1848","Curculionidae","Coleoptera","Insecta","Arthropoda"
"599","Ceutorhynchinae",2023,"C",2,"C","Cult",4,"ANI-23-0327","ANI-23-0327-cur1",1,"Ad",NA,"C","04/23","2C4","Sous-Famille","Ceutorhynchinae Gistel, 1848","Curculionidae","Coleoptera","Insecta","Arthropoda"
"600","Ceutorhynchini",2023,"C",2,"C","Cult",1,"ANI-23-0204","ANI-23-0204-cur1",1,"Ad",NA,"C","03/23","2C1","Tribu","Ceutorhynchini Gistel, 1848","Curculionidae","Coleoptera","Insecta","Arthropoda"
"601","Ceutorhynchus",2023,"C",2,"C","Cult",5,"ANI-23-0208","ANI-23-0198-cur1",3,"Ad","Ceutorhynchus","C","03/23","2C5","Genre","Ceutorhynchus E.F.Germar, 1823","Curculionidae","Coleoptera","Insecta","Arthropoda"
"602","Ceutorhynchus",2023,"AF",2,"C","cult",5,"ANI-23-0198","ANI-23-0198-cur1",1,"Ad","Ceutorhynchus","AF_C","03/23","2AF_C5","Genre","Ceutorhynchus E.F.Germar, 1823","Curculionidae","Coleoptera","Insecta","Arthropoda"
"603","Ceutorhynchus pallidactylus",2023,"C",2,"C","Cult",1,"ANI-23-0204","ANI-23-0311-cur2",1,"Ad","Ceutorhynchus","C","03/23","2C1","Espèce","Ceutorhynchus pallidactylus (Marsham, 1802)","Curculionidae","Coleoptera","Insecta","Arthropoda"
"604","Ceutorhynchus pallidactylus",2023,"C",2,"C","Cult",2,"ANI-23-0205","ANI-23-0311-cur2",1,"Ad","Ceutorhynchus","C","03/23","2C2","Espèce","Ceutorhynchus pallidactylus (Marsham, 1802)","Curculionidae","Coleoptera","Insecta","Arthropoda"
"605","Ceutorhynchus pallidactylus",2023,"C",2,"C","Cult",3,"ANI-23-0206","ANI-23-0311-cur2",2,"Ad","Ceutorhynchus","C","03/23","2C3","Espèce","Ceutorhynchus pallidactylus (Marsham, 1802)","Curculionidae","Coleoptera","Insecta","Arthropoda"
"606","Ceutorhynchus pallidactylus",2023,"C",2,"C","Cult",5,"ANI-23-0208","ANI-23-0311-cur2",4,"Ad","Ceutorhynchus","C","03/23","2C5","Espèce","Ceutorhynchus pallidactylus (Marsham, 1802)","Curculionidae","Coleoptera","Insecta","Arthropoda"
"607","Ceutorhynchus pallidactylus",2023,"F",3,"C","Forest",4,"ANI-23-0222","ANI-23-0311-cur2",1,"Ad","Ceutorhynchus","F","03/23","3F4","Espèce","Ceutorhynchus pallidactylus (Marsham, 1802)","Curculionidae","Coleoptera","Insecta","Arthropoda"
"608","Ceutorhynchus pallidactylus",2023,"C",1,"C","Cult",1,"ANI-23-0304","ANI-23-0311-cur2",1,"Ad","Ceutorhynchus","C","04/23","1C1","Espèce","Ceutorhynchus pallidactylus (Marsham, 1802)","Curculionidae","Coleoptera","Insecta","Arthropoda"
"609","Ceutorhynchus pallidactylus",2023,"C",2,"C","Cult",3,"ANI-23-0326","ANI-23-0311-cur2",1,"Ad","Ceutorhynchus","C","04/23","2C3","Espèce","Ceutorhynchus pallidactylus (Marsham, 1802)","Curculionidae","Coleoptera","Insecta","Arthropoda"
"610","Ceutorhynchus pallidactylus",2023,"AF",2,"C","LSA",2,"ANI-23-0311","ANI-23-0311-cur2",1,"Ad","Ceutorhynchus","AF_LSA","04/23","2AF_LSA2","Espèce","Ceutorhynchus pallidactylus (Marsham, 1802)","Curculionidae","Coleoptera","Insecta","Arthropoda"
"611","Ceutorhynchus pallidactylus",2023,"AF",3,"C","LSA",2,"ANI-23-0331","ANI-23-0311-cur2",1,"Ad","Ceutorhynchus","AF_LSA","04/23","3AF_LSA2","Espèce","Ceutorhynchus pallidactylus (Marsham, 1802)","Curculionidae","Coleoptera","Insecta","Arthropoda"
"612","Ceutorhynchus pallidactylus",2023,"AF",3,"C","LSA",3,"ANI-23-0333","ANI-23-0311-cur2",1,"Ad","Ceutorhynchus","AF_LSA","04/23","3AF_LSA3","Espèce","Ceutorhynchus pallidactylus (Marsham, 1802)","Curculionidae","Coleoptera","Insecta","Arthropoda"
"613","Chaetocnema",2023,"C",3,"C","Cult",1,"ANI-23-0224","ANI-23-0224-alt1",1,"Ad","Chaetocnema","C","03/23","3C1","Genre","Chaetocnema Stephens, 1831","Chrysomelidae","Coleoptera","Insecta","Arthropoda"
"614","Chaetocnema",2023,"C",3,"C","Cult",4,"ANI-23-0227","ANI-23-0224-alt1",1,"Ad","Chaetocnema","C","03/23","3C4","Genre","Chaetocnema Stephens, 1831","Chrysomelidae","Coleoptera","Insecta","Arthropoda"
"615","Chaetocnema",2023,"AF",2,"C","LSA",2,"ANI-23-0191","ANI-23-0191-alt1",1,"Ad","Chaetocnema","AF_LSA","03/23","2AF_LSA2","Genre","Chaetocnema Stephens, 1831","Chrysomelidae","Coleoptera","Insecta","Arthropoda"
"616","Chaetocnema",2023,"C",2,"C","Cult",3,"ANI-23-0326","ANI-23-0309-coleo4",1,"Ad","Chaetocnema","C","04/23","2C3","Genre","Chaetocnema Stephens, 1831","Chrysomelidae","Coleoptera","Insecta","Arthropoda"
"617","Chaetocnema",2023,"AF",1,"C","LSA",2,"ANI-23-0291","ANI-23-0291-coleo1",1,"Ad","Chaetocnema","AF_LSA","04/23","1AF_LSA2","Genre","Chaetocnema Stephens, 1831","Chrysomelidae","Coleoptera","Insecta","Arthropoda"
"618","Chaetocnema",2023,"AF",2,"C","LSA",1,"ANI-23-0309","ANI-23-0309-coleo4",1,"Ad","Chaetocnema","AF_LSA","04/23","2AF_LSA1","Genre","Chaetocnema Stephens, 1831","Chrysomelidae","Coleoptera","Insecta","Arthropoda"
"619","Chalcidoidea",2023,"C",1,"C","Cult",1,"ANI-23-0184","ANI-23-0184-hym2",1,"Ad",NA,"C","03/23","1C1","Super-Famille","Chalcidoidea Latreille, 1817",NA,"Hymenoptera","Insecta","Arthropoda"
"620","Chalcidoidea",2023,"C",2,"C","Cult",1,"ANI-23-0204","ANI-23-0204-hym1",1,"Ad",NA,"C","03/23","2C1","Super-Famille","Chalcidoidea Latreille, 1817",NA,"Hymenoptera","Insecta","Arthropoda"
"621","Chalcidoidea",2023,"C",2,"C","Cult",1,"ANI-23-0204","ANI-23-0204-hym2",1,"Ad",NA,"C","03/23","2C1","Super-Famille","Chalcidoidea Latreille, 1817",NA,"Hymenoptera","Insecta","Arthropoda"
"622","Chalcidoidea",2023,"C",2,"C","Cult",3,"ANI-23-0206","ANI-23-0174-hym1",1,"Ad",NA,"C","03/23","2C3","Super-Famille","Chalcidoidea Latreille, 1817",NA,"Hymenoptera","Insecta","Arthropoda"
"623","Chalcidoidea",2023,"C",2,"C","Cult",4,"ANI-23-0207","ANI-23-0207-hym2",1,"Ad",NA,"C","03/23","2C4","Super-Famille","Chalcidoidea Latreille, 1817",NA,"Hymenoptera","Insecta","Arthropoda"
"624","Chalcidoidea",2023,"C",2,"C","Cult",5,"ANI-23-0208","ANI-23-0208-hym2",1,"Ad",NA,"C","03/23","2C5","Super-Famille","Chalcidoidea Latreille, 1817",NA,"Hymenoptera","Insecta","Arthropoda"
"625","Chalcidoidea",2023,"C",3,"C","Cult",4,"ANI-23-0227","ANI-23-0227-hym3",1,"Ad",NA,"C","03/23","3C4","Super-Famille","Chalcidoidea Latreille, 1817",NA,"Hymenoptera","Insecta","Arthropoda"
"626","Chalcidoidea",2023,"F",1,"C","Forest",2,"ANI-23-0180","ANI-23-0180-hym3",1,"Ad",NA,"F","03/23","1F2","Super-Famille","Chalcidoidea Latreille, 1817",NA,"Hymenoptera","Insecta","Arthropoda"
"627","Chalcidoidea",2023,"F",1,"C","Forest",5,"ANI-23-0183","ANI-23-0183-hym1",1,"Ad",NA,"F","03/23","1F5","Super-Famille","Chalcidoidea Latreille, 1817",NA,"Hymenoptera","Insecta","Arthropoda"
"628","Chalcidoidea",2023,"F",1,"C","Forest",5,"ANI-23-0183","ANI-23-0183-hym2",1,"Ad",NA,"F","03/23","1F5","Super-Famille","Chalcidoidea Latreille, 1817",NA,"Hymenoptera","Insecta","Arthropoda"
"629","Chalcidoidea",2023,"F",2,"C","Forest",4,"ANI-23-0202","ANI-23-0202-hym2",1,"Ad",NA,"F","03/23","2F4","Super-Famille","Chalcidoidea Latreille, 1817",NA,"Hymenoptera","Insecta","Arthropoda"
"630","Chalcidoidea",2023,"F",2,"C","Forest",4,"ANI-23-0202","ANI-23-0202-hym3",1,"Ad",NA,"F","03/23","2F4","Super-Famille","Chalcidoidea Latreille, 1817",NA,"Hymenoptera","Insecta","Arthropoda"
"631","Chalcidoidea",2023,"F",2,"C","Forest",5,"ANI-23-0203","ANI-23-0203-hym3",1,"Ad",NA,"F","03/23","2F5","Super-Famille","Chalcidoidea Latreille, 1817",NA,"Hymenoptera","Insecta","Arthropoda"
"632","Chalcidoidea",2023,"F",3,"C","Forest",4,"ANI-23-0222",NA,1,"Ad",NA,"F","03/23","3F4","Super-Famille","Chalcidoidea Latreille, 1817",NA,"Hymenoptera","Insecta","Arthropoda"
"633","Chalcidoidea",2023,"AF",1,"C","LSA",1,"ANI-23-0169","ANI-23-0169-hym3",1,"Ad",NA,"AF_LSA","03/23","1AF_LSA1","Super-Famille","Chalcidoidea Latreille, 1817",NA,"Hymenoptera","Insecta","Arthropoda"
"634","Chalcidoidea",2023,"AF",1,"C","LSA",2,"ANI-23-0171","ANI-23-0171-hym1",1,"Ad",NA,"AF_LSA","03/23","1AF_LSA2","Super-Famille","Chalcidoidea Latreille, 1817",NA,"Hymenoptera","Insecta","Arthropoda"
"635","Chalcidoidea",2023,"AF",1,"C","LSA",3,"ANI-23-0173","ANI-23-0173-hym2",1,"Ad",NA,"AF_LSA","03/23","1AF_LSA3","Super-Famille","Chalcidoidea Latreille, 1817",NA,"Hymenoptera","Insecta","Arthropoda"
"636","Chalcidoidea",2023,"AF",1,"C","LSA",5,"ANI-23-0177","ANI-23-0177-hym4",1,"Ad",NA,"AF_LSA","03/23","1AF_LSA5","Super-Famille","Chalcidoidea Latreille, 1817",NA,"Hymenoptera","Insecta","Arthropoda"
"637","Chalcidoidea",2023,"AF",2,"C","LSA",1,"ANI-23-0189","ANI-23-0189-hym3",1,"Ad",NA,"AF_LSA","03/23","2AF_LSA1","Super-Famille","Chalcidoidea Latreille, 1817",NA,"Hymenoptera","Insecta","Arthropoda"
"638","Chalcidoidea",2023,"AF",2,"C","LSA",5,"ANI-23-0197","ANI-23-0197-hym3",1,"Ad",NA,"AF_LSA","03/23","2AF_LSA5","Super-Famille","Chalcidoidea Latreille, 1817",NA,"Hymenoptera","Insecta","Arthropoda"
"639","Chalcidoidea",2023,"AF",3,"C","LSA",2,"ANI-23-0211","ANI-23-0211-hym2",1,"Ad",NA,"AF_LSA","03/23","3AF_LSA2","Super-Famille","Chalcidoidea Latreille, 1817",NA,"Hymenoptera","Insecta","Arthropoda"
"640","Chalcidoidea",2023,"AF",3,"C","LSA",3,"ANI-23-0213","ANI-23-0213-hym3",1,"Ad",NA,"AF_LSA","03/23","3AF_LSA3","Super-Famille","Chalcidoidea Latreille, 1817",NA,"Hymenoptera","Insecta","Arthropoda"
"641","Chalcidoidea",2023,"AF",1,"C","cult",1,"ANI-23-0170","ANI-23-0170-hym1",1,"Ad",NA,"AF_C","03/23","1AF_C1","Super-Famille","Chalcidoidea Latreille, 1817",NA,"Hymenoptera","Insecta","Arthropoda"
"642","Chalcidoidea",2023,"AF",1,"C","cult",1,"ANI-23-0170","ANI-23-0170-hym2",1,"Ad",NA,"AF_C","03/23","1AF_C1","Super-Famille","Chalcidoidea Latreille, 1817",NA,"Hymenoptera","Insecta","Arthropoda"
"643","Chalcidoidea",2023,"AF",1,"C","cult",3,"ANI-23-0174","ANI-23-0174-hym1",1,"Ad",NA,"AF_C","03/23","1AF_C3","Super-Famille","Chalcidoidea Latreille, 1817",NA,"Hymenoptera","Insecta","Arthropoda"
"644","Chalcidoidea",2023,"AF",2,"C","cult",1,"ANI-23-0190","ANI-23-0190-hym2",1,"Ad",NA,"AF_C","03/23","2AF_C1","Super-Famille","Chalcidoidea Latreille, 1817",NA,"Hymenoptera","Insecta","Arthropoda"
"645","Chalcidoidea",2023,"AF",2,"C","cult",4,"ANI-23-0196","ANI-23-0196-hym2",1,"Ad",NA,"AF_C","03/23","2AF_C4","Super-Famille","Chalcidoidea Latreille, 1817",NA,"Hymenoptera","Insecta","Arthropoda"
"646","Chalcidoidea",2023,"AF",2,"C","cult",4,"ANI-23-0196","ANI-23-0196-hym3",1,"Ad",NA,"AF_C","03/23","2AF_C4","Super-Famille","Chalcidoidea Latreille, 1817",NA,"Hymenoptera","Insecta","Arthropoda"
"647","Chalcidoidea",2023,"AF",2,"C","cult",4,"ANI-23-0196","ANI-23-0196-hym4",1,"Ad",NA,"AF_C","03/23","2AF_C4","Super-Famille","Chalcidoidea Latreille, 1817",NA,"Hymenoptera","Insecta","Arthropoda"
"648","Chalcidoidea",2023,"C",2,"C","Cult",4,"ANI-23-0327","ANI-23-0327-hymeno3",1,"Ad",NA,"C","04/23","2C4","Super-Famille","Chalcidoidea Latreille, 1817",NA,"Hymenoptera","Insecta","Arthropoda"
"649","Chalcidoidea",2023,"C",3,"C","Cult",1,"ANI-23-0344","ANI-23-0344-hym3",1,"Ad",NA,"C","04/23","3C1","Super-Famille","Chalcidoidea Latreille, 1817",NA,"Hymenoptera","Insecta","Arthropoda"
"650","Chalcidoidea",2023,"C",3,"C","Cult",1,"ANI-23-0344","ANI-23-0344-hym5",1,"Ad",NA,"C","04/23","3C1","Super-Famille","Chalcidoidea Latreille, 1817",NA,"Hymenoptera","Insecta","Arthropoda"
"651","Chalcidoidea",2023,"C",3,"C","Cult",2,"ANI-23-0345","ANI-23-0345-hym6",1,"Ad",NA,"C","04/23","3C2","Super-Famille","Chalcidoidea Latreille, 1817",NA,"Hymenoptera","Insecta","Arthropoda"
"652","Chalcidoidea",2023,"C",3,"C","Cult",4,"ANI-23-0347","ANI-23-0347-hym9",1,"Ad",NA,"C","04/23","3C4","Super-Famille","Chalcidoidea Latreille, 1817",NA,"Hymenoptera","Insecta","Arthropoda"
"653","Chalcidoidea",2023,"C",3,"C","Cult",5,"ANI-23-0348","ANI-23-0348-hym7",1,"Ad",NA,"C","04/23","3C5","Super-Famille","Chalcidoidea Latreille, 1817",NA,"Hymenoptera","Insecta","Arthropoda"
"654","Chalcidoidea",2023,"F",1,"C","Forest",2,"ANI-23-0300","ANI-23-0300-hymeno4",1,"Ad",NA,"F","04/23","1F2","Super-Famille","Chalcidoidea Latreille, 1817",NA,"Hymenoptera","Insecta","Arthropoda"
"655","Chalcidoidea",2023,"F",1,"C","Forest",2,"ANI-23-0300","ANI-23-0300-hymeno5",1,"Ad",NA,"F","04/23","1F2","Super-Famille","Chalcidoidea Latreille, 1817",NA,"Hymenoptera","Insecta","Arthropoda"
"656","Chalcidoidea",2023,"F",1,"C","Forest",2,"ANI-23-0300","ANI-23-0300-hymeno6",1,"Ad",NA,"F","04/23","1F2","Super-Famille","Chalcidoidea Latreille, 1817",NA,"Hymenoptera","Insecta","Arthropoda"
"657","Chalcidoidea",2023,"F",1,"C","Forest",4,"ANI-23-0302","ANI-23-0302-hymeno11",1,"Ad",NA,"F","04/23","1F4","Super-Famille","Chalcidoidea Latreille, 1817",NA,"Hymenoptera","Insecta","Arthropoda"
"658","Chalcidoidea",2023,"F",1,"C","Forest",5,"ANI-23-0303","ANI-23-0303-hymeno10",1,"Ad",NA,"F","04/23","1F5","Super-Famille","Chalcidoidea Latreille, 1817",NA,"Hymenoptera","Insecta","Arthropoda"
"659","Chalcidoidea",2023,"F",2,"C","Forest",1,"ANI-23-0319","ANI-23-0319-hymeno8",2,"Ad",NA,"F","04/23","2F1","Super-Famille","Chalcidoidea Latreille, 1817",NA,"Hymenoptera","Insecta","Arthropoda"
"660","Chalcidoidea",2023,"F",2,"C","Forest",3,"ANI-23-0321","ANI-23-0321-hym14",1,"Ad",NA,"F","04/23","2F3","Super-Famille","Chalcidoidea Latreille, 1817",NA,"Hymenoptera","Insecta","Arthropoda"
"661","Chalcidoidea",2023,"AF",3,"C","LSA",2,"ANI-23-0331","ANI-23-0331-hym4",1,"Ad",NA,"AF_LSA","04/23","3AF_LSA2","Super-Famille","Chalcidoidea Latreille, 1817",NA,"Hymenoptera","Insecta","Arthropoda"
"662","Chalcidoidea",2023,"AF",1,"C","LSA",1,"ANI-23-0289","ANI-23-0289-hymeno6",1,"Ad",NA,"AF_LSA","04/23","1AF_LSA1","Super-Famille","Chalcidoidea Latreille, 1817",NA,"Hymenoptera","Insecta","Arthropoda"
"663","Chalcidoidea",2023,"AF",1,"C","LSA",1,"ANI-23-0289","ANI-23-0289-hymeno7",1,"Ad",NA,"AF_LSA","04/23","1AF_LSA1","Super-Famille","Chalcidoidea Latreille, 1817",NA,"Hymenoptera","Insecta","Arthropoda"
"664","Chalcidoidea",2023,"AF",1,"C","LSA",4,"ANI-23-0295","ANI-23-0295-hymeno3",1,"Ad",NA,"AF_LSA","04/23","1AF_LSA4","Super-Famille","Chalcidoidea Latreille, 1817",NA,"Hymenoptera","Insecta","Arthropoda"
"665","Chalcidoidea",2023,"AF",1,"C","LSA",4,"ANI-23-0295","ANI-23-0295-hymeno7",1,"Ad",NA,"AF_LSA","04/23","1AF_LSA4","Super-Famille","Chalcidoidea Latreille, 1817",NA,"Hymenoptera","Insecta","Arthropoda"
"666","Chalcidoidea",2023,"AF",2,"C","LSA",1,"ANI-23-0309","ANI-23-0309-hymeno10",1,"Ad",NA,"AF_LSA","04/23","2AF_LSA1","Super-Famille","Chalcidoidea Latreille, 1817",NA,"Hymenoptera","Insecta","Arthropoda"
"667","Chalcidoidea",2023,"AF",2,"C","LSA",1,"ANI-23-0309","ANI-23-0309-hymeno12",2,"Ad",NA,"AF_LSA","04/23","2AF_LSA1","Super-Famille","Chalcidoidea Latreille, 1817",NA,"Hymenoptera","Insecta","Arthropoda"
"668","Chalcidoidea",2023,"AF",1,"C","cult",2,"ANI-23-0292","ANI-23-0292-hymeno5",2,"Ad",NA,"AF_C","04/23","1AF_C2","Super-Famille","Chalcidoidea Latreille, 1817",NA,"Hymenoptera","Insecta","Arthropoda"
"669","Chalcidoidea",2023,"AF",2,"C","LSA",1,"ANI-23-0309","ANI-23-0309-hymeno9",1,"Ad",NA,"AF_LSA","04/23","2AF_LSA1","Super-Famille","Chalcidoidea Latreille, 1817",NA,"Hymenoptera","Insecta","Arthropoda"
"670","Chalcidoidea",2023,"AF",3,"C","LSA",1,"ANI-23-0329","ANI-23-0329-hym3",1,"Ad",NA,"AF_LSA","04/23","3AF_LSA1","Super-Famille","Chalcidoidea Latreille, 1817",NA,"Hymenoptera","Insecta","Arthropoda"
"671","Chalcidoidea",2023,"AF",3,"C","LSA",2,"ANI-23-0331","ANI-23-0331-hym5",1,"Ad",NA,"AF_LSA","04/23","3AF_LSA2","Super-Famille","Chalcidoidea Latreille, 1817",NA,"Hymenoptera","Insecta","Arthropoda"
"672","Chalcidoidea",2023,"AF",3,"C","LSA",4,"ANI-23-0335","ANI-23-0335-hym1",1,"Ad",NA,"AF_LSA","04/23","3AF_LSA4","Super-Famille","Chalcidoidea Latreille, 1817",NA,"Hymenoptera","Insecta","Arthropoda"
"673","Chalcidoidea",2023,"AF",3,"C","LSA",5,"ANI-23-0337","ANI-23-0337-hym5",1,"Ad",NA,"AF_LSA","04/23","3AF_LSA5","Super-Famille","Chalcidoidea Latreille, 1817",NA,"Hymenoptera","Insecta","Arthropoda"
"674","Chalcidoidea",2023,"AF",3,"C","cult",5,"ANI-23-0338","ANI-23-0338-hym2",1,"Ad",NA,"AF_C","04/23","3AF_C5","Super-Famille","Chalcidoidea Latreille, 1817",NA,"Hymenoptera","Insecta","Arthropoda"
"675","Chalcidoidea",2023,"AF",1,"C","cult",2,"ANI-23-0292","ANI-23-0292-hymeno3",2,"Ad",NA,"AF_C","04/23","1AF_C2","Super-Famille","Chalcidoidea Latreille, 1817",NA,"Hymenoptera","Insecta","Arthropoda"
"676","Chalcidoidea",2023,"AF",1,"C","cult",4,"ANI-23-0296","ANI-23-0296-hymeno3",1,"Ad",NA,"AF_C","04/23","1AF_C4","Super-Famille","Chalcidoidea Latreille, 1817",NA,"Hymenoptera","Insecta","Arthropoda"
