"","db","query","kingdom","phylum","class","order","family","genus","species"
"269","ncbi","Chorthippus brunneus","Metazoa","Arthropoda","Insecta","Orthoptera","Acrididae","Chorthippus","Chorthippus brunneus"
"270","itis","Xantholinus","Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","Xantholinus",NA
"271","ncbi","Xantholinus","Metazoa","Arthropoda","Insecta","Coleoptera","Staphylinidae","Xantholinus",NA
"272","itis","Omocestus rufipes",NA,NA,NA,NA,NA,NA,NA
"273","ncbi","Omocestus rufipes","Metazoa","Arthropoda","Insecta","Orthoptera","Acrididae","Omocestus","Omocestus rufipes"
"274","itis","Philodromidae","Animalia","Arthropoda","Euchelicerata","Araneae","Philodromidae",NA,NA
"275","ncbi","Philodromidae","Metazoa","Arthropoda","Arachnida","Araneae","Philodromidae",NA,NA
"276","itis","Phalangium","Animalia","Arthropoda","Euchelicerata","Opiliones","Phalangiidae","Phalangium",NA
"277","ncbi","Phalangium","Metazoa","Arthropoda","Arachnida","Opiliones","Phalangiidae","Phalangium",NA
"278","itis","Pseudoophonus rufipes",NA,NA,NA,NA,NA,NA,NA
"279","ncbi","Pseudoophonus rufipes","Metazoa","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalus","Harpalus rufipes"
"280","itis","Agalliina",NA,NA,NA,NA,NA,NA,NA
"281","ncbi","Agalliina",NA,NA,NA,NA,NA,NA,NA
"282","itis","Paralimnina",NA,NA,NA,NA,NA,NA,NA
"283","ncbi","Paralimnina",NA,NA,NA,NA,NA,NA,NA
"284","itis","Tachyporinae","Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae",NA,NA
"285","ncbi","Tachyporinae","Metazoa","Arthropoda","Insecta","Coleoptera","Staphylinidae",NA,NA
"286","itis","Harpalus atratus",NA,NA,NA,NA,NA,NA,NA
"287","ncbi","Harpalus atratus","Metazoa","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalus","Harpalus atratus"
"288","itis","Armadillidium arcangelii","Animalia","Arthropoda","Malacostraca","Isopoda","Armadillidiidae","Armadillidium","Armadillidium arcangelii"
"289","ncbi","Armadillidium arcangelii","Metazoa","Arthropoda","Malacostraca","Isopoda","Armadillidiidae","Armadillidium","Armadillidium arcangelii"
"290","itis","Drasterius","Animalia","Arthropoda","Insecta","Coleoptera","Elateridae","Drasterius",NA
"291","ncbi","Drasterius","Metazoa","Arthropoda","Insecta","Coleoptera","Elateridae","Drasterius",NA
"292","itis","Omophlus",NA,NA,NA,NA,NA,NA,NA
"293","ncbi","Omophlus","Metazoa","Arthropoda","Insecta","Coleoptera","Tenebrionidae","Omophlus",NA
"294","itis","Trechus quadristriatus","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Trechus","Trechus quadristriatus"
"295","ncbi","Trechus quadristriatus","Metazoa","Arthropoda","Insecta","Coleoptera","Carabidae","Trechus","Trechus quadristriatus"
"296","itis","Parmulini","Animalia","Arthropoda","Insecta","Coleoptera","Corylophidae",NA,NA
"297","ncbi","Parmulini",NA,NA,NA,NA,NA,NA,NA
"298","itis","Amara montivaga",NA,NA,NA,NA,NA,NA,NA
"299","ncbi","Amara montivaga","Metazoa","Arthropoda","Insecta","Coleoptera","Carabidae","Amara","Amara montivaga"
"300","itis","Dermestes","Animalia","Arthropoda","Insecta","Coleoptera","Dermestidae","Dermestes",NA
"301","ncbi","Dermestes","Metazoa","Arthropoda","Insecta","Coleoptera","Dermestidae","Dermestes",NA
"302","itis","Cryptocephalinae","Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae",NA,NA
"303","ncbi","Cryptocephalinae","Metazoa","Arthropoda","Insecta","Coleoptera","Chrysomelidae",NA,NA
"304","itis","Athetini","Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae",NA,NA
"305","ncbi","Athetini","Metazoa","Arthropoda","Insecta","Coleoptera","Staphylinidae",NA,NA
"306","itis","Aleochara","Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","Aleochara",NA
"307","ncbi","Aleochara","Metazoa","Arthropoda","Insecta","Coleoptera","Staphylinidae","Aleochara",NA
"308","itis","Nitidulini",NA,NA,NA,NA,NA,NA,NA
"309","ncbi","Nitidulini",NA,NA,NA,NA,NA,NA,NA
"310","itis","Pezotettix giornae",NA,NA,NA,NA,NA,NA,NA
"311","ncbi","Pezotettix giornae","Metazoa","Arthropoda","Insecta","Orthoptera","Acrididae","Pezotettix","Pezotettix giornae"
"312","itis","Diplopoda","Animalia","Arthropoda","Diplopoda",NA,NA,NA,NA
"313","ncbi","Diplopoda","Metazoa","Arthropoda","Diplopoda",NA,NA,NA,NA
"314","itis","Messor structor","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Messor","Messor structor"
"315","ncbi","Messor structor","Metazoa","Arthropoda","Insecta","Hymenoptera","Formicidae","Messor","Messor structor"
"316","itis","Pseudoscorpiones","Animalia","Arthropoda","Euchelicerata","Pseudoscorpiones",NA,NA,NA
"317","ncbi","Pseudoscorpiones","Metazoa","Arthropoda","Arachnida","Pseudoscorpiones",NA,NA,NA
"318","itis","Entelegynae",NA,NA,NA,NA,NA,NA,NA
"319","ncbi","Entelegynae","Metazoa","Arthropoda","Arachnida","Araneae",NA,NA,NA
"320","itis","Camponotus","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus",NA
"321","ncbi","Camponotus","Metazoa","Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus",NA
"322","itis","Pachytychius","Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Pachytychius",NA
"323","ncbi","Pachytychius","Metazoa","Arthropoda","Insecta","Coleoptera","Curculionidae","Pachytychius",NA
"324","itis","Macrosiphini",NA,NA,NA,NA,NA,NA,NA
"325","ncbi","Macrosiphini","Metazoa","Arthropoda","Insecta","Hemiptera","Aphididae",NA,NA
"326","itis","Malvaevora",NA,NA,NA,NA,NA,NA,NA
"327","ncbi","Malvaevora","Metazoa","Arthropoda","Insecta","Coleoptera","Curculionidae","Malvaevora",NA
"328","itis","Himacerus","Animalia","Arthropoda","Insecta","Hemiptera","Nabidae","Himacerus",NA
"329","ncbi","Himacerus",NA,NA,NA,NA,NA,NA,NA
"330","itis","Loboptera canariensis",NA,NA,NA,NA,NA,NA,NA
"331","ncbi","Loboptera canariensis","Metazoa","Arthropoda","Insecta","Blattodea","Blattellidae","Loboptera","Loboptera canariensis"
"332","itis","Stelidota geminata","Animalia","Arthropoda","Insecta","Coleoptera","Nitidulidae","Stelidota","Stelidota geminata"
"333","ncbi","Stelidota geminata","Metazoa","Arthropoda","Insecta","Coleoptera","Nitidulidae","Stelidota","Stelidota geminata"
"334","itis","Ophonus cribricollis",NA,NA,NA,NA,NA,NA,NA
"335","ncbi","Ophonus cribricollis","Metazoa","Arthropoda","Insecta","Coleoptera","Carabidae","Ophonus","Ophonus cribricollis"
"336","itis","Plinthisus","Animalia","Arthropoda","Insecta","Hemiptera","Rhyparochromidae","Plinthisus",NA
"337","ncbi","Plinthisus","Metazoa","Arthropoda","Insecta","Hemiptera","Rhyparochromidae","Plinthisus",NA
"338","itis","Zyras","Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","Zyras",NA
"339","ncbi","Zyras","Metazoa","Arthropoda","Insecta","Coleoptera","Staphylinidae","Zyras",NA
"340","itis","Entiminae",NA,NA,NA,NA,NA,NA,NA
"341","ncbi","Entiminae","Metazoa","Arthropoda","Insecta","Coleoptera","Curculionidae",NA,NA
"342","itis","Kalama tricornis","Animalia","Arthropoda","Insecta","Hemiptera","Tingidae","Kalama","Kalama tricornis"
"343","ncbi","Kalama tricornis","Metazoa","Arthropoda","Insecta","Hemiptera","Tingidae","Kalama","Kalama tricornis"
"344","itis","Xantholinini",NA,NA,NA,NA,NA,NA,NA
"345","ncbi","Xantholinini","Metazoa","Arthropoda","Insecta","Coleoptera","Staphylinidae",NA,NA
"346","itis","Tachys bistriatus",NA,NA,NA,NA,NA,NA,NA
"347","ncbi","Tachys bistriatus","Metazoa","Arthropoda","Insecta","Coleoptera","Carabidae","Paratachys","Paratachys bistriatus"
"348","itis","Lycosoidea",NA,NA,NA,NA,NA,NA,NA
"349","ncbi","Lycosoidea","Metazoa","Arthropoda","Arachnida","Araneae",NA,NA,NA
"350","itis","Epuraea","Animalia","Arthropoda","Insecta","Coleoptera","Nitidulidae","Epuraea",NA
"351","ncbi","Epuraea","Metazoa","Arthropoda","Insecta","Coleoptera","Nitidulidae","Epuraea",NA
"352","itis","Berytidae","Animalia","Arthropoda","Insecta","Hemiptera","Berytidae",NA,NA
"353","ncbi","Berytidae","Metazoa","Arthropoda","Insecta","Hemiptera","Berytidae",NA,NA
"354","itis","Geotomini",NA,NA,NA,NA,NA,NA,NA
"355","ncbi","Geotomini",NA,NA,NA,NA,NA,NA,NA
"356","itis","Lasius","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Lasius",NA
"357","ncbi","Lasius",NA,NA,NA,NA,NA,NA,NA
"358","itis","Lucasius pallidus","Animalia","Arthropoda","Malacostraca","Isopoda","Porcellionidae","Lucasius","Lucasius pallidus"
"359","ncbi","Lucasius pallidus","Metazoa","Arthropoda","Malacostraca","Isopoda","Porcellionidae","Lucasius","Lucasius pallidus"
"360","itis","Camponotus piceus","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus","Camponotus piceus"
"361","ncbi","Camponotus piceus","Metazoa","Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus","Camponotus piceus"
"362","itis","Thomisinae",NA,NA,NA,NA,NA,NA,NA
"363","ncbi","Thomisinae",NA,NA,NA,NA,NA,NA,NA
"364","itis","Basalys",NA,NA,NA,NA,NA,NA,NA
"365","ncbi","Basalys","Metazoa","Arthropoda","Insecta","Hymenoptera","Diapriidae","Basalys",NA
"366","itis","Pteromalini",NA,NA,NA,NA,NA,NA,NA
"367","ncbi","Pteromalini",NA,NA,NA,NA,NA,NA,NA
"368","itis","Myrmicinae","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae",NA,NA
"369","ncbi","Myrmicinae","Metazoa","Arthropoda","Insecta","Hymenoptera","Formicidae",NA,NA
"370","itis","Ocypus",NA,NA,NA,NA,NA,NA,NA
"371","ncbi","Ocypus","Metazoa","Arthropoda","Insecta","Coleoptera","Staphylinidae","Ocypus",NA
"372","itis","Pezotettix",NA,NA,NA,NA,NA,NA,NA
"373","ncbi","Pezotettix","Metazoa","Arthropoda","Insecta","Orthoptera","Acrididae","Pezotettix",NA
"374","itis","Pheidole","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Pheidole",NA
"375","ncbi","Pheidole","Metazoa","Arthropoda","Insecta","Hymenoptera","Formicidae","Pheidole",NA
"376","itis","Runcinia grammica","Animalia","Arthropoda","Euchelicerata","Araneae","Thomisidae","Runcinia","Runcinia grammica"
"377","ncbi","Runcinia grammica","Metazoa","Arthropoda","Arachnida","Araneae","Thomisidae","Runcinia","Runcinia grammica"
"378","itis","Curculionidae","Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae",NA,NA
"379","ncbi","Curculionidae","Metazoa","Arthropoda","Insecta","Coleoptera","Curculionidae",NA,NA
"380","itis","Olibrus",NA,NA,NA,NA,NA,NA,NA
"381","ncbi","Olibrus","Metazoa","Arthropoda","Insecta","Coleoptera","Phalacridae","Olibrus",NA
"382","itis","Camponotus fallax","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus","Camponotus fallax"
"383","ncbi","Camponotus fallax","Metazoa","Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus","Camponotus fallax"
"384","itis","Lucasius","Animalia","Arthropoda","Malacostraca","Isopoda","Porcellionidae","Lucasius",NA
"385","ncbi","Lucasius","Metazoa","Arthropoda","Malacostraca","Isopoda","Porcellionidae","Lucasius",NA
"386","itis","Hogna radiata","Animalia","Arthropoda","Euchelicerata","Araneae","Lycosidae","Hogna","Hogna radiata"
"387","ncbi","Hogna radiata","Metazoa","Arthropoda","Arachnida","Araneae","Lycosidae","Hogna","Hogna radiata"
"388","itis","Saitis","Animalia","Arthropoda","Euchelicerata","Araneae","Salticidae","Saitis",NA
"389","ncbi","Saitis","Metazoa","Arthropoda","Arachnida","Araneae","Salticidae","Saitis",NA
"390","itis","Macroscytus brunneus",NA,NA,NA,NA,NA,NA,NA
"391","ncbi","Macroscytus brunneus","Metazoa","Arthropoda","Insecta","Hemiptera","Cydnidae","Macroscytus","Macroscytus brunneus"
"392","itis","Trichoptera","Animalia","Arthropoda","Insecta","Trichoptera",NA,NA,NA
"393","ncbi","Trichoptera","Metazoa","Arthropoda","Insecta","Trichoptera",NA,NA,NA
"394","itis","Aphrodes",NA,NA,NA,NA,NA,NA,NA
"395","ncbi","Aphrodes","Metazoa","Arthropoda","Insecta","Hemiptera","Cicadellidae","Aphrodes",NA
"396","itis","Athysanini",NA,NA,NA,NA,NA,NA,NA
"397","ncbi","Athysanini","Metazoa","Arthropoda","Insecta","Hemiptera","Cicadellidae",NA,NA
"398","itis","Staphylinini",NA,NA,NA,NA,NA,NA,NA
"399","ncbi","Staphylinini","Metazoa","Arthropoda","Insecta","Coleoptera","Staphylinidae",NA,NA
"400","itis","Carterus fulvipes",NA,NA,NA,NA,NA,NA,NA
"401","ncbi","Carterus fulvipes","Metazoa","Arthropoda","Insecta","Coleoptera","Carabidae","Carterus","Carterus fulvipes"
"402","itis","Guanchia pubescens",NA,NA,NA,NA,NA,NA,NA
"403","ncbi","Guanchia pubescens","Metazoa","Arthropoda","Insecta","Dermaptera","Forficulidae","Guanchia","Guanchia pubescens"
"404","itis","Ceraphronidae","Animalia","Arthropoda","Insecta","Hymenoptera","Ceraphronidae",NA,NA
"405","ncbi","Ceraphronidae","Metazoa","Arthropoda","Insecta","Hymenoptera","Ceraphronidae",NA,NA
"406","itis","Enicopus","Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Wilkinsonellus","Wilkinsonellus henicopus"
"407","ncbi","Enicopus","Metazoa","Arthropoda","Insecta","Coleoptera","Melyridae","Enicopus",NA
"408","itis","Euophrys sulphurea","Animalia","Arthropoda","Euchelicerata","Araneae","Salticidae","Euophrys","Euophrys sulphurea"
"409","ncbi","Euophrys sulphurea",NA,NA,NA,NA,NA,NA,NA
"410","itis","Calathus ambiguus",NA,NA,NA,NA,NA,NA,NA
"411","ncbi","Calathus ambiguus","Metazoa","Arthropoda","Insecta","Coleoptera","Carabidae","Calathus","Calathus ambiguus"
"412","itis","Phalangiidae","Animalia","Arthropoda","Euchelicerata","Opiliones","Phalangiidae",NA,NA
"413","ncbi","Phalangiidae","Metazoa","Arthropoda","Arachnida","Opiliones","Phalangiidae",NA,NA
"414","itis","Nala lividipes","Animalia","Arthropoda","Insecta","Dermaptera","Labiduridae","Nala","Nala lividipes"
"415","ncbi","Nala lividipes","Metazoa","Arthropoda","Insecta","Dermaptera","Labiduridae","Nala","Nala lividipes"
"416","itis","Dysdera","Animalia","Arthropoda","Euchelicerata","Araneae","Dysderidae","Dysdera",NA
"417","ncbi","Dysdera","Metazoa","Arthropoda","Arachnida","Araneae","Dysderidae","Dysdera",NA
"418","itis","Tachydromiinae","Animalia","Arthropoda","Insecta","Diptera","Hybotidae",NA,NA
"419","ncbi","Tachydromiinae","Metazoa","Arthropoda","Insecta","Diptera","Hybotidae",NA,NA
"420","itis","Onthophagini","Animalia","Arthropoda","Insecta","Coleoptera","Scarabaeidae",NA,NA
"421","ncbi","Onthophagini","Metazoa","Arthropoda","Insecta","Coleoptera","Scarabaeidae",NA,NA
"422","itis","Salticinae",NA,NA,NA,NA,NA,NA,NA
"423","ncbi","Salticinae","Metazoa","Arthropoda","Arachnida","Araneae","Salticidae",NA,NA
"424","itis","Thanatus","Animalia","Arthropoda","Euchelicerata","Araneae","Philodromidae","Thanatus",NA
"425","ncbi","Thanatus","Metazoa","Arthropoda","Arachnida","Araneae","Philodromidae","Thanatus",NA
"426","itis","Lepismatidae","Animalia","Arthropoda","Insecta","Zygentoma","Lepismatidae",NA,NA
"427","ncbi","Lepismatidae","Metazoa","Arthropoda","Insecta","Zygentoma","Lepismatidae",NA,NA
"428","itis","Messor barbarus","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Messor","Messor barbarus"
"429","ncbi","Messor barbarus","Metazoa","Arthropoda","Insecta","Hymenoptera","Formicidae","Messor","Messor barbarus"
"430","itis","Rhipicephalus","Animalia","Arthropoda","Euchelicerata","Ixodida","Ixodidae","Rhipicephalus",NA
"431","ncbi","Rhipicephalus",NA,NA,NA,NA,NA,NA,NA
"432","itis","Chlaenius decipiens",NA,NA,NA,NA,NA,NA,NA
"433","ncbi","Chlaenius decipiens",NA,NA,NA,NA,NA,NA,NA
"434","itis","Rhyssemina",NA,NA,NA,NA,NA,NA,NA
"435","ncbi","Rhyssemina",NA,NA,NA,NA,NA,NA,NA
"436","itis","Thomisoidea",NA,NA,NA,NA,NA,NA,NA
"437","ncbi","Thomisoidea",NA,NA,NA,NA,NA,NA,NA
