"","query","kingdom","phylum","class","order","family","genus","species","community"
"209","Symphyta","Metazoa","Arthropoda","Insecta","Lepidoptera","Lasiocampidae","Symphyta","unassigned","macrofauna_aerial"
"210","Synema globosum","Metazoa","Arthropoda","Arachnida","Araneae","Thomisidae","Synema","Synema globosum","macrofauna_aerial"
"211","Syrphidae","Metazoa","Arthropoda","Insecta","Diptera","Syrphidae","unassigned","unassigned","macrofauna_aerial"
"212","Syrphus","Metazoa","Arthropoda","Insecta","Diptera","Syrphidae","Syrphus","unassigned","macrofauna_aerial"
"213","Teleasinae","Metazoa","Arthropoda","Insecta","Hymenoptera","Scelionidae","unassigned","unassigned","macrofauna_aerial"
"214","Telenominae","Metazoa","Arthropoda","Insecta","Hymenoptera","Scelionidae","unassigned","unassigned","macrofauna_aerial"
"215","Tenthredinidae","Metazoa","Arthropoda","Insecta","Hymenoptera","Tenthredinidae","unassigned","unassigned","macrofauna_aerial"
"216","Tenthredo baetica","Metazoa","Arthropoda","Insecta","Hymenoptera","Tenthredinidae","Tenthredo","Tenthredo baetica","macrofauna_aerial"
"217","Tenthredo baetica dominiquei","Metazoa","Arthropoda","Insecta","Hymenoptera","Tenthredinidae","Tenthredo","Tenthredo baetica","macrofauna_aerial"
"218","Tenthredo bifasciata","Metazoa","Arthropoda","Insecta","Hymenoptera","Tenthredinidae","Tenthredo","Tenthredo bifasciata","macrofauna_aerial"
"219","Tenthredo meridiana","Metazoa","Arthropoda","Insecta","Hymenoptera","Tenthredinidae","Tenthredo","Tenthredo meridiana","macrofauna_aerial"
"220","Tenthredopsis","Metazoa","Arthropoda","Insecta","Hymenoptera","Tenthredinidae","Tenthredopsis","unassigned","macrofauna_aerial"
"221","Tetracampinae","Metazoa","Arthropoda","Insecta","Hymenoptera","Tetracampidae","unassigned","unassigned","macrofauna_aerial"
"222","Tetramesa","Metazoa","Arthropoda","Insecta","Hymenoptera","Eurytomidae","Tetramesa","unassigned","macrofauna_aerial"
"223","Tetrastichinae","Metazoa","Arthropoda","Insecta","Hymenoptera","Eulophidae","unassigned","unassigned","macrofauna_aerial"
"224","Tettigoniidae","Metazoa","Arthropoda","Insecta","Orthoptera","Tettigoniidae","unassigned","unassigned","macrofauna_aerial"
"225","Tettigoniinae","Metazoa","Arthropoda","Insecta","Orthoptera","Tettigoniidae","unassigned","unassigned","macrofauna_aerial"
"226","Thysanoptera","Metazoa","Arthropoda","Insecta","Thysanoptera","unassigned","unassigned","unassigned","macrofauna_aerial"
"227","Tingis cardui","Metazoa","Arthropoda","Insecta","Hemiptera","Tingidae","Tingis","Tingis cardui","macrofauna_aerial"
"228","Torymidae","Metazoa","Arthropoda","Insecta","Hymenoptera","Torymidae","unassigned","unassigned","macrofauna_aerial"
"229","Trachys troglodytiformis","Metazoa","Arthropoda","Insecta","Coleoptera","Buprestidae","Trachys","Trachys troglodytiformis","macrofauna_aerial"
"230","Trechinae","Metazoa","Arthropoda","Insecta","Coleoptera","Carabidae","unassigned","unassigned","macrofauna_aerial"
"231","Trichopria","Metazoa","Arthropoda","Insecta","Hymenoptera","Diapriidae","Trichopria","unassigned","macrofauna_aerial"
"232","Tropinota","Metazoa","Arthropoda","Insecta","Coleoptera","Scarabaeidae","Tropinota","unassigned","macrofauna_aerial"
"233","Tryphonini","Metazoa","Arthropoda","Insecta","Hymenoptera","Ichneumonidae","unassigned","unassigned","macrofauna_aerial"
"234","Trypoxylon","Metazoa","Arthropoda","Insecta","Hymenoptera","Crabronidae","Trypoxylon","unassigned","macrofauna_aerial"
"235","Tychius","Metazoa","Arthropoda","Insecta","Coleoptera","Curculionidae","Tychius","unassigned","macrofauna_aerial"
"236","Tytthaspis sedecimpunctata","Metazoa","Arthropoda","Insecta","Coleoptera","Coccinellidae","Tytthaspis","Tytthaspis sedecimpunctata","macrofauna_aerial"
"237","Vespidae","Metazoa","Arthropoda","Insecta","Hymenoptera","Vespidae","unassigned","unassigned","macrofauna_aerial"
"238","Andrena","Metazoa","Arthropoda","Insecta","Hymenoptera","Andrenidae","Andrena","unassigned","macrofauna_aerial"
"239","Corticariinae","Metazoa","Arthropoda","Insecta","Coleoptera","Latridiidae","unassigned","unassigned","macrofauna_aerial"
"240","Delphacini","Metazoa","Arthropoda","Insecta","Hemiptera","Delphacidae","unassigned","unassigned","macrofauna_aerial"
"241","Eucera","Metazoa","Arthropoda","Insecta","Hymenoptera","Apidae","Eucera","unassigned","macrofauna_aerial"
"242","Hylaeus","Metazoa","Arthropoda","Insecta","Hymenoptera","Colletidae","Hylaeus","unassigned","macrofauna_aerial"
"243","Lasioglossum","Metazoa","Arthropoda","Insecta","Hymenoptera","Halictidae","Lasioglossum","unassigned","macrofauna_aerial"
"244","Megaspilinae","Metazoa","Arthropoda","Insecta","Hymenoptera","Megaspilidae","unassigned","unassigned","macrofauna_aerial"
"245","Parmulini","Metazoa","Arthropoda","Insecta","Coleoptera","Corylophidae","unassigned","unassigned","macrofauna_aerial"
"246","Paromius gracilis","Metazoa","Arthropoda","Insecta","Hemiptera","Rhyparochromidae","Paromius","Paromius gracilis","macrofauna_aerial"
"247","Peirates stridulus","Metazoa","Arthropoda","Insecta","Hemiptera","Reduviidae","Peirates","Peirates stridulus","macrofauna_aerial"
"248","Polynema","Metazoa","Arthropoda","Insecta","Hymenoptera","Mymaridae","Polynema","unassigned","macrofauna_aerial"
"249","Praini","Metazoa","Arthropoda","Insecta","Hymenoptera","Braconidae","unassigned","unassigned","macrofauna_aerial"
"250","Alysiini","Metazoa","Arthropoda","Insecta","Hymenoptera","Braconidae","unassigned","unassigned","macrofauna_aerial"
"251","Anthaxia cyanescens","Metazoa","Arthropoda","Insecta","Coleoptera","Buprestidae","Anthaxia","Anthaxia cyanescens","macrofauna_aerial"
"252","Anthaxia nigritula","Metazoa","Arthropoda","Insecta","Coleoptera","Buprestidae","Anthaxia","Anthaxia nigritula","macrofauna_aerial"
"253","Anthomalachius spinosus","Metazoa","Arthropoda","Insecta","Coleoptera","Malachiidae","Anthomalachius","Anthomalachius spinosus","macrofauna_aerial"
"254","Anthophila","Metazoa","Arthropoda","Insecta","Lepidoptera","Choreutidae","Anthophila","unassigned","macrofauna_aerial"
"255","Carcharodina","Metazoa","Arthropoda","Insecta","Lepidoptera","Hesperiidae","unassigned","unassigned","macrofauna_aerial"
"256","Cirrospilini","Metazoa","Arthropoda","Insecta","Hymenoptera","Eulophidae","unassigned","unassigned","macrofauna_aerial"
"257","Cordicomus instabilis","Metazoa","Arthropoda","Insecta","Coleoptera","Anthicidae","Cordicomus","Cordicomus instabilis","macrofauna_aerial"
"258","Dacnusini","Metazoa","Arthropoda","Insecta","Hymenoptera","Braconidae","unassigned","unassigned","macrofauna_aerial"
"259","Dasytini","Metazoa","Arthropoda","Insecta","Coleoptera","Melyridae","unassigned","unassigned","macrofauna_aerial"
"260","Dipogon variegatus","Metazoa","Arthropoda","Insecta","Hymenoptera","Pompilidae","Dipogon","Dipogon variegatus","macrofauna_aerial"
"261","Endomia","Metazoa","Arthropoda","Insecta","Coleoptera","Anthicidae","Endomia","unassigned","macrofauna_aerial"
"262","Epimeces","Metazoa","Arthropoda","Insecta","Lepidoptera","Geometridae","Epimecis","unassigned","macrofauna_aerial"
"263","Fenusini","Metazoa","Arthropoda","Insecta","Hymenoptera","Tenthredinidae","unassigned","unassigned","macrofauna_aerial"
"264","Haltichellini","Metazoa","Arthropoda","Insecta","Hymenoptera","Chalcididae","unassigned","unassigned","macrofauna_aerial"
"265","Onthophagus emarginatus","Metazoa","Arthropoda","Insecta","Coleoptera","Scarabaeidae","Onthophagus","Onthophagus emarginatus","macrofauna_aerial"
"266","Pieris","Metazoa","Arthropoda","Insecta","Lepidoptera","Pieridae","Pieris","unassigned","macrofauna_aerial"
"267","Psilothrix viridicoerulea","Metazoa","Arthropoda","Insecta","Coleoptera","Melyridae","Psilothrix","Psilothrix viridicoerulea","macrofauna_aerial"
"268","Pteromalini","Metazoa","Arthropoda","Insecta","Hymenoptera","Pteromalidae","unassigned","unassigned","macrofauna_aerial"
"269","Xenomerus","Metazoa","Arthropoda","Insecta","Hymenoptera","Platygastridae","Xenomerus","unassigned","macrofauna_aerial"
