"","method","Id_campaign","Year","usage_bloc","rang","arbre","id_sample","Valid.Name","abundance","name","rankName","fullName","genusName","familyName","orderName","className","phylumName"
"287","dissection inflo",191,2023,"F_2_rang2_arbre3",NA,NA,"ANI-23-0559","Macrosiphoniella ",11,"Macrosiphoniella","Genre","Macrosiphoniella Del Guercio, 1911","Macrosiphoniella","Aphididae","Hemiptera","Insecta","Arthropoda"
"288","dissection inflo",191,2023,"F_2_rang2_arbre3",NA,NA,"ANI-23-0559","Macrosiphoniella ",1,"Aphididae","Famille","Aphididae Latreille, 1802",NA,"Aphididae","Hemiptera","Insecta","Arthropoda"
"289","dissection inflo",191,2023,"F_2_rang3_arbre13",NA,NA,"ANI-23-0563","Aphis ",1,"Aphis craccivora","Espèce","Aphis craccivora Koch, 1854","Aphis","Aphididae","Hemiptera","Insecta","Arthropoda"
"290","dissection inflo",191,2023,"F_2_rang3_arbre13",NA,NA,"ANI-23-0563","thripidae",15,"Thripinae","Sous-Famille","Thripinae Stephens, 1829",NA,"Thripidae","Thysanoptera","Insecta","Arthropoda"
"291","dissection inflo",191,2023,"F_2_rang3_arbre13",NA,NA,"ANI-23-0563","thripidae",3,"Thrips","Genre","Thrips Linnaeus, 1758","Thrips","Thripidae","Thysanoptera","Insecta","Arthropoda"
"292","dissection inflo",191,2023,"F_2_rang3_arbre13",NA,NA,"ANI-23-0563","Psocodea",2,"Pterygota","Genre","Pterygota Schott & Endl.","Pterygota","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"293","dissection inflo",191,2023,"F_2_rang3_arbre13",NA,NA,"ANI-23-0563","Psocodea",2,"Ectopsocus","Genre","Ectopsocus McLachlan, 1899","Ectopsocus","Ectopsocidae","Psocodea","Insecta","Arthropoda"
"294","dissection inflo",191,2023,"F_2_rang3_arbre13",NA,NA,"ANI-23-0563","Hymenoptera",1,"Hymenoptera","Ordre","Hymenoptera Linnaeus, 1758",NA,NA,"Hymenoptera","Insecta","Arthropoda"
"295","dissection inflo",191,2023,"F_2_rang3_arbre13",NA,NA,"ANI-23-0563","Chalcidoidea",1,"Entedoninae","Sous-Famille","Entedoninae Förster, 1856",NA,"Eulophidae","Hymenoptera","Insecta","Arthropoda"
"296","dissection inflo",191,2023,"F_2_rang3_arbre22",NA,NA,"ANI-23-0564","thripidae",71,"Thripinae","Sous-Famille","Thripinae Stephens, 1829",NA,"Thripidae","Thysanoptera","Insecta","Arthropoda"
"297","dissection inflo",191,2023,"F_2_rang3_arbre22",NA,NA,"ANI-23-0564","thripidae",17,"Thrips","Genre","Thrips Linnaeus, 1758","Thrips","Thripidae","Thysanoptera","Insecta","Arthropoda"
"298","dissection inflo",191,2023,"F_2_rang3_arbre22",NA,NA,"ANI-23-0564","Macrosiphoniella ",1,"Macrosiphoniella","Genre","Macrosiphoniella Del Guercio, 1911","Macrosiphoniella","Aphididae","Hemiptera","Insecta","Arthropoda"
"299","dissection inflo",191,2023,"F_2_rang3_arbre22",NA,NA,"ANI-23-0564","Psocodea",1,"Pterygota","Genre","Pterygota Schott & Endl.","Pterygota","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"300","dissection inflo",191,2023,"F_2_rang3_arbre22",NA,NA,"ANI-23-0564","Psocodea",1,"Ectopsocus","Genre","Ectopsocus McLachlan, 1899","Ectopsocus","Ectopsocidae","Psocodea","Insecta","Arthropoda"
"301","dissection inflo",191,2023,"F_2_rang3_arbre3",NA,NA,"ANI-23-0562","thripidae",55,"Thripinae","Sous-Famille","Thripinae Stephens, 1829",NA,"Thripidae","Thysanoptera","Insecta","Arthropoda"
"302","dissection inflo",191,2023,"F_2_rang3_arbre3",NA,NA,"ANI-23-0562","thripidae",8,"Thrips","Genre","Thrips Linnaeus, 1758","Thrips","Thripidae","Thysanoptera","Insecta","Arthropoda"
"303","dissection inflo",191,2023,"F_2_rang3_arbre3",NA,NA,"ANI-23-0562","Macrosiphoniella ",7,"Macrosiphoniella","Genre","Macrosiphoniella Del Guercio, 1911","Macrosiphoniella","Aphididae","Hemiptera","Insecta","Arthropoda"
"304","dissection inflo",191,2023,"F_2_rang3_arbre3",NA,NA,"ANI-23-0562","Psocodea",2,"Pterygota","Genre","Pterygota Schott & Endl.","Pterygota","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"305","dissection inflo",191,2023,"F_2_rang3_arbre3",NA,NA,"ANI-23-0562","Psocodea",2,"Ectopsocus","Genre","Ectopsocus McLachlan, 1899","Ectopsocus","Ectopsocidae","Psocodea","Insecta","Arthropoda"
"306","dissection inflo",191,2023,"F_2_rang3_arbre3",NA,NA,"ANI-23-0562","Acari",1,"Mesostigmata","Ordre","Mesostigmata Canestrini, 1891",NA,NA,"Mesostigmata","Arachnida","Arthropoda"
"307","dissection inflo",191,2023,"F_2_rang3_arbre3",NA,NA,"ANI-23-0562","Bibionidae",1,"Bibionidae","Famille","Bibionidae Fleming, 1821",NA,"Bibionidae","Diptera","Insecta","Arthropoda"
"308","dissection inflo",191,2023,"F_2_rang3_arbre3",NA,NA,"ANI-23-0562","Chironomidae",1,"Chironomidae","Famille","Chironomidae Newman, 1834",NA,"Chironomidae","Diptera","Insecta","Arthropoda"
"309","dissection inflo",191,2023,"F_2_rang4_arbre10",NA,NA,"ANI-23-0566","thripidae",145,"Thripinae","Sous-Famille","Thripinae Stephens, 1829",NA,"Thripidae","Thysanoptera","Insecta","Arthropoda"
"310","dissection inflo",191,2023,"F_2_rang4_arbre10",NA,NA,"ANI-23-0566","thripidae",40,"Thrips","Genre","Thrips Linnaeus, 1758","Thrips","Thripidae","Thysanoptera","Insecta","Arthropoda"
"311","dissection inflo",191,2023,"F_2_rang4_arbre10",NA,NA,"ANI-23-0566","Psocodea",4,"Pterygota","Genre","Pterygota Schott & Endl.","Pterygota","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"312","dissection inflo",191,2023,"F_2_rang4_arbre10",NA,NA,"ANI-23-0566","Psocodea",4,"Ectopsocus","Genre","Ectopsocus McLachlan, 1899","Ectopsocus","Ectopsocidae","Psocodea","Insecta","Arthropoda"
"313","dissection inflo",191,2023,"F_2_rang4_arbre10",NA,NA,"ANI-23-0566","Coleoptera",1,"Anaspis","Genre","Anaspis Geoffroy, 1762","Anaspis","Scraptiidae","Coleoptera","Insecta","Arthropoda"
"314","dissection inflo",191,2023,"F_2_rang4_arbre19",NA,NA,"ANI-23-0567","Aphis ",9,"Aphis craccivora","Espèce","Aphis craccivora Koch, 1854","Aphis","Aphididae","Hemiptera","Insecta","Arthropoda"
"315","dissection inflo",191,2023,"F_2_rang4_arbre19",NA,NA,"ANI-23-0567","Gastrancitrus",1,"Gastrancistrus","Genre","Gastrancistrus Westwood, 1833","Gastrancistrus","Pteromalidae","Hymenoptera","Insecta","Arthropoda"
"316","dissection inflo",191,2023,"F_2_rang4_arbre19",NA,NA,"ANI-23-0567","thripidae",20,"Thripinae","Sous-Famille","Thripinae Stephens, 1829",NA,"Thripidae","Thysanoptera","Insecta","Arthropoda"
"317","dissection inflo",191,2023,"F_2_rang4_arbre19",NA,NA,"ANI-23-0567","thripidae",2,"Thrips","Genre","Thrips Linnaeus, 1758","Thrips","Thripidae","Thysanoptera","Insecta","Arthropoda"
"318","dissection inflo",191,2023,"F_2_rang4_arbre19",NA,NA,"ANI-23-0567","Acari",1,"Mesostigmata","Ordre","Mesostigmata Canestrini, 1891",NA,NA,"Mesostigmata","Arachnida","Arthropoda"
"319","dissection inflo",191,2023,"F_2_rang4_arbre19",NA,NA,"ANI-23-0567","Synema globosum",1,"Synema globosum","Espèce","Synema globosum (Fabricius, 1775)","Synema","Thomisidae","Araneae","Arachnida","Arthropoda"
"320","dissection inflo",191,2023,"F_2_rang4_arbre19",NA,NA,"ANI-23-0567","Hybotidae",1,"Drapetini",NA,NA,NA,NA,NA,NA,NA
"321","dissection inflo",191,2023,"F_2_rang4_arbre3",NA,NA,"ANI-23-0565","Aphis ",4,"Aphis craccivora","Espèce","Aphis craccivora Koch, 1854","Aphis","Aphididae","Hemiptera","Insecta","Arthropoda"
"322","dissection inflo",191,2023,"F_2_rang4_arbre3",NA,NA,"ANI-23-0565","thripidae",161,"Thripinae","Sous-Famille","Thripinae Stephens, 1829",NA,"Thripidae","Thysanoptera","Insecta","Arthropoda"
"323","dissection inflo",191,2023,"F_2_rang4_arbre3",NA,NA,"ANI-23-0565","thripidae",19,"Thrips","Genre","Thrips Linnaeus, 1758","Thrips","Thripidae","Thysanoptera","Insecta","Arthropoda"
"324","dissection inflo",191,2023,"F_2_rang4_arbre3",NA,NA,"ANI-23-0565","Psocodea",2,"Pterygota","Genre","Pterygota Schott & Endl.","Pterygota","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"325","dissection inflo",191,2023,"F_2_rang4_arbre3",NA,NA,"ANI-23-0565","Psocodea",2,"Ectopsocus","Genre","Ectopsocus McLachlan, 1899","Ectopsocus","Ectopsocidae","Psocodea","Insecta","Arthropoda"
"326","dissection inflo",191,2023,"F_2_rang4_arbre3",NA,NA,"ANI-23-0565","Bibionidae",1,"Bibionidae","Famille","Bibionidae Fleming, 1821",NA,"Bibionidae","Diptera","Insecta","Arthropoda"
"327","dissection inflo",191,2023,"F_2_rang5_arbre14",NA,NA,"ANI-23-0569","Aphididae",1,"Aphididae","Famille","Aphididae Latreille, 1802",NA,"Aphididae","Hemiptera","Insecta","Arthropoda"
"328","dissection inflo",191,2023,"F_2_rang5_arbre14",NA,NA,"ANI-23-0569","thripidae",45,"Thripinae","Sous-Famille","Thripinae Stephens, 1829",NA,"Thripidae","Thysanoptera","Insecta","Arthropoda"
"329","dissection inflo",191,2023,"F_2_rang5_arbre14",NA,NA,"ANI-23-0569","thripidae",6,"Thrips","Genre","Thrips Linnaeus, 1758","Thrips","Thripidae","Thysanoptera","Insecta","Arthropoda"
"330","dissection inflo",191,2023,"F_2_rang5_arbre14",NA,NA,"ANI-23-0569","Psocodea",1,"Pterygota","Genre","Pterygota Schott & Endl.","Pterygota","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"331","dissection inflo",191,2023,"F_2_rang5_arbre14",NA,NA,"ANI-23-0569","Psocodea",1,"Ectopsocus","Genre","Ectopsocus McLachlan, 1899","Ectopsocus","Ectopsocidae","Psocodea","Insecta","Arthropoda"
"332","dissection inflo",191,2023,"F_2_rang5_arbre14",NA,NA,"ANI-23-0569","Hymenoptera",1,"Hymenoptera","Ordre","Hymenoptera Linnaeus, 1758",NA,NA,"Hymenoptera","Insecta","Arthropoda"
"333","dissection inflo",191,2023,"F_2_rang5_arbre14",NA,NA,"ANI-23-0569","Coleoptera",1,"Anaspis","Genre","Anaspis Geoffroy, 1762","Anaspis","Scraptiidae","Coleoptera","Insecta","Arthropoda"
"334","dissection inflo",191,2023,"F_2_rang5_arbre14",NA,NA,"ANI-23-0569","Synema globosum",1,"Synema globosum","Espèce","Synema globosum (Fabricius, 1775)","Synema","Thomisidae","Araneae","Arachnida","Arthropoda"
"335","dissection inflo",191,2023,"F_2_rang5_arbre19",NA,NA,"ANI-23-0570","thripidae",67,"Thripinae","Sous-Famille","Thripinae Stephens, 1829",NA,"Thripidae","Thysanoptera","Insecta","Arthropoda"
"336","dissection inflo",191,2023,"F_2_rang5_arbre19",NA,NA,"ANI-23-0570","thripidae",14,"Thrips","Genre","Thrips Linnaeus, 1758","Thrips","Thripidae","Thysanoptera","Insecta","Arthropoda"
"337","dissection inflo",191,2023,"F_2_rang5_arbre19",NA,NA,"ANI-23-0570","Coleoptera",1,"Corticariinae","Sous-Famille","Corticariinae Curtis, 1829",NA,"Latridiidae","Coleoptera","Insecta","Arthropoda"
"338","dissection inflo",191,2023,"F_2_rang5_arbre19",NA,NA,"ANI-23-0570","Psocodea",2,"Pterygota","Genre","Pterygota Schott & Endl.","Pterygota","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"339","dissection inflo",191,2023,"F_2_rang5_arbre19",NA,NA,"ANI-23-0570","Psocodea",2,"Ectopsocus","Genre","Ectopsocus McLachlan, 1899","Ectopsocus","Ectopsocidae","Psocodea","Insecta","Arthropoda"
"340","dissection inflo",191,2023,"F_2_rang5_arbre2",NA,NA,"ANI-23-0568","thripidae",46,"Thripinae","Sous-Famille","Thripinae Stephens, 1829",NA,"Thripidae","Thysanoptera","Insecta","Arthropoda"
"341","dissection inflo",191,2023,"F_2_rang5_arbre2",NA,NA,"ANI-23-0568","thripidae",2,"Thrips","Genre","Thrips Linnaeus, 1758","Thrips","Thripidae","Thysanoptera","Insecta","Arthropoda"
"342","dissection inflo",191,2023,"F_2_rang5_arbre2",NA,NA,"ANI-23-0568","Macrosiphoniella ",9,"Macrosiphoniella","Genre","Macrosiphoniella Del Guercio, 1911","Macrosiphoniella","Aphididae","Hemiptera","Insecta","Arthropoda"
"343","dissection inflo",191,2023,"F_2_rang5_arbre2",NA,NA,"ANI-23-0568","Coleoptera",1,"Corticariinae","Sous-Famille","Corticariinae Curtis, 1829",NA,"Latridiidae","Coleoptera","Insecta","Arthropoda"
"344","dissection inflo",191,2023,"F_2_rang5_arbre2",NA,NA,"ANI-23-0568","Psocodea",1,"Pterygota","Genre","Pterygota Schott & Endl.","Pterygota","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"345","dissection inflo",191,2023,"F_2_rang5_arbre2",NA,NA,"ANI-23-0568","Psocodea",1,"Ectopsocus","Genre","Ectopsocus McLachlan, 1899","Ectopsocus","Ectopsocidae","Psocodea","Insecta","Arthropoda"
"346","dissection inflo",191,2023,"F_2_rang5_arbre2",NA,NA,"ANI-23-0568","Bibionidae",2,"Bibionidae","Famille","Bibionidae Fleming, 1821",NA,"Bibionidae","Diptera","Insecta","Arthropoda"
"347","dissection inflo",191,2023,"F_2_rang6_arbre18",NA,NA,"ANI-23-0573","Aphis ",1,"Aphis craccivora","Espèce","Aphis craccivora Koch, 1854","Aphis","Aphididae","Hemiptera","Insecta","Arthropoda"
"348","dissection inflo",191,2023,"F_2_rang6_arbre18",NA,NA,"ANI-23-0573","thripidae",28,"Thripinae","Sous-Famille","Thripinae Stephens, 1829",NA,"Thripidae","Thysanoptera","Insecta","Arthropoda"
"349","dissection inflo",191,2023,"F_2_rang6_arbre18",NA,NA,"ANI-23-0573","thripidae",7,"Thrips","Genre","Thrips Linnaeus, 1758","Thrips","Thripidae","Thysanoptera","Insecta","Arthropoda"
"350","dissection inflo",191,2023,"F_2_rang6_arbre18",NA,NA,"ANI-23-0573","Macrosiphoniella ",8,"Macrosiphoniella","Genre","Macrosiphoniella Del Guercio, 1911","Macrosiphoniella","Aphididae","Hemiptera","Insecta","Arthropoda"
"351","dissection inflo",191,2023,"F_2_rang6_arbre18",NA,NA,"ANI-23-0573","Psocodea",3,"Pterygota","Genre","Pterygota Schott & Endl.","Pterygota","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"352","dissection inflo",191,2023,"F_2_rang6_arbre18",NA,NA,"ANI-23-0573","Psocodea",3,"Ectopsocus","Genre","Ectopsocus McLachlan, 1899","Ectopsocus","Ectopsocidae","Psocodea","Insecta","Arthropoda"
"353","dissection inflo",191,2023,"F_2_rang6_arbre18",NA,NA,"ANI-23-0573","Araneae",1,"Thomisidae","Famille","Thomisidae Sundevall, 1833",NA,"Thomisidae","Araneae","Arachnida","Arthropoda"
"354","dissection inflo",191,2023,"F_2_rang6_arbre5",NA,NA,"ANI-23-0571","thripidae",74,"Thripinae","Sous-Famille","Thripinae Stephens, 1829",NA,"Thripidae","Thysanoptera","Insecta","Arthropoda"
"355","dissection inflo",191,2023,"F_2_rang6_arbre5",NA,NA,"ANI-23-0571","thripidae",20,"Thrips","Genre","Thrips Linnaeus, 1758","Thrips","Thripidae","Thysanoptera","Insecta","Arthropoda"
"356","dissection inflo",191,2023,"F_2_rang6_arbre5",NA,NA,"ANI-23-0571","Macrosiphoniella ",6,"Macrosiphoniella","Genre","Macrosiphoniella Del Guercio, 1911","Macrosiphoniella","Aphididae","Hemiptera","Insecta","Arthropoda"
"357","dissection inflo",191,2023,"F_2_rang6_arbre5",NA,NA,"ANI-23-0571","Runcinia grammica",1,"Runcinia grammica","Espèce","Runcinia grammica (C.L. Koch, 1837)","Runcinia","Thomisidae","Araneae","Arachnida","Arthropoda"
"358","dissection inflo",191,2023,"F_2_rang6_arbre5",NA,NA,"ANI-23-0571","Syrphidae",1,"Cyclorrhapha","Famille","Cyclorrhapha",NA,"Cyclorrhapha","Diptera","Insecta","Arthropoda"
"359","dissection inflo",191,2023,"F_2_rang6_arbre5",NA,NA,"ANI-23-0571","Chalcidoidea",1,"Entedoninae","Sous-Famille","Entedoninae Förster, 1856",NA,"Eulophidae","Hymenoptera","Insecta","Arthropoda"
"360","dissection inflo",191,2023,"F_2_rang6_arbre9",NA,NA,"ANI-23-0572","Aphis ",1,"Aphis craccivora","Espèce","Aphis craccivora Koch, 1854","Aphis","Aphididae","Hemiptera","Insecta","Arthropoda"
"361","dissection inflo",191,2023,"F_2_rang6_arbre9",NA,NA,"ANI-23-0572","thripidae",36,"Thripinae","Sous-Famille","Thripinae Stephens, 1829",NA,"Thripidae","Thysanoptera","Insecta","Arthropoda"
"362","dissection inflo",191,2023,"F_2_rang6_arbre9",NA,NA,"ANI-23-0572","thripidae",12,"Thrips","Genre","Thrips Linnaeus, 1758","Thrips","Thripidae","Thysanoptera","Insecta","Arthropoda"
"363","dissection inflo",191,2023,"F_2_rang6_arbre9",NA,NA,"ANI-23-0572","Macrosiphoniella ",1,"Macrosiphoniella","Genre","Macrosiphoniella Del Guercio, 1911","Macrosiphoniella","Aphididae","Hemiptera","Insecta","Arthropoda"
"364","dissection inflo",191,2023,"F_2_rang6_arbre9",NA,NA,"ANI-23-0572","Araniella ",1,"Araniella cucurbitina","Espèce","Araniella cucurbitina (Clerck, 1758)","Araniella","Araneidae","Araneae","Arachnida","Arthropoda"
"365","dissection inflo",191,2023,"F_2_rang6_arbre9",NA,NA,"ANI-23-0572","Ichneumonoidea",1,"Ichneumonoidea","Super-Famille","Ichneumonoidea Latreille, 1802",NA,NA,"Hymenoptera","Insecta","Arthropoda"
"366","dissection inflo",191,2023,"F_3_rang2_arbre10",NA,NA,"ANI-23-0575","thripidae",21,"Thripinae","Sous-Famille","Thripinae Stephens, 1829",NA,"Thripidae","Thysanoptera","Insecta","Arthropoda"
"367","dissection inflo",191,2023,"F_3_rang2_arbre10",NA,NA,"ANI-23-0575","thripidae",7,"Thrips","Genre","Thrips Linnaeus, 1758","Thrips","Thripidae","Thysanoptera","Insecta","Arthropoda"
"368","dissection inflo",191,2023,"F_3_rang2_arbre10",NA,NA,"ANI-23-0575","Sciaroidea",1,"Sciaroidea","Super-Famille","Sciaroidea Billberg, 1820",NA,NA,"Diptera","Insecta","Arthropoda"
"369","dissection inflo",191,2023,"F_3_rang2_arbre2",NA,NA,"ANI-23-0574","Aphis ",36,"Aphis craccivora","Espèce","Aphis craccivora Koch, 1854","Aphis","Aphididae","Hemiptera","Insecta","Arthropoda"
"370","dissection inflo",191,2023,"F_3_rang2_arbre2",NA,NA,"ANI-23-0574","thripidae",95,"Thripinae","Sous-Famille","Thripinae Stephens, 1829",NA,"Thripidae","Thysanoptera","Insecta","Arthropoda"
"371","dissection inflo",191,2023,"F_3_rang2_arbre2",NA,NA,"ANI-23-0574","thripidae",18,"Thrips","Genre","Thrips Linnaeus, 1758","Thrips","Thripidae","Thysanoptera","Insecta","Arthropoda"
"372","dissection inflo",191,2023,"F_3_rang2_arbre2",NA,NA,"ANI-23-0574","Coleoptera",1,"Corticariinae","Sous-Famille","Corticariinae Curtis, 1829",NA,"Latridiidae","Coleoptera","Insecta","Arthropoda"
"373","dissection inflo",191,2023,"F_3_rang2_arbre2",NA,NA,"ANI-23-0574","Psocodea",1,"Pterygota","Genre","Pterygota Schott & Endl.","Pterygota","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"374","dissection inflo",191,2023,"F_3_rang2_arbre2",NA,NA,"ANI-23-0574","Psocodea",1,"Ectopsocus","Genre","Ectopsocus McLachlan, 1899","Ectopsocus","Ectopsocidae","Psocodea","Insecta","Arthropoda"
"375","dissection inflo",191,2023,"F_3_rang2_arbre2",NA,NA,"ANI-23-0574","Coleoptera",1,"Anaspis","Genre","Anaspis Geoffroy, 1762","Anaspis","Scraptiidae","Coleoptera","Insecta","Arthropoda"
"376","dissection inflo",191,2023,"F_3_rang2_arbre21",NA,NA,"ANI-23-0576","thripidae",29,"Thripinae","Sous-Famille","Thripinae Stephens, 1829",NA,"Thripidae","Thysanoptera","Insecta","Arthropoda"
"377","dissection inflo",191,2023,"F_3_rang2_arbre21",NA,NA,"ANI-23-0576","thripidae",16,"Thrips","Genre","Thrips Linnaeus, 1758","Thrips","Thripidae","Thysanoptera","Insecta","Arthropoda"
"378","dissection inflo",191,2023,"F_3_rang2_arbre21",NA,NA,"ANI-23-0576","Chloropidae",1,"Chloropidae","Famille","Chloropidae Rondani, 1856",NA,"Chloropidae","Diptera","Insecta","Arthropoda"
"379","dissection inflo",191,2023,"F_3_rang2_arbre21",NA,NA,"ANI-23-0576","Psocodea",3,"Pterygota","Genre","Pterygota Schott & Endl.","Pterygota","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"380","dissection inflo",191,2023,"F_3_rang2_arbre21",NA,NA,"ANI-23-0576","Psocodea",3,"Ectopsocus","Genre","Ectopsocus McLachlan, 1899","Ectopsocus","Ectopsocidae","Psocodea","Insecta","Arthropoda"
"381","dissection inflo",191,2023,"F_3_rang2_arbre21",NA,NA,"ANI-23-0576","Psallus",1,"Psallus","Genre","Psallus Fieber, 1858","Psallus","Miridae","Hemiptera","Insecta","Arthropoda"
"382","dissection inflo",191,2023,"F_3_rang3_arbre1",NA,NA,"ANI-23-0577","thripidae",32,"Thripinae","Sous-Famille","Thripinae Stephens, 1829",NA,"Thripidae","Thysanoptera","Insecta","Arthropoda"
"383","dissection inflo",191,2023,"F_3_rang3_arbre1",NA,NA,"ANI-23-0577","thripidae",13,"Thrips","Genre","Thrips Linnaeus, 1758","Thrips","Thripidae","Thysanoptera","Insecta","Arthropoda"
"384","dissection inflo",191,2023,"F_3_rang3_arbre1",NA,NA,"ANI-23-0577","Macrosiphoniella ",5,"Macrosiphoniella","Genre","Macrosiphoniella Del Guercio, 1911","Macrosiphoniella","Aphididae","Hemiptera","Insecta","Arthropoda"
"385","dissection inflo",191,2023,"F_3_rang3_arbre1",NA,NA,"ANI-23-0577","Coleoptera",1,"Corticariinae","Sous-Famille","Corticariinae Curtis, 1829",NA,"Latridiidae","Coleoptera","Insecta","Arthropoda"
"386","dissection inflo",191,2023,"F_3_rang3_arbre1",NA,NA,"ANI-23-0577","Psocodea",2,"Pterygota","Genre","Pterygota Schott & Endl.","Pterygota","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"387","dissection inflo",191,2023,"F_3_rang3_arbre1",NA,NA,"ANI-23-0577","Psocodea",2,"Ectopsocus","Genre","Ectopsocus McLachlan, 1899","Ectopsocus","Ectopsocidae","Psocodea","Insecta","Arthropoda"
"388","dissection inflo",191,2023,"F_3_rang3_arbre1",NA,NA,"ANI-23-0577","Araneae",1,"Thomisidae","Famille","Thomisidae Sundevall, 1833",NA,"Thomisidae","Araneae","Arachnida","Arthropoda"
"389","dissection inflo",191,2023,"F_3_rang3_arbre1",NA,NA,"ANI-23-0577","Psallus",1,"Psallus","Genre","Psallus Fieber, 1858","Psallus","Miridae","Hemiptera","Insecta","Arthropoda"
"390","dissection inflo",191,2023,"F_3_rang3_arbre1",NA,NA,"ANI-23-0577","Coleoptera",1,"Anaspis","Genre","Anaspis Geoffroy, 1762","Anaspis","Scraptiidae","Coleoptera","Insecta","Arthropoda"
"391","dissection inflo",191,2023,"F_3_rang3_arbre21",NA,NA,"ANI-23-0579","Aphis ",14,"Aphis craccivora","Espèce","Aphis craccivora Koch, 1854","Aphis","Aphididae","Hemiptera","Insecta","Arthropoda"
"392","dissection inflo",191,2023,"F_3_rang3_arbre21",NA,NA,"ANI-23-0579","thripidae",50,"Thripinae","Sous-Famille","Thripinae Stephens, 1829",NA,"Thripidae","Thysanoptera","Insecta","Arthropoda"
"393","dissection inflo",191,2023,"F_3_rang3_arbre21",NA,NA,"ANI-23-0579","thripidae",25,"Thrips","Genre","Thrips Linnaeus, 1758","Thrips","Thripidae","Thysanoptera","Insecta","Arthropoda"
"394","dissection inflo",191,2023,"F_3_rang3_arbre21",NA,NA,"ANI-23-0579","Chloropidae",1,"Chloropidae","Famille","Chloropidae Rondani, 1856",NA,"Chloropidae","Diptera","Insecta","Arthropoda"
"395","dissection inflo",191,2023,"F_3_rang3_arbre21",NA,NA,"ANI-23-0579","Psocodea",3,"Pterygota","Genre","Pterygota Schott & Endl.","Pterygota","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"396","dissection inflo",191,2023,"F_3_rang3_arbre21",NA,NA,"ANI-23-0579","Psocodea",3,"Ectopsocus","Genre","Ectopsocus McLachlan, 1899","Ectopsocus","Ectopsocidae","Psocodea","Insecta","Arthropoda"
"397","dissection inflo",191,2023,"F_3_rang3_arbre21",NA,NA,"ANI-23-0579","Coleoptera",1,"Anaspis","Genre","Anaspis Geoffroy, 1762","Anaspis","Scraptiidae","Coleoptera","Insecta","Arthropoda"
"398","dissection inflo",191,2023,"F_3_rang3_arbre9",NA,NA,"ANI-23-0578","thripidae",17,"Thripinae","Sous-Famille","Thripinae Stephens, 1829",NA,"Thripidae","Thysanoptera","Insecta","Arthropoda"
"399","dissection inflo",191,2023,"F_3_rang3_arbre9",NA,NA,"ANI-23-0578","thripidae",6,"Thrips","Genre","Thrips Linnaeus, 1758","Thrips","Thripidae","Thysanoptera","Insecta","Arthropoda"
"400","dissection inflo",191,2023,"F_3_rang3_arbre9",NA,NA,"ANI-23-0578","Psocodea",3,"Pterygota","Genre","Pterygota Schott & Endl.","Pterygota","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"401","dissection inflo",191,2023,"F_3_rang3_arbre9",NA,NA,"ANI-23-0578","Psocodea",3,"Ectopsocus","Genre","Ectopsocus McLachlan, 1899","Ectopsocus","Ectopsocidae","Psocodea","Insecta","Arthropoda"
"402","dissection inflo",191,2023,"F_3_rang3_arbre9",NA,NA,"ANI-23-0578","Coleoptera",1,"Anaspis","Genre","Anaspis Geoffroy, 1762","Anaspis","Scraptiidae","Coleoptera","Insecta","Arthropoda"
"403","dissection inflo",191,2023,"F_3_rang3_arbre9",NA,NA,"ANI-23-0578","Diptera",1,"Nematocera","Genre","Nematocera Meigen, 1818","Hexatoma","Limoniidae","Diptera","Insecta","Arthropoda"
"404","dissection inflo",191,2023,"F_3_rang4_arbre11",NA,NA,"ANI-23-0581","thripidae",7,"Thripinae","Sous-Famille","Thripinae Stephens, 1829",NA,"Thripidae","Thysanoptera","Insecta","Arthropoda"
"405","dissection inflo",191,2023,"F_3_rang4_arbre11",NA,NA,"ANI-23-0581","thripidae",1,"Thrips","Genre","Thrips Linnaeus, 1758","Thrips","Thripidae","Thysanoptera","Insecta","Arthropoda"
"406","dissection inflo",191,2023,"F_3_rang4_arbre11",NA,NA,"ANI-23-0581","Coleoptera",2,"Corticariinae","Sous-Famille","Corticariinae Curtis, 1829",NA,"Latridiidae","Coleoptera","Insecta","Arthropoda"
"407","dissection inflo",191,2023,"F_3_rang4_arbre11",NA,NA,"ANI-23-0581","Hymenoptera",1,"Hymenoptera","Ordre","Hymenoptera Linnaeus, 1758",NA,NA,"Hymenoptera","Insecta","Arthropoda"
